ID_GEOGRAFIA,UBIGEO,ID_DEP,DOMINIO,ESTRATO
837,160601,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
838,160403,16,Selva,"De 500 a 1,999 habitantes"
839,160402,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
840,160703,16,Selva,Área de Empadronamiento Rural (AER) Simple
841,170203,17,Selva,"De 2,000 a 19,999 habitantes"
842,170104,17,Selva,Área de Empadronamiento Rural (AER) Simple
843,180303,18,Costa Sur,"De 50,000 a 99,999 habitantes"
844,180201,18,Sierra Sur,"De 2,000 a 19,999 habitantes"
845,180204,18,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
846,180204,18,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
847,190109,19,Sierra Centro,"De 50,000 a 99,999 habitantes"
848,190207,19,Sierra Centro,"De 2,000 a 19,999 habitantes"
849,190112,19,Sierra Centro,"De 2,000 a 19,999 habitantes"
850,190104,19,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
851,190304,19,Selva,"De 500 a 1,999 habitantes"
852,200805,20,Costa Norte,"De 2,000 a 19,999 habitantes"
853,200603,20,Costa Norte,"De 20,000 a 49,999 habitantes"
854,200409,20,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
855,200303,20,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
856,210209,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
857,210210,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
858,211201,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
859,210604,21,Sierra Sur,"De 500 a 1,999 habitantes"
860,211301,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
861,211209,21,Selva,Área de Empadronamiento Rural (AER) Compuesto
862,220102,22,Selva,"De 2,000 a 19,999 habitantes"
863,220504,22,Selva,"De 2,000 a 19,999 habitantes"
864,220805,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
865,220505,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
866,221002,22,Selva,"De 2,000 a 19,999 habitantes"
867,220908,22,Selva,"De 2,000 a 19,999 habitantes"
868,220904,22,Selva,Área de Empadronamiento Rural (AER) Simple
869,220605,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
870,230106,23,Costa Sur,"De 500 a 1,999 habitantes"
871,230101,23,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
872,240201,24,Costa Norte,Área de Empadronamiento Rural (AER) Simple
873,250104,25,Selva,"De 2,000 a 19,999 habitantes"
874,250302,25,Selva,"De 2,000 a 19,999 habitantes"
875,250305,25,Selva,Área de Empadronamiento Rural (AER) Simple
876,250104,25,Selva,Área de Empadronamiento Rural (AER) Simple
877,060410,6,Sierra Norte,"De 2,000 a 19,999 habitantes"
878,010522,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
879,160112,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
880,250104,25,Selva,Área de Empadronamiento Rural (AER) Compuesto
881,120426,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
882,120402,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
883,151008,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
884,150301,15,Sierra Centro,"De 500 a 1,999 habitantes"
885,230303,23,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
886,150511,15,Costa Centro,"De 500 a 1,999 habitantes"
887,210903,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
888,221003,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
889,010114,1,Sierra Norte,"De 500 a 1,999 habitantes"
890,010609,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
891,010206,1,Selva,Área de Empadronamiento Rural (AER) Simple
892,010401,1,Selva,Área de Empadronamiento Rural (AER) Simple
893,010402,1,Selva,Área de Empadronamiento Rural (AER) Simple
894,010605,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
895,021502,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
896,020508,2,Sierra Centro,"De 2,000 a 19,999 habitantes"
897,020202,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
898,021603,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
899,020302,2,Sierra Centro,"De 500 a 1,999 habitantes"
900,022002,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
901,021014,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
902,030501,3,Sierra Sur,"De 2,000 a 19,999 habitantes"
903,030504,3,Sierra Sur,"De 2,000 a 19,999 habitantes"
904,030609,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
905,030402,3,Sierra Sur,"De 500 a 1,999 habitantes"
906,030713,3,Sierra Sur,"De 500 a 1,999 habitantes"
907,030218,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
908,030209,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
909,030216,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
910,040703,4,Costa Sur,"De 2,000 a 19,999 habitantes"
911,040208,4,Costa Sur,"De 20,000 a 49,999 habitantes"
912,040404,4,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
913,040111,4,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
914,040513,4,Sierra Sur,"De 500 a 1,999 habitantes"
915,040809,4,Sierra Sur,"De 500 a 1,999 habitantes"
916,050603,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
917,050203,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
918,050702,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
919,050502,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
920,051012,5,Sierra Centro,"De 500 a 1,999 habitantes"
921,050108,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
922,050510,5,Selva,"De 500 a 1,999 habitantes"
923,060701,6,Sierra Norte,"De 2,000 a 19,999 habitantes"
924,060601,6,Sierra Norte,"De 20,000 a 49,999 habitantes"
925,060614,6,Selva,"De 2,000 a 19,999 habitantes"
926,060109,6,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
927,060413,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
928,060410,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
929,060504,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
930,060105,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
931,061103,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
932,060703,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
933,060810,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
934,080305,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
935,081201,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
936,081306,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
937,081212,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
938,080404,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
939,080502,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
940,080702,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
941,081205,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
942,080912,8,Selva,"De 500 a 1,999 habitantes"
943,090711,9,Sierra Centro,"De 2,000 a 19,999 habitantes"
944,090718,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
945,090202,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
946,090201,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
947,090303,9,Sierra Centro,"De 500 a 1,999 habitantes"
948,090119,9,Sierra Centro,"De 500 a 1,999 habitantes"
949,090509,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
950,090721,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
951,100702,10,Sierra Centro,"De 2,000 a 19,999 habitantes"
952,100103,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
953,100107,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
954,101007,10,Sierra Centro,"De 500 a 1,999 habitantes"
955,100404,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
956,100705,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
957,100509,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
958,100601,10,Selva,Área de Empadronamiento Rural (AER) Compuesto
959,100604,10,Selva,Área de Empadronamiento Rural (AER) Simple
960,110206,11,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
961,110302,11,Costa Centro,Área de Empadronamiento Rural (AER) Simple
962,110504,11,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
963,120801,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
964,120704,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
965,120119,12,Sierra Centro,"De 20,000 a 49,999 habitantes"
966,120402,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
967,120707,12,Sierra Centro,"De 500 a 1,999 habitantes"
968,120427,12,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
969,120408,12,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
970,120405,12,Sierra Centro,"De 500 a 1,999 habitantes"
971,120902,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
972,120601,12,Selva,Área de Empadronamiento Rural (AER) Simple
973,120607,12,Selva,Área de Empadronamiento Rural (AER) Compuesto
974,130107,13,Costa Norte,"De 20,000 a 49,999 habitantes"
975,130207,13,Costa Norte,"De 2,000 a 19,999 habitantes"
976,130614,13,Sierra Norte,"De 2,000 a 19,999 habitantes"
977,130809,13,Sierra Norte,"De 2,000 a 19,999 habitantes"
978,130110,13,Costa Norte,"De 500 a 1,999 habitantes"
979,130106,13,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
980,130602,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
981,130608,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
982,140113,14,Costa Norte,"De 2,000 a 19,999 habitantes"
983,140119,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
984,140305,14,Costa Norte,Área de Empadronamiento Rural (AER) Simple
985,140301,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
986,150502,15,Costa Centro,"De 2,000 a 19,999 habitantes"
987,150714,15,Costa Centro,"De 2,000 a 19,999 habitantes"
988,150204,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
989,150806,15,Costa Centro,Área de Empadronamiento Rural (AER) Simple
990,150902,15,Sierra Centro,"De 500 a 1,999 habitantes"
991,160703,16,Selva,"De 2,000 a 19,999 habitantes"
992,160106,16,Selva,"De 2,000 a 19,999 habitantes"
993,160706,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
994,160104,16,Selva,Área de Empadronamiento Rural (AER) Simple
995,160108,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
996,160305,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
997,160202,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
998,170104,17,Selva,"De 2,000 a 19,999 habitantes"
999,170303,17,Selva,Área de Empadronamiento Rural (AER) Compuesto
1000,180207,18,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1001,180102,18,Sierra Sur,"De 500 a 1,999 habitantes"
1002,190201,19,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1003,190110,19,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1004,190302,19,Selva,Área de Empadronamiento Rural (AER) Simple
1005,200607,20,Costa Norte,"De 20,000 a 49,999 habitantes"
1006,200706,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1007,200111,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1008,200308,20,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1009,200303,20,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1010,211103,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1011,210806,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1012,210106,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1013,210104,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1014,210105,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1015,210401,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1016,210204,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1017,220301,22,Selva,"De 2,000 a 19,999 habitantes"
1018,220303,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1019,220503,22,Selva,Área de Empadronamiento Rural (AER) Simple
1020,220301,22,Selva,Área de Empadronamiento Rural (AER) Simple
1021,220701,22,Selva,"De 2,000 a 19,999 habitantes"
1022,220203,22,Selva,"De 2,000 a 19,999 habitantes"
1023,220911,22,Selva,"De 500 a 1,999 habitantes"
1024,230301,23,Costa Sur,"De 500 a 1,999 habitantes"
1025,230302,23,Costa Sur,Área de Empadronamiento Rural (AER) Simple
1026,240106,24,Costa Norte,"De 2,000 a 19,999 habitantes"
1027,240104,24,Costa Norte,"De 2,000 a 19,999 habitantes"
1028,250301,25,Selva,Área de Empadronamiento Rural (AER) Compuesto
1029,250201,25,Selva,Área de Empadronamiento Rural (AER) Simple
1030,051004,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1031,240302,24,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1032,150901,15,Sierra Centro,"De 2,000 a 19,999 habitantes"
1033,150604,15,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1034,150404,15,Sierra Centro,"De 500 a 1,999 habitantes"
1035,180210,18,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1036,010502,1,Selva,"De 2,000 a 19,999 habitantes"
1037,010520,1,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1038,010507,1,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1039,010701,1,Selva,Área de Empadronamiento Rural (AER) Simple
1040,010604,1,Selva,"De 500 a 1,999 habitantes"
1041,010703,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
1042,010704,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
1043,010403,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
1044,021509,2,Sierra Centro,"De 2,000 a 19,999 habitantes"
1045,021104,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1046,020601,2,Sierra Centro,"De 2,000 a 19,999 habitantes"
1047,020205,2,Sierra Centro,"De 500 a 1,999 habitantes"
1048,020701,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1049,020606,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1050,021909,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1051,021707,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1052,030215,3,Sierra Sur,"De 2,000 a 19,999 habitantes"
1053,030204,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1054,030101,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1055,030703,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1056,030109,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1057,030609,3,Sierra Sur,"De 500 a 1,999 habitantes"
1058,030108,3,Sierra Sur,"De 500 a 1,999 habitantes"
1059,040123,4,Sierra Sur,"De 500,000 a más habitantes"
1060,040307,4,Costa Sur,"De 2,000 a 19,999 habitantes"
1061,040312,4,Costa Sur,"De 500 a 1,999 habitantes"
1062,040511,4,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1063,040306,4,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1064,050105,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
1065,050301,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
1066,050401,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1067,050402,5,Sierra Centro,"De 500 a 1,999 habitantes"
1068,050102,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1069,050403,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1070,050114,5,Sierra Centro,"De 500 a 1,999 habitantes"
1071,050403,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1072,050409,5,Selva,Área de Empadronamiento Rural (AER) Compuesto
1073,061001,6,Sierra Norte,"De 2,000 a 19,999 habitantes"
1074,060903,6,Selva,"De 2,000 a 19,999 habitantes"
1075,060407,6,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1076,061110,6,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1077,060601,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1078,061105,6,Sierra Norte,"De 500 a 1,999 habitantes"
1079,060304,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1080,061310,6,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1081,060610,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1082,060602,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1083,060802,6,Selva,Área de Empadronamiento Rural (AER) Simple
1084,081210,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
1085,080901,8,Selva,"De 2,000 a 19,999 habitantes"
1086,080604,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1087,080608,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1088,080306,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1089,080807,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1090,080801,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1091,080802,8,Sierra Sur,"De 500 a 1,999 habitantes"
1092,081209,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1093,090103,9,Sierra Centro,"De 2,000 a 19,999 habitantes"
1094,090301,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1095,090705,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1096,090710,9,Sierra Centro,"De 500 a 1,999 habitantes"
1097,090711,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1098,090207,9,Sierra Centro,"De 500 a 1,999 habitantes"
1099,090103,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1100,090704,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1101,090503,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1102,100103,10,Sierra Centro,"De 2,000 a 19,999 habitantes"
1103,100901,10,Selva,"De 2,000 a 19,999 habitantes"
1104,100608,10,Selva,"De 50,000 a 99,999 habitantes"
1105,100105,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1106,101104,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1107,101001,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1108,101005,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1109,100609,10,Selva,Área de Empadronamiento Rural (AER) Compuesto
1110,100902,10,Selva,Área de Empadronamiento Rural (AER) Simple
1111,100901,10,Selva,Área de Empadronamiento Rural (AER) Simple
1112,100101,10,Selva,Área de Empadronamiento Rural (AER) Compuesto
1113,110104,11,Costa Centro,"De 2,000 a 19,999 habitantes"
1114,110111,11,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1115,120129,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1116,120501,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1117,120422,12,Sierra Centro,"De 500 a 1,999 habitantes"
1118,120101,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1119,120205,12,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1120,120708,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1121,120302,12,Selva,Área de Empadronamiento Rural (AER) Simple
1122,130109,13,Costa Norte,"De 2,000 a 19,999 habitantes"
1123,130803,13,Sierra Norte,"De 2,000 a 19,999 habitantes"
1124,130901,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1125,130802,13,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1126,130501,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1127,130504,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1128,140103,14,Costa Norte,"De 2,000 a 19,999 habitantes"
1129,140306,14,Costa Norte,"De 2,000 a 19,999 habitantes"
1130,140104,14,Costa Norte,"De 2,000 a 19,999 habitantes"
1131,140310,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1132,140305,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1133,150515,15,Costa Centro,"De 2,000 a 19,999 habitantes"
1134,150604,15,Costa Centro,"De 2,000 a 19,999 habitantes"
1135,150407,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1136,151007,15,Sierra Centro,"De 500 a 1,999 habitantes"
1137,150301,15,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1138,160104,16,Selva,"De 2,000 a 19,999 habitantes"
1139,160113,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1140,160303,16,Selva,"De 500 a 1,999 habitantes"
1141,160104,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1142,160601,16,Selva,Área de Empadronamiento Rural (AER) Simple
1143,170201,17,Selva,"De 500 a 1,999 habitantes"
1144,180105,18,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1145,180102,18,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1146,180207,18,Sierra Sur,"De 500 a 1,999 habitantes"
1147,190308,19,Selva,"De 2,000 a 19,999 habitantes"
1148,190204,19,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1149,190106,19,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1150,190206,19,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1151,200506,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1152,200602,20,Costa Norte,"De 100,000 a 499,999 habitantes"
1153,200306,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1154,200405,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1155,200803,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1156,200202,20,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1157,200101,20,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1158,200408,20,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1159,210402,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1160,210406,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1161,211301,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1162,210503,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1163,210503,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1164,210805,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1165,210212,21,Sierra Sur,"De 500 a 1,999 habitantes"
1166,210203,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1167,211101,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1168,220809,22,Selva,"De 2,000 a 19,999 habitantes"
1169,220502,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1170,220806,22,Selva,"De 500 a 1,999 habitantes"
1171,220105,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1172,220603,22,Selva,"De 2,000 a 19,999 habitantes"
1173,220707,22,Selva,"De 2,000 a 19,999 habitantes"
1174,220202,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1175,221005,22,Selva,Área de Empadronamiento Rural (AER) Simple
1176,230105,23,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1177,230201,23,Sierra Sur,"De 500 a 1,999 habitantes"
1178,240304,24,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1179,250202,25,Selva,"De 2,000 a 19,999 habitantes"
1180,250303,25,Selva,Área de Empadronamiento Rural (AER) Compuesto
1181,250101,25,Selva,Área de Empadronamiento Rural (AER) Simple
1182,160103,16,Selva,Área de Empadronamiento Rural (AER) Simple
1183,020302,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1184,151031,15,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1185,170101,17,Selva,Área de Empadronamiento Rural (AER) Compuesto
1186,150501,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1187,010117,1,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1188,010521,1,Sierra Norte,"De 500 a 1,999 habitantes"
1189,010506,1,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1190,010704,1,Selva,Área de Empadronamiento Rural (AER) Simple
1191,010602,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
1192,010512,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
1193,021801,2,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1194,022005,2,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1195,020604,2,Sierra Centro,"De 500 a 1,999 habitantes"
1196,022008,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1197,020509,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1198,021301,2,Sierra Centro,"De 500 a 1,999 habitantes"
1199,030702,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1200,030415,3,Sierra Sur,"De 500 a 1,999 habitantes"
1201,030104,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1202,030301,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1203,040702,4,Costa Sur,"De 2,000 a 19,999 habitantes"
1204,040409,4,Sierra Sur,"De 2,000 a 19,999 habitantes"
1205,040108,4,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1206,040603,4,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1207,040504,4,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1208,050201,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
1209,051101,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
1210,050601,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1211,050107,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1212,050101,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1213,050104,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1214,050613,5,Sierra Centro,"De 500 a 1,999 habitantes"
1215,050803,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1216,050805,5,Sierra Centro,"De 500 a 1,999 habitantes"
1217,050206,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1218,061101,6,Sierra Norte,"De 2,000 a 19,999 habitantes"
1219,060901,6,Selva,"De 2,000 a 19,999 habitantes"
1220,060109,6,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1221,060310,6,Sierra Norte,"De 500 a 1,999 habitantes"
1222,060103,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1223,060409,6,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1224,060203,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1225,060411,6,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1226,060802,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1227,060906,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1228,060607,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1229,081306,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
1230,080604,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
1231,080301,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
1232,080910,8,Selva,"De 2,000 a 19,999 habitantes"
1233,080701,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
