ID_GEOGRAFIA,UBIGEO,ID_DEP,DOMINIO,ESTRATO
1234,080602,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1235,080604,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1236,080906,8,Selva,Área de Empadronamiento Rural (AER) Compuesto
1237,090723,9,Sierra Centro,"De 500 a 1,999 habitantes"
1238,090119,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1239,090401,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1240,090407,9,Sierra Centro,"De 500 a 1,999 habitantes"
1241,090310,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1242,090107,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1243,090606,9,Sierra Centro,"De 500 a 1,999 habitantes"
1244,090306,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1245,100902,10,Selva,"De 2,000 a 19,999 habitantes"
1246,100605,10,Selva,"De 2,000 a 19,999 habitantes"
1247,100105,10,Sierra Centro,"De 500 a 1,999 habitantes"
1248,100510,10,Sierra Centro,"De 500 a 1,999 habitantes"
1249,101005,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1250,100313,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1251,101101,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1252,100607,10,Selva,Área de Empadronamiento Rural (AER) Simple
1253,110508,11,Costa Centro,"De 100,000 a 499,999 habitantes"
1254,110107,11,Costa Centro,"De 2,000 a 19,999 habitantes"
1255,110503,11,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1256,110303,11,Costa Centro,"De 500 a 1,999 habitantes"
1257,120430,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1258,120702,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1259,120121,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1260,120431,12,Sierra Centro,"De 500 a 1,999 habitantes"
1261,120606,12,Selva,Área de Empadronamiento Rural (AER) Simple
1262,120305,12,Selva,Área de Empadronamiento Rural (AER) Compuesto
1263,130611,13,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1264,130903,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1265,130602,13,Sierra Norte,"De 500 a 1,999 habitantes"
1266,140204,14,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1267,140118,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1268,140202,14,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1269,150811,15,Costa Centro,"De 2,000 a 19,999 habitantes"
1270,150803,15,Costa Centro,"De 100,000 a 499,999 habitantes"
1271,151001,15,Sierra Centro,"De 500 a 1,999 habitantes"
1272,160105,16,Selva,"De 2,000 a 19,999 habitantes"
1273,160605,16,Selva,"De 2,000 a 19,999 habitantes"
1274,160706,16,Selva,"De 500 a 1,999 habitantes"
1275,160110,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1276,160303,16,Selva,Área de Empadronamiento Rural (AER) Simple
1277,160803,16,Selva,Área de Empadronamiento Rural (AER) Simple
1278,160401,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1279,160305,16,Selva,Área de Empadronamiento Rural (AER) Simple
1280,170204,17,Selva,Área de Empadronamiento Rural (AER) Simple
1281,170102,17,Selva,Área de Empadronamiento Rural (AER) Simple
1282,180104,18,Costa Sur,Área de Empadronamiento Rural (AER) Simple
1283,190105,19,Sierra Centro,"De 2,000 a 19,999 habitantes"
1284,190107,19,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1285,190202,19,Sierra Centro,"De 500 a 1,999 habitantes"
1286,190113,19,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1287,190301,19,Selva,Área de Empadronamiento Rural (AER) Compuesto
1288,200404,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1289,200201,20,Sierra Norte,"De 2,000 a 19,999 habitantes"
1290,200202,20,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1291,200302,20,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1292,200805,20,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1293,210403,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1294,210301,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1295,210503,21,Sierra Sur,"De 500 a 1,999 habitantes"
1296,210701,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1297,210301,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1298,210407,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1299,210709,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1300,211303,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1301,220304,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1302,220305,22,Selva,"De 500 a 1,999 habitantes"
1303,221001,22,Selva,"De 2,000 a 19,999 habitantes"
1304,220602,22,Selva,Área de Empadronamiento Rural (AER) Simple
1305,220912,22,Selva,"De 500 a 1,999 habitantes"
1306,220205,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1307,230103,23,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1308,240303,24,Costa Norte,"De 2,000 a 19,999 habitantes"
1309,240202,24,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1310,250305,25,Selva,"De 2,000 a 19,999 habitantes"
1311,250102,25,Selva,Área de Empadronamiento Rural (AER) Simple
1312,250204,25,Selva,Área de Empadronamiento Rural (AER) Compuesto
1313,040125,4,Costa Sur,"De 500 a 1,999 habitantes"
1314,150715,15,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1315,220404,22,Selva,Área de Empadronamiento Rural (AER) Simple
1316,030302,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1317,250401,25,Selva,"De 500 a 1,999 habitantes"
1318,150601,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1319,120434,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1320,010306,1,Sierra Norte,"De 2,000 a 19,999 habitantes"
1321,010120,1,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1322,010706,1,Selva,Área de Empadronamiento Rural (AER) Simple
1323,010301,1,Selva,"De 500 a 1,999 habitantes"
1324,010402,1,Selva,Área de Empadronamiento Rural (AER) Compuesto
1325,010202,1,Selva,Área de Empadronamiento Rural (AER) Simple
1326,021802,2,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1327,021501,2,Sierra Centro,"De 500 a 1,999 habitantes"
1328,020702,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1329,020601,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1330,020504,2,Sierra Centro,"De 500 a 1,999 habitantes"
1331,020511,2,Sierra Centro,"De 500 a 1,999 habitantes"
1332,022002,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1333,021206,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1334,030216,3,Sierra Sur,"De 50,000 a 99,999 habitantes"
1335,030604,3,Sierra Sur,"De 2,000 a 19,999 habitantes"
1336,030406,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1337,030108,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1338,030404,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1339,030209,3,Sierra Sur,"De 500 a 1,999 habitantes"
1340,030209,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1341,030603,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1342,040303,4,Costa Sur,"De 2,000 a 19,999 habitantes"
1343,040801,4,Sierra Sur,"De 2,000 a 19,999 habitantes"
1344,040501,4,Sierra Sur,"De 2,000 a 19,999 habitantes"
1345,040807,4,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1346,050108,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
1347,051005,5,Sierra Centro,"De 2,000 a 19,999 habitantes"
1348,050505,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1349,050701,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1350,050405,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1351,050508,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1352,050403,5,Sierra Centro,"De 500 a 1,999 habitantes"
1353,050616,5,Sierra Centro,"De 500 a 1,999 habitantes"
1354,050612,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1355,061301,6,Sierra Norte,"De 2,000 a 19,999 habitantes"
1356,061201,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1357,061006,6,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1358,060419,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1359,060107,6,Sierra Norte,"De 500 a 1,999 habitantes"
1360,060805,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1361,060903,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1362,080907,8,Selva,"De 2,000 a 19,999 habitantes"
1363,080308,8,Sierra Sur,"De 500 a 1,999 habitantes"
1364,081103,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1365,081205,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1366,081302,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1367,080408,8,Selva,Área de Empadronamiento Rural (AER) Compuesto
1368,080910,8,Selva,Área de Empadronamiento Rural (AER) Compuesto
1369,080905,8,Selva,Área de Empadronamiento Rural (AER) Simple
1370,090409,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1371,090501,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1372,090501,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1373,090101,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1374,090510,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1375,090401,9,Sierra Centro,"De 500 a 1,999 habitantes"
1376,100317,10,Sierra Centro,"De 2,000 a 19,999 habitantes"
1377,100313,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1378,100201,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1379,100503,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1380,100701,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1381,101105,10,Sierra Centro,"De 500 a 1,999 habitantes"
1382,100602,10,Selva,Área de Empadronamiento Rural (AER) Compuesto
1383,100901,10,Selva,Área de Empadronamiento Rural (AER) Compuesto
1384,110505,11,Costa Centro,"De 2,000 a 19,999 habitantes"
1385,110204,11,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1386,110503,11,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1387,120213,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1388,120607,12,Selva,"De 2,000 a 19,999 habitantes"
1389,120701,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1390,120411,12,Sierra Centro,"De 500 a 1,999 habitantes"
1391,120607,12,Selva,Área de Empadronamiento Rural (AER) Simple
1392,120608,12,Selva,Área de Empadronamiento Rural (AER) Simple
1393,120604,12,Selva,Área de Empadronamiento Rural (AER) Simple
1394,130203,13,Costa Norte,"De 2,000 a 19,999 habitantes"
1395,130202,13,Costa Norte,"De 2,000 a 19,999 habitantes"
1396,130107,13,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1397,130206,13,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1398,130808,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1399,131001,13,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1400,140312,14,Costa Norte,"De 2,000 a 19,999 habitantes"
1401,140110,14,Costa Norte,"De 2,000 a 19,999 habitantes"
1402,140304,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1403,140107,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1404,150509,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1405,150811,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1406,150906,15,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1407,150606,15,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1408,150607,15,Sierra Centro,"De 500 a 1,999 habitantes"
1409,160305,16,Selva,"De 2,000 a 19,999 habitantes"
1410,160606,16,Selva,"De 2,000 a 19,999 habitantes"
1411,160107,16,Selva,Área de Empadronamiento Rural (AER) Simple
1412,160108,16,Selva,Área de Empadronamiento Rural (AER) Simple
1413,160102,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1414,160105,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1415,170204,17,Selva,Área de Empadronamiento Rural (AER) Compuesto
1416,180203,18,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1417,190106,19,Sierra Centro,"De 500 a 1,999 habitantes"
1418,190307,19,Selva,Área de Empadronamiento Rural (AER) Simple
1419,190307,19,Selva,Área de Empadronamiento Rural (AER) Compuesto
1420,190304,19,Selva,Área de Empadronamiento Rural (AER) Simple
1421,200505,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1422,200304,20,Sierra Norte,"De 2,000 a 19,999 habitantes"
1423,200401,20,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1424,200403,20,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1425,200206,20,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1426,210809,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1427,210401,21,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1428,210105,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1429,211307,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1430,211210,21,Selva,Área de Empadronamiento Rural (AER) Compuesto
1431,220502,22,Selva,"De 2,000 a 19,999 habitantes"
1432,220510,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1433,220202,22,Selva,"De 2,000 a 19,999 habitantes"
1434,220909,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1435,230206,23,Sierra Sur,"De 500 a 1,999 habitantes"
1436,240203,24,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1437,250106,25,Selva,"De 2,000 a 19,999 habitantes"
1438,250107,25,Selva,Área de Empadronamiento Rural (AER) Simple
1439,250401,25,Selva,Área de Empadronamiento Rural (AER) Simple
1440,250106,25,Selva,Área de Empadronamiento Rural (AER) Compuesto
1441,220802,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1442,170201,17,Selva,Área de Empadronamiento Rural (AER) Compuesto
1443,040705,4,Costa Sur,"De 500 a 1,999 habitantes"
1444,160304,16,Selva,Área de Empadronamiento Rural (AER) Simple
1445,010609,1,Selva,Área de Empadronamiento Rural (AER) Simple
1446,150508,15,Costa Centro,"De 2,000 a 19,999 habitantes"
1447,151032,15,Sierra Centro,"De 500 a 1,999 habitantes"
1448,090306,9,Sierra Centro,"De 500 a 1,999 habitantes"
1449,120105,12,Sierra Centro,"De 500 a 1,999 habitantes"
1450,010312,1,Selva,"De 2,000 a 19,999 habitantes"
1451,010306,1,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1452,010515,1,Sierra Norte,"De 500 a 1,999 habitantes"
1453,010506,1,Sierra Norte,"De 500 a 1,999 habitantes"
1454,010114,1,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1455,010703,1,Selva,Área de Empadronamiento Rural (AER) Simple
1456,021805,2,Costa Centro,"De 2,000 a 19,999 habitantes"
1457,022003,2,Sierra Centro,"De 2,000 a 19,999 habitantes"
1458,021001,2,Sierra Centro,"De 2,000 a 19,999 habitantes"
1459,020202,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1460,021906,2,Sierra Centro,"De 500 a 1,999 habitantes"
1461,021205,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1462,021004,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1463,021908,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1464,030204,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1465,030416,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1466,030606,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1467,030206,3,Sierra Sur,"De 500 a 1,999 habitantes"
1468,030202,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1469,030301,3,Sierra Sur,"De 500 a 1,999 habitantes"
1470,030605,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1471,040206,4,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1472,040517,4,Sierra Sur,"De 500 a 1,999 habitantes"
1473,040406,4,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1474,050507,5,Selva,"De 2,000 a 19,999 habitantes"
1475,051005,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1476,050103,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1477,051101,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1478,050606,5,Sierra Centro,"De 500 a 1,999 habitantes"
1479,050301,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1480,050702,5,Sierra Centro,"De 500 a 1,999 habitantes"
1481,060411,6,Sierra Norte,"De 2,000 a 19,999 habitantes"
1482,060418,6,Costa Norte,"De 500 a 1,999 habitantes"
1483,061111,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1484,060402,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1485,060902,6,Selva,Área de Empadronamiento Rural (AER) Simple
1486,060801,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1487,060803,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1488,080701,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1489,080505,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1490,081210,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1491,081002,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1492,081008,8,Sierra Sur,"De 500 a 1,999 habitantes"
1493,080909,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1494,080901,8,Selva,Área de Empadronamiento Rural (AER) Compuesto
1495,090117,9,Sierra Centro,"De 2,000 a 19,999 habitantes"
1496,090701,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1497,090613,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1498,090202,9,Sierra Centro,"De 500 a 1,999 habitantes"
1499,090714,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1500,090717,9,Sierra Centro,"De 500 a 1,999 habitantes"
1501,090604,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1502,100803,10,Sierra Centro,"De 2,000 a 19,999 habitantes"
1503,100207,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1504,100404,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1505,101107,10,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1506,100208,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1507,101106,10,Sierra Centro,"De 500 a 1,999 habitantes"
1508,100801,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1509,110105,11,Costa Centro,"De 2,000 a 19,999 habitantes"
1510,110102,11,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1511,110106,11,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1512,120428,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1513,120805,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1514,120708,12,Sierra Centro,"De 2,000 a 19,999 habitantes"
1515,120210,12,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1516,120208,12,Sierra Centro,"De 500 a 1,999 habitantes"
1517,120204,12,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1518,120602,12,Selva,Área de Empadronamiento Rural (AER) Compuesto
1519,130701,13,Costa Norte,"De 2,000 a 19,999 habitantes"
1520,130303,13,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1521,131007,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1522,130904,13,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1523,140116,14,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1524,140203,14,Sierra Norte,"De 500 a 1,999 habitantes"
1525,150701,15,Sierra Centro,"De 2,000 a 19,999 habitantes"
1526,150810,15,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1527,150602,15,Sierra Centro,"De 500 a 1,999 habitantes"
1528,151020,15,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1529,160601,16,Selva,"De 2,000 a 19,999 habitantes"
1530,160201,16,Selva,Área de Empadronamiento Rural (AER) Simple
1531,160201,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1532,160605,16,Selva,Área de Empadronamiento Rural (AER) Compuesto
1533,160706,16,Selva,Área de Empadronamiento Rural (AER) Simple
1534,180202,18,Sierra Sur,"De 500 a 1,999 habitantes"
1535,190208,19,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1536,190308,19,Selva,Área de Empadronamiento Rural (AER) Simple
1537,190305,19,Selva,Área de Empadronamiento Rural (AER) Simple
1538,200608,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1539,200108,20,Costa Norte,"De 2,000 a 19,999 habitantes"
1540,200208,20,Costa Norte,"De 500 a 1,999 habitantes"
1541,200114,20,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1542,200403,20,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1543,210306,21,Sierra Sur,"De 2,000 a 19,999 habitantes"
1544,210201,21,Sierra Sur,"De 20,000 a 49,999 habitantes"
1545,211104,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1546,210112,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1547,211203,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1548,210702,21,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1549,210405,21,Sierra Sur,"De 500 a 1,999 habitantes"
1550,220506,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1551,220405,22,Selva,"De 500 a 1,999 habitantes"
1552,221005,22,Selva,"De 2,000 a 19,999 habitantes"
1553,220913,22,Selva,"De 2,000 a 19,999 habitantes"
1554,220708,22,Selva,"De 2,000 a 19,999 habitantes"
1555,220710,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1556,221001,22,Selva,Área de Empadronamiento Rural (AER) Simple
1557,220707,22,Selva,Área de Empadronamiento Rural (AER) Compuesto
1558,230301,23,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1559,230303,23,Costa Sur,"De 500 a 1,999 habitantes"
1560,230108,23,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1561,240201,24,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1562,250203,25,Selva,Área de Empadronamiento Rural (AER) Simple
1563,250203,25,Selva,Área de Empadronamiento Rural (AER) Compuesto
1564,050304,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1565,170202,17,Selva,Área de Empadronamiento Rural (AER) Simple
1566,150129,15,Lima Metropolitana,"De 500,000 a más habitantes"
1567,010203,1,Selva,"De 2,000 a 19,999 habitantes"
1568,010202,1,Selva,"De 2,000 a 19,999 habitantes"
1569,010608,1,Selva,Área de Empadronamiento Rural (AER) Simple
1570,010705,1,Selva,"De 500 a 1,999 habitantes"
1571,010705,1,Selva,Área de Empadronamiento Rural (AER) Simple
1572,010702,1,Selva,Área de Empadronamiento Rural (AER) Simple
1573,021806,2,Costa Centro,"De 2,000 a 19,999 habitantes"
1574,021103,2,Costa Centro,"De 500 a 1,999 habitantes"
1575,020701,2,Sierra Centro,"De 2,000 a 19,999 habitantes"
1576,021008,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1577,020105,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1578,021007,2,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1579,022001,2,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1580,021005,2,Sierra Centro,"De 500 a 1,999 habitantes"
1581,030204,3,Sierra Sur,"De 2,000 a 19,999 habitantes"
1582,030604,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1583,030306,3,Sierra Sur,"De 500 a 1,999 habitantes"
1584,030707,3,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1585,030503,3,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1586,040706,4,Costa Sur,"De 2,000 a 19,999 habitantes"
1587,040309,4,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1588,040312,4,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1589,040106,4,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1590,040802,4,Sierra Sur,"De 500 a 1,999 habitantes"
1591,050509,5,Selva,"De 2,000 a 19,999 habitantes"
1592,050407,5,Selva,"De 2,000 a 19,999 habitantes"
1593,051106,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1594,051004,5,Sierra Centro,"De 500 a 1,999 habitantes"
1595,050205,5,Sierra Centro,"De 500 a 1,999 habitantes"
1596,050202,5,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1597,050103,5,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1598,060904,6,Selva,"De 2,000 a 19,999 habitantes"
1599,060308,6,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1600,060203,6,Sierra Norte,"De 500 a 1,999 habitantes"
1601,060102,6,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1602,060303,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1603,060812,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1604,060907,6,Selva,Área de Empadronamiento Rural (AER) Compuesto
1605,060606,6,Selva,Área de Empadronamiento Rural (AER) Simple
1606,081101,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
1607,080805,8,Sierra Sur,"De 2,000 a 19,999 habitantes"
1608,080408,8,Selva,"De 2,000 a 19,999 habitantes"
1609,080307,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1610,080705,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1611,081305,8,Sierra Sur,"De 500 a 1,999 habitantes"
1612,081301,8,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1613,080403,8,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1614,080908,8,Selva,Área de Empadronamiento Rural (AER) Compuesto
1615,090717,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1616,090509,9,Sierra Centro,"De 500 a 1,999 habitantes"
1617,090112,9,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1618,090715,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1619,090613,9,Sierra Centro,"De 500 a 1,999 habitantes"
1620,090118,9,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1621,100311,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1622,100205,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1623,100323,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1624,100323,10,Sierra Centro,"De 500 a 1,999 habitantes"
1625,100113,10,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1626,100311,10,Sierra Centro,"De 500 a 1,999 habitantes"
1627,100604,10,Selva,Área de Empadronamiento Rural (AER) Compuesto
