ID_HOGAR,ID_GEOGRAFIA,MES_NUM,ID_POBREZA,MIEPERHO,FACTOR07,INGHOG2D,GASHOG2D,BRECHA_HOG,ING_PERCAPITA,GAS_PERCAPITA,BRECHA_PERCAPITA,LOG_INGHOG2D,LOG_GASHOG2D,LOG_BRECHA_PERCAP,GRU11HD,GRU21HD,GRU31HD,GRU41HD,GRU51HD,GRU61HD,GRU71HD,GRU81HD,GRU11HD_PCT,GRU21HD_PCT,GRU31HD_PCT,GRU41HD_PCT,GRU51HD_PCT,GRU61HD_PCT,GRU71HD_PCT,GRU81HD_PCT
11876,925,5,2,3,162.220153808594,28903.962890625,20323.267578125,8580.6953125,9634.654296875,6774.422526041667,2860.231770833333,10.271768585676451,9.919570898250113,7.959007500196532,7851.9326171875,572.208923339844,868.0,2741.56176757813,636.0,1909.79565429688,350.162902832031,661.876953125,0.3864,0.0282,0.0427,0.1349,0.0313,0.094,0.0172,0.0326
11877,925,5,6,2,162.220153808594,7833.908203125,8275.33984375,-441.431640625,3916.9541015625,4137.669921875,-220.7158203125,8.966344438464306,9.02115610179107,0.0,3389.947265625,3.20565223693848,302.0,234.418991088867,239.0,60.0,0.0,136.85969543457,0.4096,0.0004,0.0365,0.0283,0.0289,0.0073,0.0,0.0165
11878,925,5,4,2,162.220153808594,13725.4140625,14826.822265625,-1101.408203125,6862.70703125,7413.4111328125,-550.7041015625,9.527077289303838,9.60426057779637,0.0,8150.93408203125,8.01413059234619,808.0,534.766540527344,1523.0,1140.63500976563,43.0358619689941,334.1357421875,0.5497,0.0005,0.0545,0.0361,0.1027,0.0769,0.0029,0.0225
11879,925,5,6,3,162.220153808594,9670.166015625,12581.0654296875,-2910.8994140625,3223.388671875,4193.6884765625,-970.2998046875,9.176904161904542,9.44002770037774,0.0,5473.4228515625,599.621704101563,844.0,288.671234130859,60.0,301.969024658203,389.0,243.475128173828,0.4351,0.0477,0.0671,0.0229,0.0048,0.024,0.0309,0.0194
11880,925,5,8,4,162.220153808594,9097.306640625,10550.7744140625,-1453.4677734375,2274.32666015625,2637.693603515625,-363.366943359375,9.115843591741466,9.264049315668109,0.0,5557.310546875,813.60986328125,410.0,323.603912353516,0.0,109.0,719.0,80.1681900024414,0.5267,0.0771,0.0389,0.0307,0.0,0.0103,0.0681,0.0076
11881,926,5,4,2,104.173187255859,7710.08837890625,14563.498046875,-6853.40966796875,3855.044189453125,7281.7490234375,-3426.704833984375,8.950414621173874,9.586342205831942,0.0,5086.990234375,57.7017364501953,965.0,621.124938964844,0.0,1238.88146972656,35.8632202148438,444.4462890625,0.3493,0.004,0.0663,0.0426,0.0,0.0851,0.0025,0.0305
11882,926,5,4,1,104.173187255859,3939.04296875,7001.2900390625,-3062.2470703125,3939.04296875,7001.2900390625,-3062.2470703125,8.278946908006624,8.853992522973568,0.0,3078.3232421875,81.7441253662109,326.0,427.277557373047,292.0,0.0,0.0,162.289916992188,0.4397,0.0117,0.0466,0.061,0.0417,0.0,0.0,0.0232
11883,926,5,6,4,104.173187255859,5968.04052734375,13664.791015625,-7696.75048828125,1492.0101318359375,3416.19775390625,-1924.1876220703125,8.694341477782684,9.522650982938195,0.0,9119.609375,196.0,2147.0,489.476715087891,62.0,399.0,208.299697875977,199.365280151367,0.6674,0.0143,0.1571,0.0358,0.0045,0.0292,0.0152,0.0146
11884,926,5,6,4,104.173187255859,10293.4873046875,10384.650390625,-91.1630859375,2573.371826171875,2596.16259765625,-22.790771484375,9.239363817802914,9.24818036223795,0.0,5933.59033203125,148.0,580.0,402.156127929688,276.0,437.502655029297,316.0,425.343078613281,0.5714,0.0143,0.0559,0.0387,0.0266,0.0421,0.0304,0.041
11885,926,5,5,1,104.173187255859,4967.93505859375,4005.7841796875,962.15087890625,4967.93505859375,4005.7841796875,962.15087890625,8.510960822205938,8.295744248363912,6.870210075440845,1286.36462402344,21.2374458312988,507.0,269.40576171875,389.0,29.0362854003906,0.0,0.711923599243164,0.3211,0.0053,0.1266,0.0673,0.0971,0.0072,0.0,0.0002
11886,926,5,2,3,104.173187255859,22696.435546875,13218.6923828125,9477.7431640625,7565.478515625,4406.230794270833,3159.2477213541665,10.030007225584429,9.489462844058735,8.058405696341998,6404.48193359375,1161.24743652344,748.0,50.4894981384277,111.0,1062.07250976563,33.4723358154297,103.70841217041,0.4845,0.0878,0.0566,0.0038,0.0084,0.0803,0.0025,0.0078
11887,926,5,6,2,104.173187255859,4172.833984375,5381.7861328125,-1208.9521484375,2086.4169921875,2690.89306640625,-604.47607421875,8.336590313097947,8.590961387660698,0.0,2326.50390625,0.0,253.0,24.0429744720459,0.0,308.11669921875,0.0,33.7021598815918,0.4323,0.0,0.047,0.0045,0.0,0.0573,0.0,0.0063
11888,926,5,2,3,104.173187255859,27697.3125,23679.005859375,4018.306640625,9232.4375,7893.001953125,1339.435546875,10.22912676974208,10.072386336437734,7.200749875113875,9589.0927734375,1312.81652832031,916.0,1870.95520019531,479.0,1876.92565917969,1074.01306152344,405.349853515625,0.405,0.0554,0.0387,0.079,0.0202,0.0793,0.0454,0.0171
11889,927,5,5,4,334.858489990234,21361.822265625,13575.4013671875,7786.4208984375,5340.45556640625,3393.850341796875,1946.605224609375,9.96940741288642,9.516088370942828,7.574355806893454,728.56396484375,617.0,277.0,1160.56591796875,0.0,202.86018371582,185.0,37.7023735046387,0.0537,0.0454,0.0204,0.0855,0.0,0.0149,0.0136,0.0028
11890,927,5,2,3,334.858489990234,21809.775390625,20295.490234375,1514.28515625,7269.925130208333,6765.163411458333,504.76171875,9.99015941063272,9.918203255223466,6.22606564681253,1726.3349609375,20.0353260040283,459.708312988281,706.259704589844,20.0,3056.06909179688,46.9362945556641,457.502655029297,0.0851,0.001,0.0227,0.0348,0.001,0.1506,0.0023,0.0225
11891,927,5,7,6,334.858489990234,14571.6123046875,8407.7255859375,6163.88671875,2428.60205078125,1401.28759765625,1027.314453125,9.586899176507782,9.037025205923976,6.935676287494728,2446.5517578125,307.0,323.0,478.434204101563,314.0,108.0,460.2177734375,362.176208496094,0.291,0.0365,0.0384,0.0569,0.0373,0.0128,0.0547,0.0431
11892,927,5,7,3,334.858489990234,15946.970703125,6455.11962890625,9491.85107421875,5315.656901041667,2151.70654296875,3163.9503580729165,9.67708687147454,8.772783739658259,8.059892649802164,1869.39233398438,1.20211958885193,0.0,409.221649169922,0.0,192.365371704102,0.0,50.9110336303711,0.2896,0.0002,0.0,0.0634,0.0,0.0298,0.0,0.0079
11893,927,5,7,4,334.858489990234,26777.01171875,6645.9951171875,20131.0166015625,6694.2529296875,1661.498779296875,5032.754150390625,10.195336371483265,8.8019201694524,8.523921336677988,1347.81774902344,44.0,120.0,270.483459472656,261.0,339.0,164.528762817383,117.408782958984,0.2028,0.0066,0.0181,0.0407,0.0393,0.051,0.0248,0.0177
11894,927,5,1,2,334.858489990234,38592.4375,16479.060546875,22113.376953125,19296.21875,8239.5302734375,11056.6884765625,10.560837528045711,9.709906477417576,9.310881254730608,1507.63208007813,510.500091552734,470.0,1128.93957519531,1714.0,363.0,49.3463859558105,2638.86450195313,0.0915,0.031,0.0285,0.0685,0.104,0.022,0.003,0.1601
11895,927,5,5,4,334.858489990234,15994.7255859375,14817.3681640625,1177.357421875,3998.681396484375,3704.342041015625,294.33935546875,9.68007681465186,9.603622782400338,5.688125052706787,4881.79150390625,998.996154785156,564.981994628906,1769.37475585938,18.0,283.919799804688,474.0,420.70703125,0.3295,0.0674,0.0381,0.1194,0.0012,0.0192,0.032,0.0284
11896,927,5,7,4,334.858489990234,7935.3125,6562.57177734375,1372.74072265625,1983.828125,1640.6429443359375,343.1851806640625,8.979204025709596,8.789290212017253,5.841179828417283,1849.69775390625,0.0,253.0,452.007904052734,609.0,272.215148925781,0.0,140.232879638672,0.2819,0.0,0.0386,0.0689,0.0928,0.0415,0.0,0.0214
11897,928,5,7,2,334.858489990234,8226.7490234375,3944.2939453125,4282.455078125,4113.37451171875,1972.14697265625,2141.2275390625,9.015267747565469,8.280278741356524,7.669601472752753,800.257385253906,0.0,374.0,58.0542221069336,91.0,0.0,0.0,0.0,0.2029,0.0,0.0948,0.0147,0.0231,0.0,0.0,0.0
11898,928,5,4,7,334.858489990234,35404.12890625,37698.8203125,-2294.69140625,5057.732700892857,5385.545758928572,-327.8130580357143,10.474611972984484,10.537410607178058,0.0,13995.529296875,951.361633300781,530.0,703.256958007813,9856.0,469.435394287109,0.0,344.679107666016,0.3712,0.0252,0.0141,0.0187,0.2614,0.0125,0.0,0.0091
11899,928,5,2,2,334.858489990234,9440.1279296875,8306.70703125,1133.4208984375,4720.06396484375,4153.353515625,566.71044921875,9.152830736078958,9.024938920923342,6.341611516240774,2445.404296875,0.0,604.0,232.467254638672,169.0,278.476776123047,40.6449813842773,48.5808563232422,0.2944,0.0,0.0727,0.028,0.0203,0.0335,0.0049,0.0058
11900,928,5,4,2,334.858489990234,2656.31298828125,10638.08203125,-7981.76904296875,1328.156494140625,5319.041015625,-3990.884521484375,7.885070736444066,9.272289483915252,0.0,4259.8076171875,0.0,965.0,714.805114746094,1637.0,121.0,20.8930931091309,100.737831115723,0.4004,0.0,0.0907,0.0672,0.1539,0.0114,0.002,0.0095
11901,928,5,2,6,334.858489990234,69181.7734375,35860.45703125,33321.31640625,11530.295572916666,5976.742838541667,5553.552734375,11.144507171850911,10.487418377433814,8.622373182968067,8604.7138671875,4091.623046875,1397.34057617188,2625.4365234375,1720.0,2318.4150390625,592.139404296875,2577.76049804688,0.2399,0.1141,0.039,0.0732,0.048,0.0647,0.0165,0.0719
11902,928,5,5,4,334.858489990234,14898.54296875,13857.12109375,1041.421875,3724.6357421875,3464.2802734375,260.35546875,9.609085818224862,9.536626700332867,5.565881429944789,2586.67993164063,680.80419921875,121.0,740.523559570313,98.0,463.712524414063,323.0,230.037521362305,0.1867,0.0491,0.0087,0.0534,0.0071,0.0335,0.0233,0.0166
11903,928,5,8,5,334.858489990234,11213.3173828125,13004.7880859375,-1791.470703125,2242.6634765625,2600.9576171875,-358.294140625,9.324946578656265,9.47314977473473,0.0,4430.29833984375,160.0,610.053466796875,1035.11511230469,85.0,1201.68701171875,535.947021484375,494.480529785156,0.3407,0.0123,0.0469,0.0796,0.0065,0.0924,0.0412,0.038
11904,928,5,2,6,334.858489990234,65733.9375,29415.958984375,36317.978515625,10955.65625,4902.659830729167,6052.996419270833,11.093385836343002,10.289326623223952,8.70847389811648,1379.85546875,1538.31225585938,109.0,888.121215820313,997.0,1764.94616699219,1108.42492675781,3673.86889648438,0.0469,0.0523,0.0037,0.0302,0.0339,0.06,0.0377,0.1249
11905,929,5,6,5,334.858489990234,8779.177734375,17503.634765625,-8724.45703125,1755.835546875,3500.726953125,-1744.89140625,9.080251929519376,9.770220968596693,0.0,3306.4892578125,1516.65368652344,121.0,698.676452636719,756.0,1242.09619140625,82.0,560.054382324219,0.1889,0.0866,0.0069,0.0399,0.0432,0.071,0.0047,0.032
11906,929,5,6,7,334.858489990234,18543.953125,21728.919921875,-3184.966796875,2649.136160714286,3104.131417410714,-454.99525669642856,9.827952962285016,9.986445388102176,0.0,5749.55029296875,1178.44750976563,121.0,1296.82507324219,437.0,724.971557617188,181.0,865.225646972656,0.2646,0.0542,0.0056,0.0597,0.0201,0.0334,0.0083,0.0398
11907,929,5,2,1,334.858489990234,7353.873046875,6140.16015625,1213.712890625,7353.873046875,6140.16015625,1213.712890625,8.90311837209459,8.722768953821602,7.102263023838111,1318.97045898438,0.0,133.0,315.125915527344,870.0,0.0,0.0,204.162292480469,0.2148,0.0,0.0217,0.0513,0.1417,0.0,0.0,0.0333
11908,929,5,4,2,334.858489990234,8890.4619140625,11445.96484375,-2555.5029296875,4445.23095703125,5722.982421875,-1277.75146484375,9.092846759764823,9.345479894694227,0.0,1390.53869628906,1152.43188476563,640.0,664.407348632813,189.0,2533.28076171875,0.0,265.341552734375,0.1215,0.1007,0.0559,0.058,0.0165,0.2213,0.0,0.0232
11909,929,5,5,4,334.858489990234,27084.990234375,13576.3466796875,13508.6435546875,6771.24755859375,3394.086669921875,3377.160888671875,10.206771907673827,9.516157997610849,8.125086724614803,877.128845214844,486.450622558594,230.0,1140.87463378906,0.0,157.0,36.0,205.035278320313,0.0646,0.0358,0.0169,0.084,0.0,0.0116,0.0027,0.0151
11910,929,5,3,2,334.858489990234,10360.2138671875,18185.439453125,-7825.2255859375,5180.10693359375,9092.7197265625,-3912.61279296875,9.245824677597206,9.808431510357975,0.0,2608.9609375,1358.39501953125,410.0,571.705627441406,2212.0,1433.712890625,0.0,271.591827392578,0.1435,0.0747,0.0225,0.0314,0.1216,0.0788,0.0,0.0149
11911,929,5,2,2,334.858489990234,9444.0,8316.1865234375,1127.8134765625,4722.0,4158.09326171875,563.90673828125,9.15324077993561,9.02607931838618,6.336660652532778,1483.86242675781,80.1413040161133,230.0,464.771484375,239.0,60.0,0.0,164.077484130859,0.1784,0.0096,0.0277,0.0559,0.0287,0.0072,0.0,0.0197
11912,929,5,4,4,334.858489990234,12671.986328125,16264.32421875,-3592.337890625,3167.99658203125,4066.0810546875,-898.08447265625,9.44722794626234,9.696790772231685,0.0,2187.81860351563,2058.53271484375,0.0,864.610107421875,160.0,242.0,93.0,409.786651611328,0.1345,0.1266,0.0,0.0532,0.0098,0.0149,0.0057,0.0252
11913,930,5,7,4,334.858489990234,13271.0048828125,9835.7958984375,3435.208984375,3317.751220703125,2458.948974609375,858.80224609375,9.493412199773504,9.19388531694308,6.7567024164032095,5744.61328125,568.492553710938,48.0,651.064575195313,76.0,238.453430175781,887.0,412.079254150391,0.5841,0.0578,0.0049,0.0662,0.0077,0.0242,0.0902,0.0419
11914,930,5,8,5,334.858489990234,7369.634765625,8284.5,-914.865234375,1473.926953125,1656.9,-182.973046875,8.905259109781879,9.02226227806985,0.0,4506.0009765625,302.083251953125,121.0,263.434265136719,0.0,623.901733398438,263.0,358.328552246094,0.5439,0.0365,0.0146,0.0318,0.0,0.0753,0.0317,0.0433
11915,930,5,7,1,334.858489990234,2622.13549804688,1571.96276855469,1050.17272949219,2622.13549804688,1571.96276855469,1050.17272949219,7.872125636194454,7.360716233709305,6.957661705129941,570.920166015625,0.0,109.0,376.910949707031,0.0,104.046684265137,38.2541007995605,33.5792770385742,0.3632,0.0,0.0693,0.2398,0.0,0.0662,0.0243,0.0214
11916,930,5,7,3,334.858489990234,5962.0,4145.3447265625,1816.6552734375,1987.3333333333333,1381.7815755208333,605.5517578125,8.693328989123106,8.329982436322267,6.407790063263178,2062.55859375,247.0,567.0,40.8730583190918,58.0,48.0,233.0,34.7785377502441,0.4976,0.0596,0.1368,0.0099,0.014,0.0116,0.0562,0.0084
11917,930,5,7,2,334.858489990234,7631.38232421875,5196.4169921875,2434.96533203125,3815.691162109375,2598.20849609375,1217.482666015625,8.94015530676581,8.555917048885538,7.105361647289578,233.228332519531,0.0,362.0,256.057678222656,0.0,187.132186889648,37.0586585998535,0.0,0.0449,0.0,0.0697,0.0493,0.0,0.036,0.0071,0.0
11918,930,5,7,2,334.858489990234,4970.08203125,3853.04028320313,1117.04174804687,2485.041015625,1926.520141601565,558.520874023435,8.511392807919893,8.256877301229787,6.327080835408919,3216.7763671875,0.0,60.0,51.1450119018555,0.0,112.121795654297,0.0,137.914886474609,0.8349,0.0,0.0156,0.0133,0.0,0.0291,0.0,0.0358
11919,930,5,8,3,334.858489990234,4540.3984375,6000.6806640625,-1460.2822265625,1513.4661458333333,2000.2268880208333,-486.7607421875,8.420990269486218,8.699794819663603,0.0,2530.2314453125,0.0,398.0,221.195358276367,460.0,109.0,132.0,202.674926757813,0.4217,0.0,0.0663,0.0369,0.0767,0.0182,0.022,0.0338
11920,930,5,5,3,334.858489990234,15710.7666015625,9962.4208984375,5748.345703125,5236.922200520833,3320.806966145833,1916.115234375,9.662165175695376,9.206675755307034,7.558576853067379,4719.1669921875,476.944732666016,434.0,484.435485839844,1667.0,251.875671386719,508.0,374.601257324219,0.4737,0.0479,0.0436,0.0486,0.1673,0.0253,0.051,0.0376
11921,931,5,2,1,334.858489990234,7933.11865234375,6910.37939453125,1022.7392578125,7933.11865234375,6910.37939453125,1022.7392578125,8.97892755588352,8.840924519782002,6.931217142132985,1664.96105957031,81.3434219360352,72.0,27.4457225799561,50.0,0.0,0.0,14.4418792724609,0.2409,0.0118,0.0104,0.004,0.0072,0.0,0.0,0.0021
11922,931,5,3,2,334.858489990234,10355.8759765625,16966.498046875,-6610.6220703125,5177.93798828125,8483.2490234375,-3305.31103515625,9.245405923675284,9.739054913468138,0.0,7755.4501953125,829.061767578125,1062.0,587.910705566406,2621.0,1134.66882324219,0.0,159.272583007813,0.4571,0.0489,0.0626,0.0347,0.1545,0.0669,0.0,0.0094
11923,931,5,4,1,334.858489990234,3454.26416015625,7111.07080078125,-3656.806640625,3454.26416015625,7111.07080078125,-3656.806640625,8.14765419063253,8.869548732259663,0.0,3482.13623046875,100.176628112793,60.0,458.796356201172,1913.0,170.095916748047,0.0,65.0481643676758,0.4897,0.0141,0.0084,0.0645,0.269,0.0239,0.0,0.0091
11924,931,5,6,1,334.858489990234,2449.20092773438,2766.99072265625,-317.78979492187,2449.20092773438,2766.99072265625,-317.78979492187,7.803925311496183,7.925876965090415,0.0,1919.48962402344,76.1342391967773,36.0,32.4580154418945,0.0,48.0,28.6905765533447,7.01753234863281,0.6937,0.0275,0.013,0.0117,0.0,0.0173,0.0104,0.0025
11925,931,5,4,2,334.858489990234,6340.74560546875,9921.4619140625,-3580.71630859375,3170.372802734375,4960.73095703125,-1790.358154296875,8.75490934162721,9.20255634630896,0.0,4240.28466796875,102.180160522461,507.0,296.09521484375,154.0,315.981994628906,0.0,95.940788269043,0.4274,0.0103,0.0511,0.0298,0.0155,0.0318,0.0,0.0097
11926,931,5,5,6,334.858489990234,25525.3125,17529.837890625,7995.474609375,4254.21875,2921.6396484375,1332.5791015625,10.147465061887193,9.771716774298683,7.195621660619811,4138.5556640625,736.818054199219,84.0,1493.95007324219,218.0,537.103759765625,217.0,164.730255126953,0.2361,0.042,0.0048,0.0852,0.0124,0.0306,0.0124,0.0094
11927,931,5,4,2,334.858489990234,6530.341796875,8749.2431640625,-2218.9013671875,3265.1708984375,4374.62158203125,-1109.45068359375,8.784367683072373,9.076836769144093,0.0,2964.52368164063,100.176628112793,567.0,336.679382324219,579.0,810.824096679688,0.0,0.61022025346756,0.3388,0.0114,0.0648,0.0385,0.0662,0.0927,0.0,0.0001
11928,931,5,6,1,334.858489990234,2037.4873046875,2981.72265625,-944.2353515625,2037.4873046875,2981.72265625,-944.2353515625,7.61996329446827,8.000591805418608,0.0,1987.06237792969,70.5243530273438,36.0,222.740432739258,0.0,70.1710205078125,27.4951343536377,83.9312133789063,0.6664,0.0237,0.0121,0.0747,0.0,0.0235,0.0092,0.0281
11929,70,5,1,3,334.858489990234,67501.7578125,22393.265625,45108.4921875,22500.5859375,7464.421875,15036.1640625,11.1199237325075,10.016560206185895,9.61828002005002,1402.24609375,2605.52685546875,494.0,268.998352050781,1027.90002441406,3260.24169921875,2128.99194335938,2731.44873046875,0.0626,0.1164,0.0221,0.012,0.0459,0.1456,0.0951,0.122
11930,70,5,1,4,334.858489990234,54866.61328125,33519.25390625,21347.359375,13716.6533203125,8379.8134765625,5336.83984375,10.91267853140786,10.419905129336126,8.582576326470157,8903.068359375,1581.90759277344,783.757141113281,1373.40844726563,702.0,4273.3896484375,3044.67114257813,1711.99645996094,0.2656,0.0472,0.0234,0.041,0.0209,0.1275,0.0908,0.0511
11931,70,5,7,4,334.858489990234,26390.41015625,8393.8447265625,17996.5654296875,6597.6025390625,2098.461181640625,4499.141357421875,10.180793863319852,9.035373073398064,8.411864088025457,2139.6630859375,344.0,507.0,163.492218017578,0.0,690.0,566.0,130.579467773438,0.2549,0.041,0.0604,0.0195,0.0,0.0822,0.0674,0.0156
11932,70,5,7,7,334.858489990234,29382.060546875,12638.017578125,16744.04296875,4197.437220982143,1805.4310825892856,2392.0061383928573,10.288173615400972,9.444543941430636,7.780305653050448,5527.1513671875,48.0,736.0,140.651397705078,400.0,1486.55236816406,555.0,626.424682617188,0.4373,0.0038,0.0582,0.0111,0.0317,0.1176,0.0439,0.0496
11933,70,5,4,4,334.858489990234,23129.064453125,30691.88671875,-7562.822265625,5782.26611328125,7672.9716796875,-1890.70556640625,10.048888541781263,10.331786203755694,0.0,8141.24462890625,573.010314941406,1002.0,1370.90490722656,2791.0,60.0,283.347290039063,702.690002441406,0.2653,0.0187,0.0326,0.0447,0.0909,0.002,0.0092,0.0229
11934,70,5,2,6,334.858489990234,30128.31640625,29029.345703125,1098.970703125,5021.386067708333,4838.224283854167,183.16178385416663,10.31325394372392,10.276096965426069,5.215814631363273,10435.6162109375,2611.4755859375,567.0,1011.52624511719,180.0,2318.07885742188,1825.29052734375,415.910003662109,0.3595,0.09,0.0195,0.0348,0.0062,0.0799,0.0629,0.0143
11935,70,5,7,5,334.858489990234,21585.3125,9392.4912109375,12192.8212890625,4317.0625,1878.4982421875,2438.5642578125,9.97981471225632,9.147772304053271,7.799574719475699,2395.26782226563,470.712341308594,928.0,532.715576171875,89.0,1834.2392578125,686.977172851563,73.2395782470703,0.255,0.0501,0.0988,0.0567,0.0095,0.1953,0.0731,0.0078
11936,932,5,6,1,334.858489990234,1558.62365722656,2713.845703125,-1155.22204589844,1558.62365722656,2713.845703125,-1155.22204589844,7.352199825771648,7.906490399491568,0.0,1236.55578613281,0.0,48.0,94.9697494506836,11.0,154.466369628906,0.0,31.2442989349365,0.4556,0.0,0.0177,0.035,0.0041,0.0569,0.0,0.0115
11937,932,5,7,2,334.858489990234,4975.1533203125,4452.11328125,523.0400390625,2487.57666015625,2226.056640625,261.52001953125,8.512412445904245,8.401358744308705,5.570327344004613,2215.74633789063,0.0,169.0,264.698638916016,23.0,181.082962036133,32.2768974304199,124.972991943359,0.4977,0.0,0.038,0.0595,0.0052,0.0407,0.0072,0.0281
11938,932,5,7,2,334.858489990234,7571.74755859375,4883.462890625,2688.28466796875,3785.873779296875,2441.7314453125,1344.142333984375,8.932311234158872,8.49381460768979,7.204255110960618,1361.974609375,0.0,84.0,327.216247558594,8.0,401.782531738281,0.0,278.740997314453,0.2789,0.0,0.0172,0.067,0.0016,0.0823,0.0,0.0571
11939,932,5,6,3,334.858489990234,6214.611328125,11376.3291015625,-5161.7177734375,2071.537109375,3792.1097005208335,-1720.5725911458333,8.73481936244213,9.339377979040783,0.0,2969.06372070313,791.886657714844,109.0,486.420593261719,141.0,771.860168457031,386.0,341.106719970703,0.261,0.0696,0.0096,0.0428,0.0124,0.0678,0.0339,0.03
11940,932,5,4,1,334.858489990234,3928.2607421875,5088.91552734375,-1160.65478515625,3928.2607421875,5088.91552734375,-1160.65478515625,8.276206580855483,8.535016513600128,0.0,1732.06335449219,513.305053710938,60.0,245.073150634766,73.0,164.538940429688,0.0,204.975936889648,0.3404,0.1009,0.0118,0.0482,0.0143,0.0323,0.0,0.0403
11941,932,5,4,3,334.858489990234,11589.97265625,16917.375,-5327.40234375,3863.32421875,5639.125,-1775.80078125,9.357981854835838,9.736155588358937,0.0,5892.29345703125,2017.19995117188,60.0,409.837127685547,21.0,117.35498046875,538.0,425.190582275391,0.3483,0.1192,0.0035,0.0242,0.0012,0.0069,0.0318,0.0251
11942,776,5,2,4,264.215789794922,27062.701171875,20729.486328125,6333.21484375,6765.67529296875,5182.37158203125,1583.3037109375,10.20594866886378,9.939360665266795,7.367900290698206,4002.32836914063,1795.87060546875,1255.0,428.332946777344,0.0,215.367919921875,681.0,465.80419921875,0.1931,0.0866,0.0605,0.0207,0.0,0.0104,0.0329,0.0225
11943,776,5,1,1,264.215789794922,14541.52734375,13050.9365234375,1490.5908203125,14541.52734375,13050.9365234375,1490.5908203125,9.58483255604789,9.47669179434232,7.3075984940302305,3314.91528320313,0.0,169.0,815.056823730469,48.0,315.0,0.0,1844.46166992188,0.254,0.0,0.0129,0.0625,0.0037,0.0241,0.0,0.1413
11944,776,5,8,5,264.215789794922,9639.1064453125,9873.6552734375,-234.548828125,1927.8212890625,1974.7310546875,-46.909765625,9.173687429588494,9.197726680141,0.0,533.186950683594,624.545532226563,917.0,238.025451660156,125.0,370.440490722656,642.561096191406,119.925987243652,0.054,0.0633,0.0929,0.0241,0.0127,0.0375,0.0651,0.0121
11945,776,5,8,5,264.215789794922,7525.7880859375,9873.5361328125,-2347.748046875,1505.1576171875,1974.7072265625,-469.549609375,8.926223680783748,9.19771461477361,0.0,2260.40844726563,152.0,797.0,157.237030029297,233.0,833.220458984375,782.0,187.88117980957,0.2289,0.0154,0.0807,0.0159,0.0236,0.0844,0.0792,0.019
11946,776,5,1,2,264.215789794922,27802.154296875,22433.85546875,5368.298828125,13901.0771484375,11216.927734375,2684.1494140625,10.232904757158552,10.01837107616736,7.89549165309022,4347.11083984375,0.0,2634.17553710938,1199.59912109375,1438.0,2147.80151367188,66.5521469116211,228.47380065918,0.1938,0.0,0.1174,0.0535,0.0641,0.0957,0.003,0.0102
11947,776,5,1,3,264.215789794922,40912.75390625,30459.318359375,10453.435546875,13637.584635416666,10153.106119791666,3484.478515625,10.619221566827406,10.324180078114004,8.15636062097832,7082.833984375,568.0458984375,892.0,278.898498535156,2210.0,6898.9931640625,159.0,186.168670654297,0.2325,0.0186,0.0293,0.0092,0.0726,0.2265,0.0052,0.0061
11948,776,5,4,3,264.215789794922,16985.578125,21656.67578125,-4671.09765625,5661.859375,7218.891927083333,-1557.0325520833333,9.740178789142844,9.983115210145996,0.0,4603.64892578125,1546.32641601563,983.474731445313,655.180541992188,456.0,592.44580078125,292.882934570313,305.963012695313,0.2126,0.0714,0.0454,0.0303,0.0211,0.0274,0.0135,0.0141
11949,776,5,1,2,264.215789794922,44022.15625,20764.287109375,23257.869140625,22011.078125,10382.1435546875,11628.9345703125,10.692471052873575,9.94103798257052,9.361337619556428,8798.359375,0.0,639.0,343.454528808594,70.0,935.650573730469,38.0152359008789,88.745231628418,0.4237,0.0,0.0308,0.0165,0.0034,0.0451,0.0018,0.0043
11950,933,5,5,3,264.215789794922,19787.416015625,10194.646484375,9592.76953125,6595.805338541667,3398.2154947916665,3197.58984375,9.892851995758353,9.229716092903452,8.070465317834447,1434.79467773438,0.0,302.0,502.144012451172,268.0,807.01318359375,35.8632202148438,233.33821105957,0.1407,0.0,0.0296,0.0493,0.0263,0.0792,0.0035,0.0229
11951,933,5,8,4,264.215789794922,8538.265625,9187.7109375,-649.4453125,2134.56640625,2296.927734375,-162.361328125,9.0524302906963,9.125730937556964,0.0,1425.42822265625,197.147613525391,362.0,290.871063232422,347.0,841.575439453125,945.853454589844,90.609489440918,0.1551,0.0215,0.0394,0.0317,0.0378,0.0916,0.1029,0.0099
11952,933,5,4,4,264.215789794922,15088.783203125,17805.791015625,-2717.0078125,3772.19580078125,4451.44775390625,-679.251953125,9.62177318473523,9.787335181252534,0.0,1999.64208984375,702.177856445313,338.0,1317.08532714844,226.0,4276.048828125,300.921875,253.2216796875,0.1123,0.0394,0.019,0.074,0.0127,0.2401,0.0169,0.0142
11953,933,5,4,2,264.215789794922,10474.978515625,11597.3330078125,-1122.3544921875,5237.4892578125,5798.66650390625,-561.17724609375,9.256840154806962,9.358616660544667,0.0,5385.23486328125,123.262176513672,615.0,637.824645996094,120.0,121.0,379.817626953125,349.649627685547,0.4644,0.0106,0.053,0.055,0.0103,0.0104,0.0328,0.0301
11954,933,5,1,2,264.215789794922,27384.978515625,23317.3359375,4067.642578125,13692.4892578125,11658.66796875,2033.8212890625,10.217786428389754,10.056995280178208,7.618163275377906,4553.83740234375,74.5314102172852,446.0,668.214660644531,935.0,3983.57421875,0.0,1396.2646484375,0.1953,0.0032,0.0191,0.0287,0.0401,0.1708,0.0,0.0599
