ID_HOGAR,PC1,PC2
939,-2.701862,0.416241
940,1.643590,-0.494206
941,-0.847768,-1.312077
942,0.454371,-1.304155
943,0.126284,-1.488719
944,-2.417918,0.589892
945,2.572384,-1.285231
946,-0.256727,-0.454116
947,-2.105677,-2.441743
948,-0.491955,-0.301914
949,-1.752496,-0.032359
950,0.310953,-0.166060
951,-2.806097,0.305933
952,0.997647,1.206989
953,1.499465,-1.730680
954,-0.934676,-0.854048
955,0.927110,-1.242770
956,0.250893,-0.764302
957,-0.680489,-0.877851
958,0.285953,-1.772793
959,-2.267303,0.119426
960,-0.615623,-0.631714
961,0.409420,-1.059684
962,0.929361,-1.834915
963,0.480857,-0.847586
964,0.356045,0.412477
965,-0.655948,0.440042
966,-0.492888,-1.001847
967,-0.363978,-0.059607
968,-0.874459,-0.533381
969,0.171567,-1.241659
970,-1.016756,1.012431
971,0.214830,-0.174601
972,-1.347557,-0.087739
973,0.312246,0.593584
974,-1.463871,-1.319556
975,-2.149566,-0.423679
976,-1.333610,-0.622587
977,0.378425,-0.417512
978,-0.458362,3.500147
979,0.975948,-0.039086
980,-0.576488,-0.368878
981,0.355499,-0.398059
982,0.711783,-0.088489
983,2.202074,-1.819994
984,-0.907310,-1.538537
985,-1.110388,-1.380605
986,-1.526468,-1.434794
987,-2.621348,0.100016
988,0.983908,-0.229695
989,-1.170154,-1.132774
990,0.927789,0.086905
991,0.665487,1.615129
992,-0.843028,1.795807
993,-0.049799,-1.216944
994,0.726242,-1.513391
995,0.799795,0.951550
996,-0.947632,-1.030083
997,-1.210530,0.717650
998,-1.769959,-0.995040
999,-0.174069,-0.103445
1000,-0.674435,-0.616225
1001,0.618630,-0.291260
1002,0.388378,-0.549781
1003,0.315550,-0.625119
1004,0.275098,-1.596091
1005,-0.465670,0.399143
1006,-0.184248,-0.920620
1007,1.220107,-0.960377
1008,0.301991,-0.735893
1009,0.339312,-1.085430
1010,0.451972,0.756176
1011,0.561866,-0.400582
1012,-1.048421,0.918651
1013,0.769871,-0.472123
1014,-0.321478,0.595951
1015,-1.141215,0.133047
1016,0.035930,-0.168345
1017,-0.995081,-1.291427
1018,1.148507,-0.476805
1019,-0.765163,-0.091890
1020,-0.390554,-0.715576
1021,-0.266165,-0.418183
1022,0.303599,-1.134856
1023,0.980315,0.057121
1024,1.816005,-0.539050
1025,-2.780431,0.066723
1026,-1.444558,1.129256
1027,-1.066371,-0.158558
1028,-1.650630,0.239023
1029,-1.795525,-0.837978
1030,-0.404377,0.035004
1031,-0.756607,0.709097
1032,-2.725681,-0.350708
1033,-0.120462,0.077772
1034,0.484927,-0.938912
1035,0.857407,-1.375905
1036,-0.641392,-0.301332
1037,0.183024,-1.083786
1038,0.508463,-0.434332
1039,-1.159951,2.536332
1040,0.891146,-1.041422
1041,0.353068,0.069050
1042,0.087167,-0.192421
1043,-0.904224,-1.085458
1044,0.800469,0.452168
1045,1.401391,-0.351928
1046,-0.228629,0.078687
1047,0.395835,-0.906384
1048,-0.065782,-0.188522
1049,0.821019,-0.305993
1050,0.622526,-0.578198
1051,-0.812832,1.925270
1052,-1.989152,-0.163010
1053,0.608520,1.260554
1054,0.650096,1.840218
1055,-0.831337,0.310258
