ID_HOGAR,PC1,PC2
7874,0.157801,-0.837373
7875,-0.600839,-0.850477
7876,-0.827798,-0.004281
7877,0.410911,1.475916
7878,1.282746,-0.298405
7879,-0.244693,0.176491
7880,0.535716,0.963755
7881,0.452441,-0.202527
7882,-0.416731,0.931929
7883,-0.710774,-0.439963
7884,2.240038,-1.048777
7885,2.113248,-1.280719
7886,1.124852,-0.510602
7887,0.449117,-0.617896
7888,1.238374,-1.356027
7889,1.067638,-0.805383
7890,-3.271544,-2.971760
7891,2.448043,-1.196938
7892,0.768128,-0.196441
7893,0.417803,0.226808
7894,0.625962,-1.330289
7895,0.235543,0.497224
7896,0.643924,-0.126171
7897,0.505715,-0.473376
7898,-0.431122,-1.314258
7899,-1.396265,2.074509
7900,0.976123,-0.788745
7901,-0.078787,-0.335116
7902,-0.781843,-1.375599
7903,0.162037,-0.894134
7904,-2.733437,-0.528905
7905,-1.253042,0.164856
7906,-0.586360,0.123166
7907,-0.162706,-0.518037
7908,2.563088,-1.250364
7909,1.394570,0.999507
7910,3.365514,-1.080114
7911,-1.538156,-1.871802
7912,-2.639585,-0.722914
7913,0.709253,-0.696499
7914,0.304566,0.597662
7915,1.713288,-1.528779
7916,-0.053028,-1.822184
7917,2.179019,-0.628603
7918,1.777875,0.127620
7919,0.036227,2.892141
7920,0.786997,0.651526
7921,0.032577,0.194929
7922,-0.004632,0.031533
7923,-0.697412,1.676956
7924,0.870206,0.020576
7925,1.829861,2.648884
7926,0.269035,0.038615
7927,2.169774,0.836282
7928,0.027458,0.572094
7929,-1.940515,-2.143060
7930,-2.393713,-0.742153
7931,1.937398,-1.474368
7932,1.403245,-0.010897
7933,1.508693,-0.564579
7934,1.806184,-1.573624
7935,1.160487,-0.708119
7936,2.725607,-0.398475
7937,0.107570,2.291016
7938,0.767584,0.185390
7939,-0.163959,-1.553818
7940,1.717342,0.971920
7941,2.585408,-0.016652
7942,-1.986555,0.815889
7943,-0.490237,-0.726162
7944,-0.487378,1.370968
7945,-0.103928,1.648370
7946,0.757519,1.555907
7947,0.457152,1.323421
7948,0.814243,-0.721573
7949,0.864951,-0.242223
7950,1.268106,0.286044
7951,2.634556,-0.357518
7952,1.425332,0.740356
7953,1.720844,-0.554934
7954,0.074892,-0.833826
7955,-1.470898,-0.508881
7956,-1.941397,-0.389016
7957,1.315037,-0.253479
7958,1.764741,-0.185703
7959,-0.375532,2.698296
7960,0.481785,0.404664
7961,-1.069742,-1.102574
7962,0.451593,0.019003
7963,2.418024,0.456740
7964,0.904111,-0.936789
7965,2.583882,-1.102610
7966,-0.421277,-0.658710
7967,-1.597372,2.748757
7968,0.739571,0.277714
7969,0.268241,-0.395770
7970,0.871604,-0.869365
7971,2.338971,-1.204252
7972,-0.256059,2.913262
7973,-0.302772,-0.872276
7974,0.962065,-0.436025
7975,-1.485716,0.181681
7976,-0.682132,-1.757224
7977,2.318121,0.853101
7978,-0.191823,0.266364
7979,3.181739,-0.917338
7980,-0.460833,0.377216
7981,-1.694046,1.250885
7982,0.300030,-0.351978
7983,2.647825,-0.985563
7984,0.593579,-0.685077
7985,1.259993,0.731493
7986,-0.913598,1.453321
7987,-0.507939,0.167434
7988,0.483325,-0.386053
7989,1.121844,0.001171
7990,2.078157,0.486021
7991,1.411114,-0.537553
7992,1.648632,0.014322
7993,0.986456,-0.562041
7994,2.249038,-0.361041
7995,0.934717,-0.874422
7996,0.694155,-1.706547
7997,-0.013412,-0.287082
7998,0.998863,-0.647487
7999,-0.498063,-1.483437
8000,1.548263,-0.376307
8001,-0.991613,-0.398881
8002,1.385697,-0.733905
8003,1.142942,0.210034
8004,1.339751,-0.440797
8005,-0.222233,-0.094052
8006,0.417261,0.072899
8007,0.457736,-0.603697
8008,0.720860,-0.438680
8009,-1.010767,-1.258643
8010,-1.364424,-0.566556
8011,0.097054,-0.331416
8012,-0.875945,0.216780
8013,-0.755261,-0.144694
8014,-0.580566,-0.123463
8015,-1.250676,4.226653
8016,-1.963413,0.173068
8017,0.414782,-2.264628
8018,-2.434077,0.724665
8019,0.520587,-1.224493
8020,-3.803988,-1.303966
8021,-0.343853,-0.836111
8022,1.526019,-0.040690
8023,0.388296,1.204949
8024,-1.341313,-1.636376
8025,0.404920,-1.362600
8026,-0.506378,-1.739185
8027,0.195787,-1.123565
8028,-0.732529,-3.021517
8029,-1.540028,-0.629823
8030,-0.934672,-0.328494
8031,-3.272830,-1.095795
8032,-1.292032,0.117740
8033,-1.174007,0.194264
8034,0.222224,-0.155590
8035,-2.651409,-1.074803
8036,-0.144081,1.597450
8037,-1.034142,-0.550058
8038,1.389226,-0.769316
8039,-3.488140,-0.782699
8040,0.314974,-1.468339
8041,0.169514,2.242533
8042,1.540991,-1.078970
8043,1.949099,-0.433254
8044,0.060807,1.304129
8045,-0.592361,-1.012055
8046,0.990450,-1.218425
8047,2.464496,-0.364869
8048,-1.293045,1.370447
8049,0.641366,-0.392312
8050,-0.495022,-2.247827
8051,-0.790005,-0.535693
8052,0.385640,0.011614
8053,-1.840877,-1.228467
8054,-0.105019,-0.299416
8055,-0.417059,1.654866
8056,1.219973,-0.860302
8057,-1.693975,0.390764
8058,0.859174,0.125066
8059,0.794448,-0.500272
8060,0.294173,1.002806
8061,-1.180922,1.713176
8062,-0.696977,0.896616
8063,-0.452325,-0.390384
8064,-1.908681,-0.030908
8065,-0.834340,-0.272255
8066,-1.391506,0.817438
8067,-1.166653,-0.273059
8068,0.498778,3.983906
8069,0.176626,1.380936
8070,-0.852943,0.850619
8071,0.098579,0.370243
8072,0.743364,-0.098745
8073,-1.311508,0.496673
8074,-1.187511,1.410117
8075,0.246334,3.087016
8076,-2.106743,0.978649
8077,-1.291310,1.324816
8078,-0.544183,0.215259
8079,0.480382,2.588130
8080,0.278590,-0.362260
8081,0.195482,-0.082580
8082,1.075926,0.057228
8083,0.229650,0.289572
8084,-1.279411,-1.173519
8085,-1.981104,3.991778
8086,0.463307,0.695384
8087,0.054104,-0.319052
8088,1.151070,0.408542
8089,0.081923,1.222973
8090,0.119627,-2.175704
8091,-0.145334,0.208002
8092,-0.112800,-1.562920
8093,-1.343777,0.528835
8094,-0.486778,-0.883470
8095,-0.850735,0.308141
8096,1.080369,-0.642899
8097,0.675241,0.041971
8098,0.342743,0.364083
8099,-0.129563,0.820090
8100,1.928797,0.472186
8101,-1.939586,-0.873802
8102,-0.956529,1.191276
8103,-1.817231,-1.067379
8104,-2.198126,1.060517
8105,-1.867683,-0.453667
8106,-0.175987,-1.399408
8107,0.102367,-0.398911
8108,-0.327988,0.811960
8109,0.946731,-1.557666
8110,0.471289,0.643392
8111,-1.521946,-0.264724
8112,-0.247917,0.735781
8113,1.065340,-1.370361
8114,-1.028064,-0.616839
8115,0.180520,-0.223928
8116,-2.476666,1.390102
8117,0.712762,0.190602
8118,0.877910,-0.738899
8119,0.071432,-0.789715
8120,-3.248546,1.697266
8121,-1.395585,1.415960
8122,-0.265633,-0.004257
8123,-0.289035,1.698457
8124,1.011524,0.881012
8125,0.298589,0.109865
8126,-0.540042,0.388014
8127,-0.946999,-0.346286
8128,1.091057,1.597984
8129,-0.354997,3.541534
8130,0.162857,0.990927
8131,0.155659,0.542782
8132,2.061014,-0.098168
8133,-2.128135,-0.861922
8134,0.071915,-1.135457
8135,1.326684,-0.540922
8136,0.247924,0.365963
8137,0.268296,-0.185190
8138,1.806035,-0.834473
8139,0.249162,-0.065667
8140,-0.307227,0.311891
8141,-0.577289,3.102487
8142,-1.702655,0.695410
8143,-0.173018,0.261143
8144,0.562295,-0.140021
8145,2.323204,0.003006
8146,-1.343906,0.235913
8147,0.009045,3.207417
8148,-0.096045,-0.244325
8149,1.486595,-0.597877
8150,-0.296666,-0.712819
8151,0.655925,0.290334
8152,2.205866,-1.024059
8153,0.533471,0.804327
8154,1.396927,0.141515
8155,2.571805,-0.412491
8156,-0.439166,2.321302
8157,2.800014,0.582891
8158,0.671502,-0.064927
8159,-1.703007,1.617506
8160,-2.035226,0.839978
8161,-1.432181,0.574127
8162,-0.119323,0.284217
8163,2.394371,0.326609
8164,0.435885,1.027679
8165,-1.227089,-0.968902
8166,1.350660,0.379847
8167,1.005416,-0.291974
8168,-1.556417,1.084717
8169,-1.785169,1.120766
8170,-0.612792,0.957127
8171,-0.818950,1.237650
8172,0.131346,1.101834
8173,-0.190189,0.661985
8174,0.535014,1.309950
8175,1.016722,0.414442
8176,1.594158,0.577779
8177,-2.102861,1.035012
8178,0.519859,0.960003
8179,-2.885268,-0.843276
8180,1.881052,-1.126345
8181,0.522997,1.103238
8182,0.258343,3.230264
8183,-2.353236,-1.644936
8184,1.030740,-0.008755
8185,-0.863599,2.567983
8186,0.837463,0.102985
8187,-1.202166,0.570415
8188,0.604373,0.763728
8189,-0.922353,0.974811
8190,1.843767,-0.445808
8191,1.600344,0.181600
8192,1.027816,-0.905149
8193,-0.445004,0.739267
8194,1.386638,-0.121924
8195,-1.308786,0.032003
8196,1.108248,-0.404424
8197,-0.839957,-0.156248
8198,-0.618592,-0.937661
8199,2.120602,-0.494386
8200,0.387839,0.342675
8201,1.651475,-0.687832
8202,1.285108,-0.631819
8203,-1.107376,-0.953450
8204,0.796446,-0.920704
8205,-1.475939,0.157960
8206,1.081652,-0.661389
8207,1.043940,-0.873895
8208,-2.518486,0.643538
8209,1.802302,-0.022795
8210,-0.525798,-1.425014
8211,0.579520,-0.923103
8212,0.428959,-0.298683
8213,0.333739,-0.169785
8214,0.083072,0.741581
8215,0.383909,0.066143
8216,-2.683591,1.717525
8217,-0.466457,-0.642826
8218,1.535511,1.047793
8219,1.402195,-0.276123
8220,2.488449,-1.052714
8221,-0.452590,1.084373
8222,-0.120293,0.272192
8223,1.159440,0.076548
8224,0.977756,0.094208
8225,1.923223,-0.007547
8226,-1.537671,-2.696147
8227,1.400148,-0.508709
8228,-0.515345,0.792396
8229,-0.296975,0.909549
8230,-1.109318,0.498145
8231,0.817250,1.786734
8232,-0.170366,0.208085
8233,1.072558,-0.348134
8234,0.704157,-0.336603
8235,2.209755,-0.471295
8236,-1.007163,-0.020581
8237,-0.844366,0.342512
8238,0.183836,-1.652997
8239,-1.165158,0.994305
8240,0.158358,-0.315801
8241,-0.912390,0.950190
8242,1.101131,0.288098
8243,-0.506324,-1.890938
8244,1.286760,-0.236881
8245,-1.992256,-0.989398
8246,0.025624,1.994784
8247,-1.661722,0.731837
8248,-1.428278,-0.491306
8249,-0.059899,-0.423306
8250,0.081204,0.184074
8251,-0.244070,-0.538913
8252,1.563824,-0.042415
8253,-0.066745,-0.414844
8254,-1.398070,0.172571
8255,0.317767,-0.997402
8256,1.552864,-0.076626
8257,-0.673748,0.939461
8258,-0.010840,-0.617507
8259,-0.009969,-0.453531
8260,-1.529639,1.081735
8261,-2.861352,-0.087035
8262,1.523890,0.829585
8263,0.237524,-0.536359
8264,0.013329,0.012469
8265,-0.503454,-1.494753
8266,1.139129,-0.337620
8267,-0.611563,-1.187261
8268,1.076233,-0.844593
8269,0.799942,0.100684
8270,0.845273,-0.663230
8271,2.545345,-1.529637
8272,-0.983091,1.264008
8273,0.425832,-0.255391
8274,0.533921,-1.146801
8275,-0.360421,0.036628
8276,0.996125,-0.889372
8277,-0.390926,1.477648
8278,1.165483,0.298306
8279,0.667333,-1.362888
8280,0.376355,-0.723958
8281,-0.416019,0.433297
8282,0.622901,-0.137829
8283,-0.376360,-0.672613
8284,0.483799,-0.740808
8285,-0.452391,-0.327082
8286,-4.104973,-0.263105
8287,0.723376,0.192516
8288,-2.407381,-0.619737
8289,0.464526,-0.455957
8290,0.056716,2.301237
8291,0.359285,-0.106496
8292,-3.316125,0.947137
8293,-1.043636,-2.096527
8294,-0.324427,0.337188
8295,-1.859096,1.791165
8296,-0.641113,-0.376401
8297,1.403409,-1.155423
8298,0.563934,-0.346078
8299,0.232346,-0.481316
8300,0.276528,0.390176
8301,0.570849,-0.552114
8302,-1.170471,2.469017
8303,1.813090,-0.715471
8304,0.647362,-0.201243
8305,0.267239,0.101205
8306,1.416748,0.081896
8307,0.149672,0.613271
8308,1.390754,-0.618117
8309,-2.090643,0.733380
8310,0.142129,2.275949
8311,0.985972,-0.296137
8312,0.838142,-0.534852
8313,0.430008,-0.229326
8314,-1.573449,2.605721
8315,1.065278,-0.006463
8316,-1.794684,-0.891218
8317,1.130197,-0.222166
8318,-0.957308,-0.379104
8319,1.967999,-0.145272
8320,-0.348672,0.661453
8321,-0.360780,1.285921
8322,-0.494685,0.698937
8323,-0.092974,-0.807823
8324,1.235377,-0.329423
8325,1.529640,-0.367925
8326,1.256051,0.231393
8327,-0.273191,0.971695
8328,-0.160945,0.221315
8329,1.676705,-0.049389
8330,-0.744774,1.968744
8331,-0.883588,4.724352
8332,-1.280722,0.672556
8333,0.746746,0.134528
8334,-1.671279,1.835145
8335,-0.975160,0.169655
8336,-0.147946,-0.526815
8337,-0.333517,-0.696801
8338,-4.009314,-0.726550
8339,-0.288046,-0.563723
8340,-2.297937,0.315783
8341,-0.412785,-1.060665
8342,0.063123,-0.704340
8343,0.020810,-0.115814
8344,-2.187781,-1.173324
8345,0.163753,-0.365554
8346,-0.322110,0.162252
8347,1.596882,-0.100278
8348,1.393117,-1.184498
8349,2.071053,-0.705443
8350,-2.239631,1.132938
8351,-0.580065,1.506379
8352,1.148663,0.227142
8353,1.315567,-0.521284
8354,0.369807,-0.276417
8355,1.178002,-0.431213
8356,1.594375,-0.686372
8357,0.381688,-0.390327
8358,0.586207,-0.198030
8359,1.003330,-1.122739
8360,0.206206,0.533877
8361,1.221009,-0.286129
8362,-1.485472,-0.425273
8363,-2.107475,-0.160076
8364,1.121915,-1.148697
8365,0.400776,-0.128508
8366,0.026469,-0.825912
8367,-0.450565,-1.620735
8368,0.621834,-1.025364
8369,-0.314059,-0.622708
8370,0.792513,-0.367769
8371,0.339300,-0.330351
8372,-0.517689,-0.602449
8373,-1.359543,-0.101853
8374,-0.255742,-0.026325
8375,-0.562208,-0.208166
8376,-1.110058,-1.376959
8377,-2.716326,-1.757782
8378,1.422514,-0.207703
8379,-1.270880,1.891457
8380,0.440992,-1.445213
8381,-0.489726,-1.084379
8382,1.421336,-0.934972
8383,1.485240,-0.914511
8384,1.079272,-1.159733
8385,1.104471,-1.271516
8386,-2.939812,-1.198827
8387,-0.208130,-0.339053
8388,-2.086862,0.536766
8389,1.082750,-0.572856
8390,1.852301,1.964096
8391,0.568198,-0.407199
8392,1.115261,-0.236612
8393,-0.938066,1.541716
8394,0.364726,2.164181
8395,-0.299332,1.445397
8396,-0.396464,-0.212650
8397,-0.257183,-0.613114
8398,0.437510,2.442342
8399,0.146796,-0.098368
8400,-1.302326,0.751807
8401,1.328295,-0.889027
8402,1.575997,-0.425898
8403,0.066156,-0.629964
8404,0.327372,1.146453
8405,-1.176759,-0.438526
8406,-1.353410,1.132076
8407,-2.063035,-0.620755
8408,0.079593,-0.267994
8409,-0.159727,-0.331319
8410,0.901035,0.347095
8411,0.418287,0.039948
8412,-1.337825,-0.703104
8413,-1.365637,-0.827408
8414,0.372604,-0.826942
8415,-0.241096,1.792606
8416,-0.954495,-1.405118
8417,-0.447682,-0.637673
8418,-1.025627,-0.577424
8419,0.772255,-1.305841
8420,-1.230728,-0.008848
8421,0.059960,-1.245327
8422,-0.198621,0.003466
8423,2.044290,-0.747075
8424,-0.308878,-0.152554
8425,0.568069,0.843277
8426,-3.074254,-2.140114
8427,-2.313789,-1.600052
8428,-0.732539,-2.490065
8429,2.261922,-0.562734
8430,0.472399,0.823122
8431,-3.465377,-1.742782
8432,-0.965409,3.898710
8433,0.873792,0.368566
8434,0.885415,-0.475899
8435,0.509824,1.765681
8436,0.891018,-0.833691
8437,0.875260,-0.816970
8438,-0.972775,-0.050178
8439,-0.345185,-0.001633
8440,-0.183575,1.862524
8441,-1.277188,0.357254
8442,0.050168,0.487308
8443,-0.955388,0.185384
8444,0.297279,-0.695627
8445,-1.004036,1.274401
8446,-0.082479,0.348331
8447,-0.208221,1.424472
8448,-0.487629,1.577791
8449,-1.557819,0.635415
8450,0.236904,0.868582
8451,-1.349453,0.100000
8452,0.264911,0.530065
8453,-0.070628,-0.751347
8454,-0.516026,-0.637320
8455,-0.106005,-0.663376
8456,-0.515390,0.239347
8457,0.326578,-0.449806
8458,-0.098822,-0.507981
8459,1.119529,-0.715295
8460,0.045550,-0.859163
8461,0.347790,0.035204
8462,1.966305,-0.612800
8463,-1.324315,0.043547
8464,-1.819985,1.794933
8465,1.139662,-0.567118
8466,-0.101983,-1.177462
8467,-0.680473,0.495473
8468,0.993198,0.266704
8469,-0.909975,1.569010
8470,1.153271,-0.819296
8471,-1.064425,1.107103
8472,-1.502922,1.378294
8473,0.108832,-1.295901
8474,0.352546,-0.823697
8475,-1.709520,-0.254286
8476,-0.109486,-0.869654
8477,-0.927174,1.819966
8478,1.803893,0.208604
8479,0.380073,0.382447
8480,1.729320,-0.843046
8481,1.115406,-0.455983
8482,-1.055036,-0.145692
8483,-0.729692,0.362828
8484,-1.176329,0.106332
8485,-1.297477,-1.074104
8486,-1.221955,-1.237510
8487,-0.954420,0.364858
8488,-2.351867,2.425775
8489,1.059187,0.477862
8490,0.526223,0.807717
8491,1.819570,-0.501166
8492,-1.858104,0.281742
8493,-0.233676,-0.539903
8494,-1.740632,1.763045
8495,-1.927823,2.453891
8496,-1.063829,-1.308055
8497,1.498844,1.255377
8498,0.802012,0.265295
8499,1.773266,-0.618552
8500,1.802214,0.462617
8501,-0.754241,0.355731
8502,3.222865,-0.656819
8503,-0.180783,-1.354620
8504,-1.173877,1.686276
8505,0.316200,-0.422438
8506,1.280953,-0.314488
8507,-0.555957,0.890603
8508,-2.632582,2.601326
8509,0.896195,-1.125052
8510,-1.552278,-0.645676
8511,-1.807184,1.572478
8512,0.154870,-0.042338
8513,-0.566252,-0.139689
8514,-1.332285,-0.030740
8515,-1.834140,0.530616
8516,0.324749,0.349986
8517,-1.243489,3.085934
8518,-1.061308,1.347185
8519,1.190936,0.339917
8520,-0.091482,-1.386240
8521,1.207950,-0.163825
8522,-2.364384,0.112674
8523,0.420727,-0.708309
8524,-3.908034,1.577967
8525,1.082516,-0.137144
8526,1.357788,0.193487
8527,2.046675,-0.693008
8528,1.444748,0.412869
8529,-1.712142,0.322327
8530,-0.468838,-0.037711
8531,0.563450,-0.921255
8532,-0.094470,-0.982321
8533,2.166164,-0.959816
8534,0.987385,-1.719198
8535,0.602004,-2.459122
8536,-0.038995,-1.205646
8537,-0.500074,1.470169
8538,-0.221608,1.927706
8539,-0.566164,2.384506
8540,-3.328465,-1.904626
8541,3.141539,-0.522624
8542,0.789930,-0.826001
8543,0.317472,-1.124097
8544,0.389596,-1.065772
8545,-2.556948,-0.337139
8546,-0.813475,-0.331776
8547,-1.396816,-1.573214
8548,0.624958,-1.378348
8549,-0.534030,-0.070480
8550,0.044880,-0.905400
8551,-0.628407,-1.089991
8552,1.085194,-0.810967
8553,1.118671,-1.142394
8554,1.996163,-1.164350
8555,0.898860,-1.307662
8556,0.742024,1.174757
8557,-0.458610,-0.970291
8558,-2.529924,0.192325
8559,-1.641976,-0.902182
8560,0.314211,0.389073
8561,-1.164923,-1.371294
8562,0.540717,0.913223
8563,-1.581720,0.137319
8564,0.200831,1.292562
8565,2.120895,-1.062751
8566,-1.146136,-0.527082
8567,1.400579,-1.601445
8568,0.020843,0.859070
8569,2.886718,-0.297073
8570,0.366272,-1.057996
8571,1.036661,-1.765960
8572,0.823099,0.810157
8573,-1.950447,0.260318
8574,0.164302,0.027905
8575,-1.135303,-1.196200
8576,-1.073513,-1.024833
8577,-0.127044,-2.261152
8578,-2.633854,-0.754755
8579,-0.185086,-0.300342
8580,-0.718009,-0.786859
8581,-0.223420,-0.746575
8582,-0.233946,-2.562420
8583,-2.306174,-1.965624
8584,0.506257,-0.789622
8585,-0.432867,-1.832383
8586,-1.103938,0.847430
8587,1.647692,-0.846605
8588,-0.511116,0.562075
8589,0.757901,0.307187
8590,0.576362,-0.692205
8591,0.436168,-1.033613
8592,-1.213254,1.273465
8593,2.163469,1.307308
8594,-0.503688,0.926014
8595,1.053322,0.018803
8596,1.095516,1.612391
8597,-1.701561,1.747737
8598,2.072702,0.401084
8599,0.104601,0.075822
8600,-1.510785,-1.599663
8601,-2.213267,-3.150027
8602,-1.302667,-0.931909
8603,0.038403,-2.564887
8604,0.363099,-0.959269
8605,-1.696668,-2.843522
8606,-1.165816,-0.809966
8607,1.150630,-0.319670
8608,-1.683206,4.072426
8609,0.885928,-0.228313
8610,0.419050,-0.070584
8611,2.033516,1.555862
8612,0.470340,0.246450
8613,-1.604083,-0.131457
8614,-0.167777,-0.960921
8615,0.382002,-0.226754
8616,0.093474,-0.156891
8617,-1.045434,0.369663
8618,1.102046,-0.740187
8619,-0.156170,-0.087968
8620,0.606829,0.532762
8621,0.225330,2.002864
8622,0.491637,1.408817
8623,-0.150062,-0.477735
8624,-1.042688,3.095914
8625,-1.524630,-1.034951
8626,-0.521416,-0.155169
8627,0.236769,0.116834
8628,0.421203,0.204259
8629,-0.317242,-0.687606
8630,-0.691963,0.220880
8631,0.497843,-0.049109
8632,0.821961,-0.517336
8633,-0.046493,0.184325
8634,0.489342,-0.014131
8635,0.475404,0.338396
8636,2.632644,-1.549975
8637,-2.878636,0.107368
8638,-1.451106,-0.820346
8639,0.252149,-1.032626
8640,-1.698814,-0.636122
8641,-1.037461,0.050803
8642,-0.969969,4.392684
8643,-0.117895,-1.389021
8644,0.840766,0.971466
8645,-2.256207,3.709736
8646,-5.297940,-3.489408
8647,0.878660,-0.393883
8648,0.056611,-0.241106
8649,1.266233,0.233044
8650,1.979350,-0.988594
8651,-0.937064,-0.361383
8652,0.103814,-1.015119
8653,-1.885322,-1.387087
8654,-1.487947,0.427643
8655,-1.083862,-0.343445
8656,-2.418278,-0.430205
8657,0.370937,-0.355529
8658,1.260931,0.465494
8659,0.373855,-1.450199
8660,-0.073387,-0.522683
8661,-0.760528,-0.728350
8662,-0.483508,-0.716349
8663,-2.011237,0.286591
8664,-0.115097,-0.234016
8665,1.894715,0.629540
8666,-0.737864,0.776562
8667,-3.148961,1.143099
8668,1.890661,-0.193292
8669,0.549580,1.086173
8670,-0.324187,0.804026
8671,-3.072239,0.509096
8672,-0.068921,-1.258234
8673,-0.628337,0.705681
8674,0.120931,-0.172219
8675,-0.149452,-1.732577
8676,-0.424410,-0.035571
8677,-2.329546,0.591686
8678,-1.211615,-0.817247
8679,-2.300798,0.336274
8680,0.793295,-0.684283
8681,-1.301850,-1.884200
8682,-0.569026,-0.481277
8683,-1.860966,-0.140321
8684,0.806580,-0.104240
8685,-1.111526,1.133725
8686,0.545802,0.503956
8687,-1.229452,0.075461
8688,1.711729,-0.388072
8689,-4.121665,-5.101610
8690,0.185072,-1.330133
8691,1.153322,-0.678988
8692,1.102153,1.005366
8693,2.183369,-1.003984
8694,0.229512,0.663466
8695,0.522301,-0.768082
8696,2.465489,-1.384930
8697,-2.808045,-0.409705
8698,1.510212,-0.944086
8699,-0.131848,-2.354332
8700,0.331967,-0.788924
8701,-3.971912,0.389678
8702,-3.792442,0.554787
8703,1.744014,0.537170
8704,-0.541665,-0.143865
8705,-1.862701,-0.915201
8706,-0.631202,-2.096469
8707,-1.373821,1.363229
8708,-2.606898,-1.774065
8709,-1.104642,2.570436
8710,2.281126,0.458009
8711,0.327233,1.402791
8712,0.975368,0.132155
8713,2.245753,-0.787570
8714,-0.265730,-0.523191
8715,0.279742,-0.846338
8716,-1.605893,-0.662561
8717,-1.343654,-0.562875
8718,1.955295,-0.961383
8719,-0.083737,-0.046706
8720,-0.097068,0.463756
8721,-0.112450,2.137186
8722,1.671930,0.032587
8723,0.730174,0.532105
8724,-0.341695,0.662325
8725,-0.838993,0.656796
8726,2.026911,1.209070
8727,-0.781153,2.350048
8728,0.852511,-0.634843
8729,-0.560735,0.075339
8730,-0.202929,0.295673
8731,1.320206,-0.135448
8732,1.986709,-0.691842
8733,1.131200,1.719970
8734,2.507629,-1.072670
8735,-0.210777,1.492668
8736,-0.246215,0.834028
8737,2.402437,0.948843
8738,0.239479,-0.926160
8739,0.961972,-1.004833
8740,-1.783000,-1.725041
8741,1.481752,0.017995
8742,1.363462,-0.590021
8743,1.111328,-1.042364
8744,-0.140899,-0.840002
8745,0.012847,-0.175911
8746,2.065309,-0.027558
8747,-0.569197,-2.033885
8748,1.376510,0.207701
8749,1.736954,0.083081
8750,0.793000,-0.914516
8751,0.691497,-0.308593
8752,0.824236,-0.566345
8753,-1.701334,-0.812369
8754,2.048071,-0.036464
8755,0.334817,-0.202535
8756,-0.206165,0.247887
8757,2.087412,-0.167689
8758,-0.551537,-0.264948
8759,1.914498,0.110220
8760,-2.023157,0.265331
8761,2.536146,-0.008223
8762,0.676193,-0.450555
8763,-0.497262,-1.440136
8764,2.189405,-1.023513
8765,-0.138128,0.509566
8766,-3.526571,-1.686501
8767,-0.012861,1.823103
8768,-0.584099,-1.288770
8769,-0.030401,-1.525656
8770,0.397310,-1.832799
8771,1.736569,0.192516
8772,1.134714,0.194799
8773,0.470991,0.045632
8774,-1.548554,-0.626371
8775,-0.994614,0.639330
8776,1.819301,-0.515470
8777,-2.629243,-0.002564
8778,-1.714209,1.377710
8779,0.709150,-1.399580
8780,1.605213,-1.366262
8781,0.313095,-1.379391
8782,1.875814,0.175136
8783,-2.805179,-3.404772
8784,-0.741871,2.083027
8785,2.243229,0.247322
8786,1.071964,-1.380263
8787,1.692925,0.469271
8788,0.885756,0.201583
8789,0.676612,-1.969036
8790,0.299637,-0.141803
8791,1.241784,-0.154985
8792,0.904355,2.713092
8793,2.053155,0.320490
8794,1.521765,1.652367
8795,-1.077510,0.823891
8796,-1.242089,-0.001273
8797,-1.612713,0.555814
8798,1.251925,1.232024
8799,-0.003348,3.019528
8800,-1.771522,1.392656
8801,-0.106959,0.971531
8802,-0.129154,1.630384
8803,-0.684451,0.151392
8804,-2.173581,1.485957
8805,1.367458,-0.483437
8806,-3.000081,-0.066284
8807,-0.644727,-0.492139
8808,-1.013753,-0.493314
8809,1.680517,-1.152372
8810,0.399616,-1.263411
8811,0.555160,-0.661720
8812,0.943516,0.024037
8813,0.542294,-2.225155
8814,0.161192,1.291110
8815,1.635687,-0.314633
8816,0.325932,-0.519536
8817,0.361976,0.782935
8818,-0.740973,0.118817
8819,0.802952,0.326401
8820,0.086376,2.628071
8821,1.717548,-0.055827
8822,0.632709,0.560672
8823,1.779264,1.337149
8824,-1.220097,1.314127
8825,-0.280795,0.344814
8826,0.069833,1.463208
8827,-0.669574,0.593714
8828,0.364893,0.942744
8829,-0.004083,-0.109187
8830,2.456127,0.845275
8831,-1.613706,1.994348
8832,0.891106,1.922659
8833,-0.143227,0.379176
8834,-0.042796,-0.339808
8835,-0.605441,1.037974
8836,-2.124829,0.874635
8837,1.274826,-0.696881
8838,-0.620725,-0.262592
8839,-1.404718,0.653579
8840,0.571797,-1.005312
8841,0.762692,1.413600
8842,-0.267809,-2.243104
8843,0.012966,-0.354083
8844,0.020417,1.505228
8845,0.365825,0.514040
8846,-0.357667,0.771880
8847,1.080978,-0.347569
8848,-2.842901,-0.541672
8849,-0.713991,0.881620
8850,2.789033,-0.763549
8851,-0.633524,0.666671
8852,0.858992,0.102905
8853,0.217428,-0.021288
8854,0.195430,-0.592000
8855,0.714450,0.219586
8856,-0.106038,-0.594666
8857,0.274286,1.854328
8858,0.417827,2.026982
8859,-1.413823,1.798969
8860,-1.018221,-0.447502
8861,1.621294,-0.027470
8862,-1.043357,0.576682
8863,-0.960223,-0.303011
8864,-2.462426,0.729451
8865,0.087618,-0.050101
8866,-1.767080,0.054924
8867,0.812471,0.482062
8868,0.121264,-0.340427
8869,0.798946,-0.583493
