ID_GEOGRAFIA,UBIGEO,DEPARTAMENTO,DOMINIO,ESTRATO
1639,120304,Junín,Selva,Área de Empadronamiento Rural (AER) Simple
1640,130401,La Libertad,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1641,130107,La Libertad,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1642,130601,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1643,130809,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1644,150807,Lima,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1645,151030,Lima,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1646,150711,Lima,Sierra Centro,"De 500 a 1,999 habitantes"
1647,160702,Loreto,Selva,Área de Empadronamiento Rural (AER) Compuesto
1648,160301,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
1649,160602,Loreto,Selva,"De 500 a 1,999 habitantes"
1650,160507,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
1651,170301,Madre de Dios,Selva,"De 500 a 1,999 habitantes"
1652,170303,Madre de Dios,Selva,Área de Empadronamiento Rural (AER) Simple
1653,180201,Moquegua,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1654,180103,Moquegua,Sierra Sur,"De 500 a 1,999 habitantes"
1655,190302,Pasco,Selva,Área de Empadronamiento Rural (AER) Compuesto
1656,200504,Piura,Costa Norte,"De 2,000 a 19,999 habitantes"
1657,200507,Piura,Costa Norte,"De 2,000 a 19,999 habitantes"
1658,200207,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1659,200302,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1660,200111,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1661,200206,Piura,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1662,210204,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
1663,210601,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
1664,210310,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
1665,211301,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1666,210201,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1667,211003,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1668,210603,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1669,211002,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1670,210403,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1671,220404,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1672,220504,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1673,220301,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1674,220206,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1675,220708,San Martín,Selva,Área de Empadronamiento Rural (AER) Simple
1676,221002,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1677,230111,Tacna,Costa Sur,"De 500 a 1,999 habitantes"
1678,240103,Tumbes,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1679,250105,Ucayali,Selva,Área de Empadronamiento Rural (AER) Compuesto
1680,030601,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1681,250302,Ucayali,Selva,Área de Empadronamiento Rural (AER) Compuesto
1682,230402,Tacna,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1683,150603,Lima,Costa Centro,"De 500 a 1,999 habitantes"
1684,190108,Pasco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1685,090204,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1686,090720,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1687,010205,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
1688,010109,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1689,010115,Amazonas,Sierra Norte,"De 500 a 1,999 habitantes"
1690,010312,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
1691,010201,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
1692,010601,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
1693,010707,Amazonas,Selva,Área de Empadronamiento Rural (AER) Simple
1694,021803,Áncash,Costa Centro,"De 100,000 a 499,999 habitantes"
1695,020801,Áncash,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1696,020901,Áncash,Sierra Centro,"De 500 a 1,999 habitantes"
1697,020108,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1698,020105,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1699,021308,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1700,020703,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1701,020601,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1702,030107,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1703,030102,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
1704,030414,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1705,030502,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
1706,030207,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1707,040206,Arequipa,Costa Sur,"De 2,000 a 19,999 habitantes"
1708,040203,Arequipa,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1709,040401,Arequipa,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
1710,040519,Arequipa,Sierra Sur,"De 500 a 1,999 habitantes"
1711,040608,Arequipa,Sierra Sur,"De 500 a 1,999 habitantes"
1712,050408,Ayacucho,Selva,"De 2,000 a 19,999 habitantes"
1713,050903,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
1714,051002,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1715,050410,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1716,050606,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1717,061201,Cajamarca,Sierra Norte,"De 2,000 a 19,999 habitantes"
1718,061309,Cajamarca,Sierra Norte,"De 500 a 1,999 habitantes"
1719,060415,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1720,060202,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1721,060202,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1722,061113,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1723,060307,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1724,060607,Cajamarca,Selva,Área de Empadronamiento Rural (AER) Simple
1725,080501,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
1726,080705,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
1727,081202,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
1728,081001,Cusco,Sierra Sur,"De 500 a 1,999 habitantes"
1729,081101,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1730,080909,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1731,080503,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1732,081303,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1733,081106,Cusco,Selva,Área de Empadronamiento Rural (AER) Simple
1734,090601,Huancavelica,Sierra Centro,"De 500 a 1,999 habitantes"
1735,090504,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1736,090412,Huancavelica,Sierra Centro,"De 500 a 1,999 habitantes"
1737,090402,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1738,090714,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1739,090603,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1740,090208,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1741,100401,Huánuco,Sierra Centro,"De 2,000 a 19,999 habitantes"
1742,101001,Huánuco,Sierra Centro,"De 2,000 a 19,999 habitantes"
1743,100401,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1744,100113,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1745,100323,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1746,101007,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1747,110504,Ica,Costa Centro,"De 2,000 a 19,999 habitantes"
1748,110111,Ica,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1749,110209,Ica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1750,120810,Junín,Sierra Centro,"De 2,000 a 19,999 habitantes"
1751,120210,Junín,Sierra Centro,"De 2,000 a 19,999 habitantes"
1752,120802,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1753,120403,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1754,120901,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1755,120502,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1756,120412,Junín,Sierra Centro,"De 500 a 1,999 habitantes"
1757,130808,La Libertad,Sierra Norte,"De 2,000 a 19,999 habitantes"
1758,131006,La Libertad,Sierra Norte,"De 2,000 a 19,999 habitantes"
1759,130702,La Libertad,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1760,130801,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1761,130503,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1762,140119,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
1763,140107,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
1764,140106,Lambayeque,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1765,140203,Lambayeque,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1766,150138,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
1767,150723,Lima,Sierra Centro,"De 500 a 1,999 habitantes"
1768,150304,Lima,Sierra Centro,"De 500 a 1,999 habitantes"
1769,150403,Lima,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1770,160112,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
1771,160802,Loreto,Selva,"De 500 a 1,999 habitantes"
1772,160509,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
1773,180211,Moquegua,Sierra Sur,"De 500 a 1,999 habitantes"
1774,190303,Pasco,Selva,"De 2,000 a 19,999 habitantes"
1775,190208,Pasco,Sierra Centro,"De 500 a 1,999 habitantes"
1776,190303,Pasco,Selva,Área de Empadronamiento Rural (AER) Simple
1777,200406,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1778,200607,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1779,200601,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1780,210305,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
1781,210206,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1782,210608,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1783,210808,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1784,210214,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1785,211208,Puno,Selva,"De 500 a 1,999 habitantes"
1786,220401,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1787,220802,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1788,220804,San Martín,Selva,Área de Empadronamiento Rural (AER) Simple
1789,220104,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1790,220104,San Martín,Selva,Área de Empadronamiento Rural (AER) Simple
1791,221001,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1792,230107,Tacna,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1793,230401,Tacna,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1794,230408,Tacna,Sierra Sur,"De 500 a 1,999 habitantes"
1795,250303,Ucayali,Selva,Área de Empadronamiento Rural (AER) Simple
1796,190107,Pasco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1797,100202,Huánuco,Sierra Centro,"De 500 a 1,999 habitantes"
1798,170203,Madre de Dios,Selva,Área de Empadronamiento Rural (AER) Simple
1799,150724,Lima,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1800,010206,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
1801,010504,Amazonas,Sierra Norte,"De 500 a 1,999 habitantes"
1802,010113,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1803,010607,Amazonas,Selva,"De 500 a 1,999 habitantes"
1804,010604,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
1805,010607,Amazonas,Selva,Área de Empadronamiento Rural (AER) Simple
1806,020804,Áncash,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1807,021909,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1808,021407,Áncash,Sierra Centro,"De 500 a 1,999 habitantes"
1809,021302,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1810,020108,Áncash,Sierra Centro,"De 500 a 1,999 habitantes"
1811,020605,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1812,030215,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1813,030212,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
1814,030103,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1815,030605,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
1816,030415,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1817,030105,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1818,030708,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1819,040511,Arequipa,Sierra Sur,"De 500 a 1,999 habitantes"
1820,050501,Ayacucho,Sierra Centro,"De 2,000 a 19,999 habitantes"
1821,050105,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1822,050303,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
1823,050804,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
1824,051108,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1825,050407,Ayacucho,Selva,Área de Empadronamiento Rural (AER) Compuesto
1826,061305,Cajamarca,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1827,060302,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1828,060507,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1829,061301,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1830,060604,Cajamarca,Selva,Área de Empadronamiento Rural (AER) Compuesto
1831,060604,Cajamarca,Selva,"De 500 a 1,999 habitantes"
1832,081208,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
1833,080902,Cusco,Selva,"De 2,000 a 19,999 habitantes"
1834,080805,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1835,081006,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1836,080206,Cusco,Sierra Sur,"De 500 a 1,999 habitantes"
1837,080505,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1838,080301,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1839,090206,Huancavelica,Sierra Centro,"De 2,000 a 19,999 habitantes"
1840,090105,Huancavelica,Sierra Centro,"De 500 a 1,999 habitantes"
1841,090609,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1842,090118,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1843,090204,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1844,090711,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1845,090707,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1846,100207,Huánuco,Sierra Centro,"De 2,000 a 19,999 habitantes"
1847,100802,Huánuco,Sierra Centro,"De 2,000 a 19,999 habitantes"
1848,100703,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1849,100803,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1850,100112,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1851,100104,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1852,100903,Huánuco,Selva,"De 500 a 1,999 habitantes"
1853,110113,Ica,Costa Centro,"De 2,000 a 19,999 habitantes"
1854,110104,Ica,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
1855,120212,Junín,Sierra Centro,"De 2,000 a 19,999 habitantes"
1856,120126,Junín,Sierra Centro,"De 2,000 a 19,999 habitantes"
1857,120702,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1858,120903,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1859,120135,Junín,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1860,120604,Junín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1861,120304,Junín,Selva,"De 500 a 1,999 habitantes"
1862,130403,La Libertad,Costa Norte,"De 2,000 a 19,999 habitantes"
1863,130908,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
1864,130907,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1865,130502,La Libertad,Sierra Norte,"De 500 a 1,999 habitantes"
1866,140206,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
1867,140112,Lambayeque,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1868,150728,Lima,Costa Centro,"De 2,000 a 19,999 habitantes"
1869,150507,Lima,Costa Centro,Área de Empadronamiento Rural (AER) Simple
1870,151023,Lima,Costa Centro,"De 500 a 1,999 habitantes"
1871,150713,Lima,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1872,150302,Lima,Sierra Centro,"De 500 a 1,999 habitantes"
1873,150802,Lima,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
1874,160510,Loreto,Selva,"De 2,000 a 19,999 habitantes"
1875,160801,Loreto,Selva,"De 2,000 a 19,999 habitantes"
1876,160505,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
1877,190103,Pasco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1878,200208,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1879,200306,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
1880,200304,Piura,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1881,200201,Piura,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1882,210102,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
1883,210308,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1884,210111,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1885,210301,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1886,210707,Puno,Sierra Sur,"De 500 a 1,999 habitantes"
1887,210307,Puno,Sierra Sur,"De 500 a 1,999 habitantes"
1888,211204,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1889,211001,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
1890,210106,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
1891,220303,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1892,220805,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1893,220405,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1894,221003,San Martín,Selva,"De 2,000 a 19,999 habitantes"
1895,220602,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1896,220907,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
1897,220703,San Martín,Selva,"De 500 a 1,999 habitantes"
1898,230403,Tacna,Sierra Sur,"De 500 a 1,999 habitantes"
1899,240202,Tumbes,Costa Norte,Área de Empadronamiento Rural (AER) Simple
1900,040413,Arequipa,Costa Sur,Área de Empadronamiento Rural (AER) Simple
1901,160404,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
1902,140203,Lambayeque,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1903,010503,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
1904,050615,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
1905,060601,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
