ID_GEOGRAFIA,UBIGEO,DEPARTAMENTO,DOMINIO,ESTRATO
1,010101,Amazonas,Sierra Norte,"De 20,000 a 49,999 habitantes"
2,010307,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
3,010701,Amazonas,Selva,"De 20,000 a 49,999 habitantes"
4,010706,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
5,010201,Amazonas,Selva,"De 20,000 a 49,999 habitantes"
6,010101,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
7,010521,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
8,010504,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
9,010501,Amazonas,Sierra Norte,"De 500 a 1,999 habitantes"
10,010109,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
11,010401,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
12,010512,Amazonas,Selva,"De 500 a 1,999 habitantes"
13,010702,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
14,021809,Áncash,Costa Centro,"De 100,000 a 499,999 habitantes"
15,021801,Áncash,Costa Centro,"De 100,000 a 499,999 habitantes"
16,021101,Áncash,Costa Centro,"De 20,000 a 49,999 habitantes"
17,021808,Áncash,Costa Centro,"De 2,000 a 19,999 habitantes"
18,021801,Áncash,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
19,020105,Áncash,Sierra Centro,"De 100,000 a 499,999 habitantes"
20,022001,Áncash,Sierra Centro,"De 2,000 a 19,999 habitantes"
21,020702,Áncash,Sierra Centro,"De 500 a 1,999 habitantes"
22,020111,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
23,021307,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
24,021402,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
25,022001,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
26,021604,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
27,030101,Apurímac,Sierra Sur,"De 50,000 a 99,999 habitantes"
28,030602,Apurímac,Sierra Sur,"De 2,000 a 19,999 habitantes"
29,030401,Apurímac,Sierra Sur,"De 2,000 a 19,999 habitantes"
30,030304,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
31,030503,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
32,030506,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
33,030604,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
34,030201,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
35,030203,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
36,030712,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
37,040129,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
38,040104,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
39,040122,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
40,040110,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
41,040112,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
42,040101,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
43,040103,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
44,040102,Arequipa,Sierra Sur,"De 500,000 a más habitantes"
45,040121,Arequipa,Costa Sur,"De 2,000 a 19,999 habitantes"
46,040401,Arequipa,Costa Sur,"De 2,000 a 19,999 habitantes"
47,040305,Arequipa,Costa Sur,"De 2,000 a 19,999 habitantes"
48,040128,Arequipa,Sierra Sur,"De 20,000 a 49,999 habitantes"
49,040111,Arequipa,Sierra Sur,"De 2,000 a 19,999 habitantes"
50,040105,Arequipa,Sierra Sur,"De 2,000 a 19,999 habitantes"
51,040125,Arequipa,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
52,040302,Arequipa,Costa Sur,Área de Empadronamiento Rural (AER) Simple
53,040608,Arequipa,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
54,050115,Ayacucho,Sierra Centro,"De 100,000 a 499,999 habitantes"
55,050104,Ayacucho,Sierra Centro,"De 100,000 a 499,999 habitantes"
56,050110,Ayacucho,Sierra Centro,"De 100,000 a 499,999 habitantes"
57,050601,Ayacucho,Sierra Centro,"De 2,000 a 19,999 habitantes"
58,050701,Ayacucho,Sierra Centro,"De 2,000 a 19,999 habitantes"
59,050503,Ayacucho,Selva,"De 2,000 a 19,999 habitantes"
60,050908,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
61,050501,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
62,050202,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
63,050806,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
64,050510,Ayacucho,Selva,Área de Empadronamiento Rural (AER) Compuesto
65,060101,Cajamarca,Sierra Norte,"De 100,000 a 499,999 habitantes"
66,060108,Cajamarca,Sierra Norte,"De 100,000 a 499,999 habitantes"
67,060201,Cajamarca,Sierra Norte,"De 2,000 a 19,999 habitantes"
68,060801,Cajamarca,Selva,"De 50,000 a 99,999 habitantes"
69,060505,Cajamarca,Costa Norte,"De 500 a 1,999 habitantes"
70,060101,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
71,060107,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
72,060408,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
73,060401,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
74,061307,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
75,060309,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
76,060701,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
77,061007,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
78,060810,Cajamarca,Selva,Área de Empadronamiento Rural (AER) Simple
79,060614,Cajamarca,Selva,Área de Empadronamiento Rural (AER) Compuesto
80,070104,Callao,Lima Metropolitana,"De 500,000 a más habitantes"
81,070101,Callao,Lima Metropolitana,"De 500,000 a más habitantes"
82,070106,Callao,Lima Metropolitana,"De 500,000 a más habitantes"
83,070102,Callao,Lima Metropolitana,"De 500,000 a más habitantes"
84,080106,Cusco,Sierra Sur,"De 100,000 a 499,999 habitantes"
85,080101,Cusco,Sierra Sur,"De 100,000 a 499,999 habitantes"
86,080105,Cusco,Sierra Sur,"De 100,000 a 499,999 habitantes"
87,081302,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
88,080708,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
89,080205,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
90,080403,Cusco,Sierra Sur,"De 2,000 a 19,999 habitantes"
91,080703,Cusco,Sierra Sur,"De 500 a 1,999 habitantes"
92,080101,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
93,080302,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
94,081005,Cusco,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
95,080901,Cusco,Selva,Área de Empadronamiento Rural (AER) Simple
96,080903,Cusco,Selva,Área de Empadronamiento Rural (AER) Simple
97,080913,Cusco,Selva,Área de Empadronamiento Rural (AER) Compuesto
98,090101,Huancavelica,Sierra Centro,"De 20,000 a 49,999 habitantes"
99,090706,Huancavelica,Sierra Centro,"De 2,000 a 19,999 habitantes"
100,090301,Huancavelica,Sierra Centro,"De 2,000 a 19,999 habitantes"
101,090203,Huancavelica,Sierra Centro,"De 500 a 1,999 habitantes"
102,090306,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
103,090113,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
104,090303,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
105,090506,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
106,090117,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
107,090402,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
108,090719,Huancavelica,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
109,100111,Huánuco,Selva,"De 100,000 a 499,999 habitantes"
110,100101,Huánuco,Selva,"De 100,000 a 499,999 habitantes"
111,100104,Huánuco,Sierra Centro,"De 2,000 a 19,999 habitantes"
112,100601,Huánuco,Selva,"De 50,000 a 99,999 habitantes"
113,100606,Huánuco,Selva,"De 2,000 a 19,999 habitantes"
114,100509,Huánuco,Sierra Centro,"De 500 a 1,999 habitantes"
115,100804,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
116,100106,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
117,100511,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
118,101108,Huánuco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
119,100101,Huánuco,Selva,Área de Empadronamiento Rural (AER) Simple
120,100605,Huánuco,Selva,Área de Empadronamiento Rural (AER) Compuesto
121,110101,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
122,110106,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
123,110501,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
124,110206,Ica,Costa Centro,"De 20,000 a 49,999 habitantes"
125,110207,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
126,110305,Ica,Costa Centro,"De 20,000 a 49,999 habitantes"
127,110201,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
128,110109,Ica,Costa Centro,"De 2,000 a 19,999 habitantes"
129,110506,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
130,110507,Ica,Costa Centro,"De 100,000 a 499,999 habitantes"
131,110111,Ica,Costa Centro,"De 20,000 a 49,999 habitantes"
132,110108,Ica,Costa Centro,"De 20,000 a 49,999 habitantes"
133,110205,Ica,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
134,110506,Ica,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
135,120107,Junín,Sierra Centro,"De 100,000 a 499,999 habitantes"
136,120114,Junín,Sierra Centro,"De 100,000 a 499,999 habitantes"
137,120701,Junín,Sierra Centro,"De 20,000 a 49,999 habitantes"
138,120401,Junín,Sierra Centro,"De 2,000 a 19,999 habitantes"
139,120502,Junín,Sierra Centro,"De 2,000 a 19,999 habitantes"
140,120604,Junín,Selva,"De 2,000 a 19,999 habitantes"
141,120606,Junín,Selva,"De 2,000 a 19,999 habitantes"
142,120305,Junín,Selva,"De 20,000 a 49,999 habitantes"
143,120806,Junín,Sierra Centro,"De 500 a 1,999 habitantes"
144,120302,Junín,Selva,Área de Empadronamiento Rural (AER) Compuesto
145,120603,Junín,Selva,Área de Empadronamiento Rural (AER) Simple
146,120605,Junín,Selva,Área de Empadronamiento Rural (AER) Compuesto
147,120301,Junín,Selva,Área de Empadronamiento Rural (AER) Compuesto
148,120303,Junín,Selva,Área de Empadronamiento Rural (AER) Compuesto
149,120608,Junín,Selva,Área de Empadronamiento Rural (AER) Compuesto
150,130101,La Libertad,Costa Norte,"De 500,000 a más habitantes"
151,130103,La Libertad,Costa Norte,"De 500,000 a más habitantes"
152,130105,La Libertad,Costa Norte,"De 500,000 a más habitantes"
153,130102,La Libertad,Costa Norte,"De 500,000 a más habitantes"
154,130704,La Libertad,Costa Norte,"De 20,000 a 49,999 habitantes"
155,130702,La Libertad,Costa Norte,"De 20,000 a 49,999 habitantes"
156,131202,La Libertad,Costa Norte,"De 20,000 a 49,999 habitantes"
157,130705,La Libertad,Costa Norte,"De 2,000 a 19,999 habitantes"
158,130106,La Libertad,Costa Norte,"De 20,000 a 49,999 habitantes"
159,130205,La Libertad,Costa Norte,Área de Empadronamiento Rural (AER) Simple
160,130905,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
161,130811,La Libertad,Sierra Norte,"De 500 a 1,999 habitantes"
162,130613,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
163,140106,Lambayeque,Costa Norte,"De 500,000 a más habitantes"
164,140101,Lambayeque,Costa Norte,"De 500,000 a más habitantes"
165,140105,Lambayeque,Costa Norte,"De 500,000 a más habitantes"
166,140116,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
167,140301,Lambayeque,Costa Norte,"De 50,000 a 99,999 habitantes"
168,140102,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
169,140112,Lambayeque,Costa Norte,"De 20,000 a 49,999 habitantes"
170,140307,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
171,140120,Lambayeque,Costa Norte,"De 20,000 a 49,999 habitantes"
172,140311,Lambayeque,Costa Norte,"De 2,000 a 19,999 habitantes"
173,140306,Lambayeque,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
174,140202,Lambayeque,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
175,150140,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
176,150135,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
177,150133,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
178,150125,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
179,150101,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
180,150109,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
181,150110,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
182,150105,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
183,150103,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
184,150137,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
185,150112,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
186,150102,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
187,150132,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
188,150142,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
189,150128,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
190,150117,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
191,150143,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
192,150141,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
193,150104,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
194,150115,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
195,150118,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
196,150130,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
197,150114,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
198,150106,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
199,150119,Lima,Lima Metropolitana,"De 500,000 a más habitantes"
200,150801,Lima,Costa Centro,"De 100,000 a 499,999 habitantes"
201,150513,Lima,Costa Centro,"De 2,000 a 19,999 habitantes"
202,150509,Lima,Costa Centro,"De 20,000 a 49,999 habitantes"
203,150501,Lima,Costa Centro,"De 100,000 a 499,999 habitantes"
204,150204,Lima,Costa Centro,"De 50,000 a 99,999 habitantes"
205,150201,Lima,Costa Centro,"De 50,000 a 99,999 habitantes"
206,150203,Lima,Costa Centro,"De 20,000 a 49,999 habitantes"
207,150202,Lima,Costa Centro,"De 20,000 a 49,999 habitantes"
208,150514,Lima,Costa Centro,"De 2,000 a 19,999 habitantes"
209,150605,Lima,Costa Centro,"De 50,000 a 99,999 habitantes"
210,150511,Lima,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
211,150605,Lima,Costa Centro,Área de Empadronamiento Rural (AER) Compuesto
212,150729,Lima,Sierra Centro,"De 500 a 1,999 habitantes"
213,151012,Lima,Sierra Centro,"De 500 a 1,999 habitantes"
214,160101,Loreto,Selva,"De 100,000 a 499,999 habitantes"
215,160108,Loreto,Selva,"De 100,000 a 499,999 habitantes"
216,160112,Loreto,Selva,"De 100,000 a 499,999 habitantes"
217,160113,Loreto,Selva,"De 100,000 a 499,999 habitantes"
218,160206,Loreto,Selva,"De 2,000 a 19,999 habitantes"
219,160201,Loreto,Selva,"De 50,000 a 99,999 habitantes"
220,160301,Loreto,Selva,"De 20,000 a 49,999 habitantes"
221,160701,Loreto,Selva,Área de Empadronamiento Rural (AER) Compuesto
222,160404,Loreto,Selva,Área de Empadronamiento Rural (AER) Compuesto
223,160704,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
224,160202,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
225,160403,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
226,160605,Loreto,Selva,Área de Empadronamiento Rural (AER) Simple
227,170101,Madre de Dios,Selva,"De 50,000 a 99,999 habitantes"
228,170103,Madre de Dios,Selva,"De 2,000 a 19,999 habitantes"
229,170302,Madre de Dios,Selva,"De 2,000 a 19,999 habitantes"
230,170302,Madre de Dios,Selva,Área de Empadronamiento Rural (AER) Simple
231,170203,Madre de Dios,Selva,Área de Empadronamiento Rural (AER) Compuesto
232,180101,Moquegua,Costa Sur,"De 50,000 a 99,999 habitantes"
233,180301,Moquegua,Costa Sur,"De 50,000 a 99,999 habitantes"
234,180208,Moquegua,Sierra Sur,"De 500 a 1,999 habitantes"
235,180211,Moquegua,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
236,180204,Moquegua,Sierra Sur,"De 500 a 1,999 habitantes"
237,190101,Pasco,Sierra Centro,"De 50,000 a 99,999 habitantes"
238,190113,Pasco,Sierra Centro,"De 50,000 a 99,999 habitantes"
239,190206,Pasco,Sierra Centro,"De 2,000 a 19,999 habitantes"
240,190107,Pasco,Sierra Centro,"De 2,000 a 19,999 habitantes"
241,190103,Pasco,Sierra Centro,"De 2,000 a 19,999 habitantes"
242,190301,Pasco,Selva,"De 2,000 a 19,999 habitantes"
243,190201,Pasco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
244,190105,Pasco,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
245,190308,Pasco,Selva,Área de Empadronamiento Rural (AER) Compuesto
246,200104,Piura,Costa Norte,"De 100,000 a 499,999 habitantes"
247,200101,Piura,Costa Norte,"De 100,000 a 499,999 habitantes"
248,200115,Piura,Costa Norte,"De 100,000 a 499,999 habitantes"
249,200601,Piura,Costa Norte,"De 100,000 a 499,999 habitantes"
250,200402,Piura,Costa Norte,"De 2,000 a 19,999 habitantes"
251,200606,Piura,Costa Norte,"De 2,000 a 19,999 habitantes"
252,200401,Piura,Costa Norte,"De 50,000 a 99,999 habitantes"
253,200801,Piura,Costa Norte,"De 20,000 a 49,999 habitantes"
254,200110,Piura,Costa Norte,"De 20,000 a 49,999 habitantes"
255,200605,Piura,Costa Norte,"De 20,000 a 49,999 habitantes"
256,200501,Piura,Costa Norte,"De 50,000 a 99,999 habitantes"
257,200107,Piura,Costa Norte,"De 2,000 a 19,999 habitantes"
258,200114,Piura,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
259,200301,Piura,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
260,210101,Puno,Sierra Sur,"De 100,000 a 499,999 habitantes"
261,211101,Puno,Sierra Sur,"De 100,000 a 499,999 habitantes"
262,210109,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
263,210808,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
264,210304,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
265,210501,Puno,Sierra Sur,"De 2,000 a 19,999 habitantes"
266,210208,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
267,210501,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
268,210404,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
269,210406,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
270,210901,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
271,211105,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
272,210708,Puno,Sierra Sur,Área de Empadronamiento Rural (AER) Simple
273,220101,San Martín,Selva,"De 50,000 a 99,999 habitantes"
274,220304,San Martín,Selva,"De 2,000 a 19,999 habitantes"
275,220801,San Martín,Selva,"De 20,000 a 49,999 habitantes"
276,220104,San Martín,Selva,"De 2,000 a 19,999 habitantes"
277,220510,San Martín,Selva,"De 2,000 a 19,999 habitantes"
278,220101,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
279,220401,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
280,220909,San Martín,Selva,"De 100,000 a 499,999 habitantes"
281,220901,San Martín,Selva,"De 100,000 a 499,999 habitantes"
282,220601,San Martín,Selva,"De 20,000 a 49,999 habitantes"
283,220602,San Martín,Selva,"De 2,000 a 19,999 habitantes"
284,220205,San Martín,Selva,Área de Empadronamiento Rural (AER) Simple
285,220603,San Martín,Selva,Área de Empadronamiento Rural (AER) Compuesto
286,230104,Tacna,Costa Sur,"De 100,000 a 499,999 habitantes"
287,230108,Tacna,Costa Sur,"De 100,000 a 499,999 habitantes"
288,230110,Tacna,Costa Sur,"De 100,000 a 499,999 habitantes"
289,230101,Tacna,Costa Sur,"De 100,000 a 499,999 habitantes"
290,230302,Tacna,Costa Sur,"De 2,000 a 19,999 habitantes"
291,230401,Tacna,Sierra Sur,"De 2,000 a 19,999 habitantes"
292,230106,Tacna,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
293,230105,Tacna,Costa Sur,"De 500 a 1,999 habitantes"
294,230203,Tacna,Sierra Sur,"De 500 a 1,999 habitantes"
295,240101,Tumbes,Costa Norte,"De 50,000 a 99,999 habitantes"
296,240301,Tumbes,Costa Norte,"De 20,000 a 49,999 habitantes"
297,240201,Tumbes,Costa Norte,"De 2,000 a 19,999 habitantes"
298,240302,Tumbes,Costa Norte,"De 2,000 a 19,999 habitantes"
299,240203,Tumbes,Costa Norte,"De 2,000 a 19,999 habitantes"
300,240104,Tumbes,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
301,240301,Tumbes,Costa Norte,Área de Empadronamiento Rural (AER) Simple
302,250105,Ucayali,Selva,"De 100,000 a 499,999 habitantes"
303,250101,Ucayali,Selva,"De 100,000 a 499,999 habitantes"
304,250107,Ucayali,Selva,"De 100,000 a 499,999 habitantes"
305,250304,Ucayali,Selva,"De 2,000 a 19,999 habitantes"
306,250201,Ucayali,Selva,"De 2,000 a 19,999 habitantes"
307,250303,Ucayali,Selva,"De 2,000 a 19,999 habitantes"
308,250103,Ucayali,Selva,Área de Empadronamiento Rural (AER) Compuesto
309,250201,Ucayali,Selva,Área de Empadronamiento Rural (AER) Compuesto
310,250202,Ucayali,Selva,Área de Empadronamiento Rural (AER) Simple
311,150728,Lima,Costa Centro,Área de Empadronamiento Rural (AER) Simple
312,140308,Lambayeque,Costa Norte,Área de Empadronamiento Rural (AER) Compuesto
313,130614,La Libertad,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
314,190102,Pasco,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
315,051001,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
316,230102,Tacna,Costa Sur,"De 100,000 a 499,999 habitantes"
317,180106,Moquegua,Sierra Sur,"De 2,000 a 19,999 habitantes"
318,010202,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
319,050501,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
320,040311,Arequipa,Costa Sur,"De 500 a 1,999 habitantes"
321,150505,Lima,Costa Centro,"De 2,000 a 19,999 habitantes"
322,180302,Moquegua,Costa Sur,"De 2,000 a 19,999 habitantes"
323,010601,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
324,010401,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
325,010703,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
326,010702,Amazonas,Selva,"De 2,000 a 19,999 habitantes"
327,010104,Amazonas,Sierra Norte,"De 500 a 1,999 habitantes"
328,010106,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Simple
329,010521,Amazonas,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
330,010705,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
331,010307,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
332,010311,Amazonas,Selva,Área de Empadronamiento Rural (AER) Simple
333,010612,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
334,010205,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
335,010502,Amazonas,Selva,Área de Empadronamiento Rural (AER) Compuesto
336,020802,Áncash,Costa Centro,"De 2,000 a 19,999 habitantes"
337,020804,Áncash,Costa Centro,Área de Empadronamiento Rural (AER) Simple
338,020101,Áncash,Sierra Centro,"De 100,000 a 499,999 habitantes"
339,021701,Áncash,Sierra Centro,"De 2,000 a 19,999 habitantes"
340,022005,Áncash,Costa Centro,Área de Empadronamiento Rural (AER) Simple
341,020110,Áncash,Costa Centro,"De 500 a 1,999 habitantes"
342,021406,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
343,022006,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
344,021003,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
345,020402,Áncash,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
346,030109,Apurímac,Sierra Sur,"De 50,000 a 99,999 habitantes"
347,030213,Apurímac,Sierra Sur,"De 50,000 a 99,999 habitantes"
348,030104,Apurímac,Sierra Sur,"De 2,000 a 19,999 habitantes"
349,030201,Apurímac,Sierra Sur,"De 50,000 a 99,999 habitantes"
350,030202,Apurímac,Sierra Sur,"De 500 a 1,999 habitantes"
351,030208,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
352,030213,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
353,030608,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
354,030602,Apurímac,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
355,040520,Arequipa,Costa Sur,"De 20,000 a 49,999 habitantes"
356,040301,Arequipa,Costa Sur,"De 2,000 a 19,999 habitantes"
357,040207,Arequipa,Costa Sur,Área de Empadronamiento Rural (AER) Compuesto
358,040509,Arequipa,Sierra Sur,"De 500 a 1,999 habitantes"
359,040508,Arequipa,Sierra Sur,Área de Empadronamiento Rural (AER) Compuesto
360,050101,Ayacucho,Sierra Centro,"De 100,000 a 499,999 habitantes"
361,050116,Ayacucho,Sierra Centro,"De 100,000 a 499,999 habitantes"
362,050401,Ayacucho,Sierra Centro,"De 20,000 a 49,999 habitantes"
363,050801,Ayacucho,Sierra Centro,"De 2,000 a 19,999 habitantes"
364,050502,Ayacucho,Sierra Centro,"De 2,000 a 19,999 habitantes"
365,050605,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Simple
366,051006,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
367,050612,Ayacucho,Sierra Centro,"De 500 a 1,999 habitantes"
368,051108,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
369,050205,Ayacucho,Sierra Centro,Área de Empadronamiento Rural (AER) Compuesto
370,050509,Ayacucho,Selva,Área de Empadronamiento Rural (AER) Compuesto
371,050408,Ayacucho,Selva,Área de Empadronamiento Rural (AER) Compuesto
372,060508,Cajamarca,Costa Norte,"De 2,000 a 19,999 habitantes"
373,060301,Cajamarca,Sierra Norte,"De 2,000 a 19,999 habitantes"
374,060802,Cajamarca,Selva,"De 2,000 a 19,999 habitantes"
375,060808,Cajamarca,Selva,"De 2,000 a 19,999 habitantes"
376,061001,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
377,060201,Cajamarca,Sierra Norte,Área de Empadronamiento Rural (AER) Compuesto
