ID_HOGAR,ID_GEOGRAFIA,MES_NUM,ID_POBREZA,Total_Miembros_Hogar,Factor_Expansion_Anual,Ingreso_Neto_Total_Hogar,Gasto_Total_Bruto_Hogar,Brecha_Monetaria_Hogar,Ingreso_Monetario_Per_Capita,Gasto_Monetario_Per_Capita,Brecha_Monetaria_Per_Capita,Logaritmo_Ingreso_Hogar,Logaritmo_Gasto_Hogar,Logaritmo_Brecha_Per_Capita,Gasto_Alimentos,Gasto_Vestido_Calzado,Gasto_Vivienda_Combustible_Electricidad,Gasto_Muebles_Enseres_Mantenimiento,Gasto_Salud_Servicios_Medicos,Gasto_Transportes_Comunicaciones,Gasto_Esparcimiento_Cultura_Ensenanza,Gasto_Otros_Bienes_Servicios,Porcentaje_Gasto_Alimentos,Porcentaje_Gasto_Vestido_Calzado,Porcentaje_Gasto_Vivienda_Combustible_Electricidad,Porcentaje_Gasto_Muebles_Enseres_Mantenimiento,Porcentaje_Gasto_Salud_Servicios_Medicos,Porcentaje_Gasto_Transportes_Comunicaciones,Porcentaje_Gasto_Esparcimiento_Cultura_Ensenanza,Porcentaje_Gasto_Otros_Bienes_Servicios,Tasa_Ahorro_Hogar,ID_SEGMENTO,PCA_VALIDO
1,1,1,1,2,79.816757,52162.609375,34188.218750,17974.390625,26081.304688,17094.109375,8987.195312,10.862140,10.439666,9.103667,3845.363770,874.391602,1006.782715,1307.083496,3339.000000,3247.260742,1318.787598,3219.265869,0.211800,0.048200,0.055400,0.072000,0.183900,0.178800,0.072600,0.177300,0.344584,1,1
2,1,1,1,3,79.816757,40832.042969,40164.945312,667.097656,13610.680990,13388.315104,222.365885,10.617247,10.600775,5.408811,12792.489258,2384.777832,916.000000,665.926880,2408.242676,2768.000000,895.084717,752.953064,0.542400,0.101100,0.038800,0.028200,0.102100,0.117400,0.038000,0.031900,0.016338,2,1
3,1,1,1,1,79.816757,15098.497070,12308.838867,2789.658203,15098.497070,12308.838867,2789.658203,9.622417,9.418154,7.934033,2150.485107,603.583740,2589.000000,581.172546,2047.000000,233.000000,41.478962,557.595886,0.244300,0.068600,0.294100,0.066000,0.232500,0.026500,0.004700,0.063300,0.184764,1,1
4,1,1,1,2,79.816757,41082.953125,30316.724609,10766.228516,20541.476562,15158.362305,5383.114258,10.623373,10.319488,8.591208,9690.755859,39.434135,3178.366211,2735.143311,652.000000,930.000000,0.000000,1418.503906,0.519800,0.002100,0.170500,0.146700,0.035000,0.049900,0.000000,0.076100,0.262061,1,1
5,1,1,2,5,79.816757,47659.160156,33076.910156,14582.250000,9531.832031,6615.382031,2916.450000,10.771851,10.406621,7.978465,5630.693359,1683.596191,1686.000000,797.020874,1372.000000,3086.147705,103.000000,894.525024,0.369200,0.110400,0.110500,0.052300,0.089900,0.202300,0.006800,0.058600,0.305970,1,1
6,1,1,2,4,79.816757,37066.488281,31072.937500,5993.550781,9266.622070,7768.234375,1498.387695,10.520496,10.344125,7.312812,8004.967773,122.828667,1380.000000,855.887390,128.000000,1255.479736,5784.000000,364.403168,0.447300,0.006900,0.077100,0.047800,0.007200,0.070200,0.323200,0.020400,0.161697,1,1
7,1,1,3,3,79.816757,28766.123047,37737.890625,-8971.767578,9588.707682,12579.296875,-2990.589193,10.266988,10.538446,0.000000,9456.558594,1529.078857,8855.000000,1414.934326,0.000000,2839.511963,607.575195,2623.178223,0.346100,0.056000,0.324100,0.051800,0.000000,0.103900,0.022200,0.096000,-0.311887,4,1
8,1,1,1,2,263.821686,41758.007812,29192.025391,12565.982422,20879.003906,14596.012695,6282.991211,10.639670,10.281685,8.745761,5442.547363,1173.769165,8964.902344,1629.904785,737.000000,1387.866211,320.176361,457.955872,0.270600,0.058400,0.445700,0.081000,0.036600,0.069000,0.015900,0.022800,0.300924,1,1
9,1,1,4,2,263.821686,8348.240234,13091.002930,-4742.762695,4174.120117,6545.501465,-2371.381348,9.029926,9.479757,0.000000,4253.840820,0.000000,1001.000000,806.629639,300.000000,1547.181885,5.288568,991.256042,0.477700,0.000000,0.112400,0.090600,0.033700,0.173700,0.000600,0.111300,-0.568115,4,1
10,1,1,3,3,263.821686,25195.724609,39344.152344,-14148.427734,8398.574870,13114.717448,-4716.142578,10.134469,10.580128,0.000000,8990.659180,1851.305298,1293.499878,1148.383789,1989.000000,3861.849121,3447.981445,3622.763916,0.343100,0.070600,0.049400,0.043800,0.075900,0.147400,0.131600,0.138200,-0.561541,4,1
11,1,1,3,2,263.821686,19015.699219,42208.691406,-23192.992188,9507.849609,21104.345703,-11596.496094,9.853073,10.650405,0.000000,9280.966797,930.726074,794.000000,837.564758,2254.000000,8590.429688,1036.925537,1318.094360,0.370600,0.037200,0.031700,0.033400,0.090000,0.343000,0.041400,0.052600,-1.219676,4,1
12,1,1,3,4,263.821686,31776.183594,59756.503906,-27980.320312,7944.045898,14939.125977,-6995.080078,10.366504,10.998050,0.000000,6730.278320,1471.818604,1111.000000,638.965759,0.000000,4640.984375,18487.785156,59.611233,0.203100,0.044400,0.033500,0.019300,0.000000,0.140000,0.557900,0.001800,-0.880544,4,1
13,1,1,4,4,263.821686,25681.683594,26759.830078,-1078.146484,6420.420898,6689.957520,-269.536621,10.153572,10.194695,0.000000,9501.444336,1591.851440,1038.000000,1638.994507,461.000000,1594.000000,437.454132,1426.294556,0.537100,0.090000,0.058700,0.092700,0.026100,0.090100,0.024700,0.080600,-0.041981,3,1
14,2,1,3,1,125.811554,12204.333008,20451.140625,-8246.807617,12204.333008,20451.140625,-8246.807617,9.409628,9.925843,0.000000,1528.817261,381.867310,243.390823,416.398193,0.000000,2264.732422,678.914429,1817.291504,0.208500,0.052100,0.033200,0.056800,0.000000,0.308900,0.092600,0.247900,-0.675728,4,1
15,2,1,3,5,125.811554,50716.933594,61187.710938,-10470.777344,10143.386719,12237.542187,-2094.155469,10.834035,11.021718,0.000000,15263.809570,317.000000,485.106445,11099.333008,3487.000000,5109.559570,5042.219238,2386.350830,0.353400,0.007300,0.011200,0.257000,0.080700,0.118300,0.116700,0.055300,-0.206455,4,1
16,2,1,3,1,125.811554,9328.670898,10785.799805,-1457.128906,9328.670898,10785.799805,-1457.128906,9.140955,9.286078,0.000000,2772.588135,0.000000,440.000000,225.204361,1699.000000,105.000000,47.390865,245.744263,0.500900,0.000000,0.079500,0.040700,0.307000,0.019000,0.008600,0.044400,-0.156199,4,1
17,2,1,4,1,125.811554,6414.812012,6466.055664,-51.243652,6414.812012,6466.055664,-51.243652,8.766521,8.774476,0.000000,615.159058,0.000000,733.368774,325.417847,0.000000,116.000000,0.000000,97.763107,0.325900,0.000000,0.388500,0.172400,0.000000,0.061500,0.000000,0.051800,-0.007988,3,1
18,2,1,2,6,125.811554,43962.046875,43871.628906,90.417969,7327.007812,7311.938151,15.069661,10.691105,10.689046,2.776933,11510.222656,3338.739990,1417.901978,1596.649780,2094.000000,6990.809082,2873.529541,1302.447144,0.369800,0.107300,0.045600,0.051300,0.067300,0.224600,0.092300,0.041800,0.002057,2,1
19,2,1,5,3,125.811554,15687.642578,13948.678711,1738.963867,5229.214193,4649.559570,579.654622,9.660692,9.543212,6.364156,3982.024658,729.531494,1819.506226,499.167908,348.000000,181.980103,493.290894,1037.253906,0.438000,0.080200,0.200100,0.054900,0.038300,0.020000,0.054300,0.114100,0.110849,2,1
20,2,1,4,2,125.811554,8825.085938,10390.675781,-1565.589844,4412.542969,5195.337891,-782.794922,9.085467,9.248760,0.000000,4202.981445,120.716743,330.533142,577.190369,636.000000,444.462616,874.918030,384.462921,0.555100,0.015900,0.043700,0.076200,0.084000,0.058700,0.115600,0.050800,-0.177402,4,1
21,3,1,6,4,271.278656,15668.562500,16546.679688,-878.117188,3917.140625,4136.669922,-219.529297,9.659475,9.714001,0.000000,5367.776855,257.350525,4763.553711,385.634705,336.000000,770.132446,274.000000,299.685669,0.431000,0.020700,0.382500,0.031000,0.027000,0.061800,0.022000,0.024100,-0.056043,3,1
22,3,1,2,3,271.278656,44531.109375,24581.701172,19949.408203,14843.703125,8193.900391,6649.802734,10.703966,10.109798,8.802493,6227.340820,3079.966553,782.000000,2015.476562,1723.000000,1328.802368,447.324341,485.001190,0.387100,0.191400,0.048600,0.125300,0.107100,0.082600,0.027800,0.030100,0.447988,1,1
23,3,1,4,2,271.278656,13970.240234,15052.151367,-1081.911133,6985.120117,7526.075684,-540.955566,9.544756,9.619343,0.000000,1548.105713,632.958130,1405.000000,60.701263,1538.000000,1729.754883,1984.266968,567.324707,0.163500,0.066900,0.148400,0.006400,0.162500,0.182700,0.209600,0.059900,-0.077444,3,1
24,3,1,5,4,271.278656,13441.270508,11983.896484,1457.374023,3360.317627,2995.974121,364.343506,9.506160,9.391403,5.900838,3456.713867,618.731140,562.000000,481.287201,93.000000,817.231995,837.408813,263.840424,0.484800,0.086800,0.078800,0.067500,0.013000,0.114600,0.117400,0.037000,0.108425,2,1
25,3,1,2,5,271.278656,31959.107422,29302.496094,2656.611328,6391.821484,5860.499219,531.322266,10.372244,10.285462,6.277249,5565.037598,792.589111,1319.000000,602.283875,353.000000,1281.535400,3346.507812,502.041718,0.404400,0.057600,0.095800,0.043800,0.025700,0.093100,0.243200,0.036500,0.083125,2,1
26,3,1,5,5,271.278656,24465.259766,22741.162109,1724.097656,4893.051953,4548.232422,344.819531,10.105050,10.031976,5.845917,5698.204102,285.000000,1124.000000,627.402283,1692.000000,5881.219238,861.629395,845.189331,0.334900,0.016800,0.066100,0.036900,0.099400,0.345700,0.050600,0.049700,0.070471,2,1
27,4,1,3,3,271.278656,40593.210938,50939.250000,-10346.039062,13531.070312,16979.750000,-3448.679688,10.611381,10.838409,0.000000,14760.743164,317.887421,1038.000000,721.978333,9876.000000,3191.786865,133.147461,1512.895874,0.467800,0.010100,0.032900,0.022900,0.313000,0.101200,0.004200,0.047900,-0.254871,4,1
28,4,1,4,5,271.278656,17130.564453,29320.492188,-12189.927734,3426.112891,5864.098437,-2437.985547,9.748678,10.286076,0.000000,11838.048828,863.000000,892.000000,1519.280396,1641.000000,1739.590942,1519.000000,436.487549,0.578900,0.042200,0.043600,0.074300,0.080300,0.085100,0.074300,0.021300,-0.711589,4,1
29,4,1,1,2,271.278656,32102.207031,26827.802734,5274.404297,16051.103516,13413.901367,2637.202148,10.376711,10.197231,7.877853,2143.111572,715.045532,3408.000000,703.460938,2791.000000,698.000000,61.388866,2568.100342,0.163700,0.054600,0.260400,0.053700,0.213200,0.053300,0.004700,0.196200,0.164300,1,1
30,5,1,1,1,125.811554,8559.476562,8348.506836,210.969727,8559.476562,8348.506836,210.969727,9.054911,9.029958,5.356443,3247.978271,413.464874,3235.000000,445.459045,0.000000,177.000000,0.000000,825.128479,0.389300,0.049600,0.387700,0.053400,0.000000,0.021200,0.000000,0.098900,0.024648,2,1
31,5,1,1,1,125.811554,22792.355469,18432.271484,4360.083984,22792.355469,18432.271484,4360.083984,10.034224,9.821913,8.380476,4222.023926,79.311180,4834.000000,662.689941,71.000000,501.892059,0.000000,760.157349,0.379300,0.007100,0.434300,0.059500,0.006400,0.045100,0.000000,0.068300,0.191296,1,1
32,5,1,3,4,125.811554,32546.740234,36805.937500,-4259.197266,8136.685059,9201.484375,-1064.799316,10.390463,10.513442,0.000000,13520.519531,2666.974121,671.000000,980.494141,118.000000,1103.516846,545.000000,774.951355,0.663400,0.130900,0.032900,0.048100,0.005800,0.054100,0.026700,0.038000,-0.130864,3,1
33,5,1,6,8,125.811554,31059.240234,33325.687500,-2266.447266,3882.405029,4165.710938,-283.305908,10.343684,10.414114,0.000000,11707.252930,872.879456,1527.000000,651.400024,1477.000000,3046.002197,2246.000000,1024.764526,0.519100,0.038700,0.067700,0.028900,0.065500,0.135100,0.099600,0.045400,-0.072972,3,1
34,5,1,3,2,125.811554,15057.922852,17756.005859,-2698.083008,7528.961426,8878.002930,-1349.041504,9.619726,9.784535,0.000000,3871.152832,702.061890,574.000000,556.960693,0.000000,322.253479,362.000000,797.173218,0.538700,0.097700,0.079900,0.077500,0.000000,0.044800,0.050400,0.110900,-0.179180,4,1
35,5,1,2,4,125.811554,41055.000000,24761.917969,16293.082031,10263.750000,6190.479492,4073.270508,10.622692,10.117103,8.312447,7681.997559,1063.098267,574.000000,796.500183,483.000000,354.000000,468.000000,660.372009,0.635900,0.088000,0.047500,0.065900,0.040000,0.029300,0.038700,0.054700,0.396860,1,1
36,5,1,6,4,125.811554,14878.915039,17515.347656,-2636.432617,3719.728760,4378.836914,-659.108154,9.607768,9.770890,0.000000,7008.265625,870.346313,1478.000000,1140.436646,0.000000,266.842346,349.000000,758.027222,0.590400,0.073300,0.124500,0.096100,0.000000,0.022500,0.029400,0.063900,-0.177193,4,1
37,5,1,3,1,125.811554,11503.303711,13541.368164,-2038.064453,11503.303711,13541.368164,-2038.064453,9.350476,9.513578,0.000000,5383.672363,0.000000,927.212891,396.778625,398.000000,791.000000,0.000000,332.571320,0.654200,0.000000,0.112700,0.048200,0.048400,0.096100,0.000000,0.040400,-0.177172,4,1
38,5,1,3,1,125.811554,8522.624023,9512.146484,-989.522461,8522.624023,9512.146484,-989.522461,9.050597,9.160430,0.000000,4021.525391,241.556885,610.000000,495.089020,0.000000,118.000000,0.000000,249.194107,0.701200,0.042100,0.106400,0.086300,0.000000,0.020600,0.000000,0.043400,-0.116105,3,1
39,6,1,2,5,78.585823,43525.570312,23251.158203,20274.412109,8705.114063,4650.231641,4054.882422,10.681127,10.054153,8.307924,8819.662109,1094.144165,574.000000,684.088501,196.000000,256.000000,186.000000,252.440292,0.731200,0.090700,0.047600,0.056700,0.016200,0.021200,0.015400,0.020900,0.465805,1,1
40,6,1,3,4,78.585823,52344.726562,58404.410156,-6059.683594,13086.181641,14601.102539,-1514.920898,10.865626,10.975164,0.000000,13929.643555,1257.466064,709.000000,3657.355713,18164.000000,1903.225220,1602.000000,1373.036987,0.327000,0.029500,0.016600,0.085900,0.426400,0.044700,0.037600,0.032200,-0.115765,3,1
41,6,1,1,2,78.585823,22073.445312,17960.869141,4112.576172,11036.722656,8980.434570,2056.288086,10.002176,9.796006,7.629144,4091.263916,1762.464355,98.000000,844.798584,0.000000,117.498291,0.000000,190.134857,0.575900,0.248100,0.013800,0.118900,0.000000,0.016500,0.000000,0.026800,0.186313,1,1
42,6,1,2,5,78.585823,39877.417969,37098.152344,2779.265625,7975.483594,7419.630469,555.853125,10.593591,10.521349,6.322302,11603.624023,512.503235,586.000000,1240.960449,1345.000000,2346.616699,4374.000000,813.063843,0.508400,0.022500,0.025700,0.054400,0.058900,0.102800,0.191700,0.035600,0.069695,2,1
43,6,1,4,1,78.585823,6216.598633,6504.856445,-288.257812,6216.598633,6504.856445,-288.257812,8.735139,8.780458,0.000000,1424.721069,0.000000,550.000000,241.945267,663.000000,299.012360,60.757519,77.382645,0.429500,0.000000,0.165800,0.072900,0.199900,0.090200,0.018300,0.023300,-0.046369,3,1
44,6,1,1,2,78.585823,28029.101562,18285.318359,9743.783203,14014.550781,9142.659180,4871.891602,10.241034,9.813908,8.491443,4857.491699,402.389130,549.000000,762.869568,147.000000,993.495605,9.332767,620.642212,0.582300,0.048200,0.065800,0.091400,0.017600,0.119100,0.001100,0.074400,0.347631,1,1
45,6,1,4,2,78.585823,15092.843750,16059.017578,-966.173828,7546.421875,8029.508789,-483.086914,9.622042,9.684088,0.000000,5838.091309,0.000000,599.000000,833.444458,0.000000,344.351410,0.000000,535.284546,0.716300,0.000000,0.073500,0.102300,0.000000,0.042300,0.000000,0.065700,-0.064015,3,1
46,6,1,3,4,78.585823,27414.373047,32023.681641,-4609.308594,6853.593262,8005.920410,-1152.327148,10.218859,10.374262,0.000000,9527.108398,2498.810547,611.000000,1524.824341,29.000000,2978.562988,826.000000,360.005402,0.519000,0.136100,0.033300,0.083100,0.001600,0.162300,0.045000,0.019600,-0.168135,4,1
47,7,1,4,1,78.585823,2218.541504,5313.795410,-3095.253906,2218.541504,5313.795410,-3095.253906,7.705056,8.578250,0.000000,509.062256,0.000000,85.000000,1703.154663,0.000000,941.299988,0.000000,293.366302,0.144100,0.000000,0.024100,0.482200,0.000000,0.266500,0.000000,0.083100,-1.395175,4,1
48,7,1,1,2,78.585823,43241.589844,25323.726562,17917.863281,21620.794922,12661.863281,8958.931641,10.674581,10.139537,9.100518,7231.065430,16.103792,2758.087891,560.192810,1442.000000,1499.587036,36.454514,895.206726,0.500800,0.001100,0.191000,0.038800,0.099900,0.103900,0.002500,0.062000,0.414366,1,1
49,7,1,5,9,78.585823,35117.375000,34032.699219,1084.675781,3901.930556,3781.411024,120.519531,10.466480,10.435106,4.800075,2745.002930,5840.213379,193.632858,1308.722900,0.000000,6214.733887,1440.364990,1133.439575,0.145400,0.309400,0.010300,0.069300,0.000000,0.329200,0.076300,0.060000,0.030887,2,1
50,7,1,5,1,78.585823,7885.550781,2963.238770,4922.312012,7885.550781,2963.238770,4922.312012,8.972914,7.994376,8.501737,947.467896,0.000000,85.000000,65.366280,124.000000,234.529770,0.000000,0.000000,0.650600,0.000000,0.058400,0.044900,0.085100,0.161000,0.000000,0.000000,0.624219,1,1
51,7,1,2,7,78.585823,42173.914062,33499.925781,8673.988281,6024.844866,4785.703683,1239.141183,10.649581,10.419328,7.122981,8064.029785,798.114014,574.000000,2449.803467,0.000000,2746.877930,297.000000,849.229431,0.511100,0.050600,0.036400,0.155300,0.000000,0.174100,0.018800,0.053800,0.205672,1,1
52,7,1,2,2,78.585823,10192.075195,8296.496094,1895.579102,5096.037598,4148.248047,947.789551,9.229464,9.023709,6.855187,3724.658936,68.441116,378.000000,559.897522,245.000000,1416.823975,0.000000,308.487122,0.555800,0.010200,0.056400,0.083600,0.036600,0.211400,0.000000,0.046000,0.185986,1,1
53,7,1,7,4,78.585823,10218.640625,9051.523438,1167.117188,2554.660156,2262.880859,291.779297,9.232067,9.110799,5.679419,3015.541992,411.854523,109.000000,600.283813,0.000000,283.184509,65.000000,212.591766,0.642000,0.087700,0.023200,0.127800,0.000000,0.060300,0.013800,0.045300,0.114215,2,1
54,7,1,1,1,78.585823,10763.434570,10200.419922,563.014648,10763.434570,10200.419922,563.014648,9.284003,9.230282,6.335080,367.889221,161.037933,0.000000,133.385544,611.000000,0.000000,0.000000,686.673096,0.187700,0.082200,0.000000,0.068100,0.311700,0.000000,0.000000,0.350300,0.052308,2,1
55,8,1,1,1,78.585823,13247.411133,8741.000977,4506.410156,13247.411133,8741.000977,4506.410156,9.491633,9.075894,8.413478,1399.928101,72.430046,830.873230,696.260742,0.000000,116.000000,0.000000,185.549606,0.424100,0.021900,0.251700,0.210900,0.000000,0.035100,0.000000,0.056200,0.340173,1,1
56,8,1,2,1,78.585823,7676.598633,6072.898438,1603.700195,7676.598633,6072.898438,1603.700195,8.946062,8.711756,7.380692,1350.329346,0.000000,379.000000,454.003235,0.000000,116.000000,0.000000,53.617905,0.573900,0.000000,0.161100,0.193000,0.000000,0.049300,0.000000,0.022800,0.208908,1,1
57,8,1,2,2,78.585823,14221.530273,12240.953125,1980.577148,7110.765137,6120.476562,990.288574,9.562583,9.412624,6.899006,1154.086060,0.000000,623.000000,179.148544,202.000000,58.000000,0.000000,57.504620,0.507600,0.000000,0.274000,0.078800,0.088800,0.025500,0.000000,0.025300,0.139266,2,1
58,8,1,4,5,78.585823,30395.867188,34629.363281,-4233.496094,6079.173437,6925.872656,-846.699219,10.322095,10.452486,0.000000,5108.525879,1215.468018,574.000000,977.096252,293.000000,1186.000000,3412.000000,470.807068,0.385900,0.091800,0.043400,0.073800,0.022100,0.089600,0.257800,0.035600,-0.139279,3,1
59,8,1,5,3,78.585823,18582.324219,9469.186523,9113.137695,6194.108073,3156.395508,3037.712565,9.830020,9.155904,8.019189,4015.132080,0.000000,98.000000,261.527649,0.000000,0.000000,0.000000,145.986694,0.888200,0.000000,0.021700,0.057900,0.000000,0.000000,0.000000,0.032300,0.490420,1,1
60,8,1,2,5,78.585823,43702.339844,25416.916016,18285.423828,8740.467969,5083.383203,3657.084766,10.685180,10.143210,8.204695,6728.948730,1697.949707,599.000000,1470.616211,0.000000,1536.612183,646.000000,106.714828,0.526300,0.132800,0.046800,0.115000,0.000000,0.120200,0.050500,0.008300,0.418408,1,1
61,8,1,2,1,78.585823,13627.580078,8154.408691,5473.171387,13627.580078,8154.408691,5473.171387,9.519924,9.006437,8.607796,2778.604736,0.000000,598.000000,276.934052,73.000000,0.000000,0.000000,0.000000,0.745600,0.000000,0.160500,0.074300,0.019600,0.000000,0.000000,0.000000,0.401625,1,1
62,8,1,4,5,78.585823,32564.003906,36194.058594,-3630.054688,6512.800781,7238.811719,-726.010937,10.390993,10.496678,0.000000,4375.883789,1414.674561,86.000000,1035.454956,0.000000,175.000000,818.757507,331.735046,0.531200,0.171700,0.010400,0.125700,0.000000,0.021200,0.099400,0.040300,-0.111474,3,1
63,9,1,1,1,78.585823,21632.806641,9623.748047,12009.058594,21632.806641,9623.748047,12009.058594,9.982012,9.172093,9.393500,3249.105225,0.000000,916.332886,401.708466,0.000000,116.000000,0.000000,167.649124,0.669800,0.000000,0.188900,0.082800,0.000000,0.023900,0.000000,0.034600,0.555132,1,1
64,9,1,1,4,78.585823,38342.347656,37476.792969,865.554688,9585.586914,9369.198242,216.388672,10.554336,10.531504,5.381687,12392.558594,804.389160,1563.332886,1318.077393,2124.000000,1435.553833,568.000000,2416.775391,0.547800,0.035600,0.069100,0.058300,0.093900,0.063500,0.025100,0.106800,0.022574,2,1
65,9,1,4,7,78.585823,31567.789062,43126.144531,-11558.355469,4509.684152,6160.877790,-1651.193638,10.359924,10.671908,0.000000,13173.404297,358.545746,276.324005,5051.054199,2847.000000,1891.188721,3083.423096,873.308289,0.478100,0.013000,0.010000,0.183300,0.103300,0.068600,0.111900,0.031700,-0.366144,4,1
66,9,1,1,3,78.585823,31776.183594,27947.048828,3829.134766,10592.061198,9315.682943,1276.378255,10.366504,10.238103,7.152565,18241.732422,4506.758789,2796.865967,8969.366211,13072.000000,8535.392578,8890.097656,2707.420410,0.269400,0.066600,0.041300,0.132400,0.193000,0.126000,0.131300,0.040000,0.120503,2,1
67,9,1,1,4,78.585823,74898.437500,72129.281250,2769.156250,18724.609375,18032.320312,692.289062,11.223902,11.186229,6.541447,19374.466797,64.382263,2295.732910,6994.409180,1204.000000,5188.965820,19794.697266,2078.464844,0.339900,0.001100,0.040300,0.122700,0.021100,0.091000,0.347300,0.036500,0.036972,2,1
68,9,1,1,4,78.585823,70191.062500,63203.027344,6988.035156,17547.765625,15800.756836,1747.008789,11.158991,11.054123,7.466233,16784.445312,1788.106079,1149.332886,6126.380859,1747.138672,4957.061523,1621.495483,6376.129395,0.413900,0.044100,0.028300,0.151100,0.043100,0.122200,0.040000,0.157200,0.099557,2,1
69,9,1,3,3,78.585823,34164.386719,34882.906250,-718.519531,11388.128906,11627.635417,-239.506510,10.438968,10.459781,0.000000,3139.733887,251.000000,513.332886,5672.994629,98.000000,933.992432,4727.605957,314.956055,0.200600,0.016000,0.032800,0.362500,0.006300,0.059700,0.302100,0.020100,-0.021031,3,1
70,9,1,2,4,78.585823,20524.009766,16294.615234,4229.394531,5131.002441,4073.653809,1057.348633,9.929399,9.698651,6.964465,5570.503906,2285.570312,337.381989,714.841797,86.000000,746.530518,1153.369385,805.999207,0.476100,0.195300,0.028800,0.061100,0.007400,0.063800,0.098600,0.068900,0.206071,1,1
71,10,1,2,3,78.585823,69472.671875,23555.113281,45917.558594,23157.557292,7851.704427,15305.852865,11.148703,10.067141,9.636056,7609.560547,213.375259,744.000000,728.924622,116.000000,1704.837036,60.757519,407.142426,0.656900,0.018400,0.064200,0.062900,0.010000,0.147200,0.005200,0.035100,0.660944,1,1
72,10,1,4,3,78.585823,16475.746094,21197.154297,-4721.408203,5491.915365,7065.718099,-1573.802734,9.709705,9.961669,0.000000,2584.532715,3353.212158,61.000000,1518.763794,0.000000,118.000000,620.060181,1576.723511,0.262900,0.341000,0.006200,0.154500,0.000000,0.012000,0.063100,0.160400,-0.286567,4,1
73,10,1,2,9,78.585823,42986.230469,36021.210938,6965.019531,4776.247830,4002.356771,773.891059,10.668658,10.491891,6.652722,3853.239258,2047.341309,562.000000,591.328369,305.000000,367.128540,2077.000000,59.497356,0.390700,0.207600,0.057000,0.060000,0.030900,0.037200,0.210600,0.006000,0.162029,1,1
74,10,1,1,2,78.585823,36781.667969,19404.050781,17377.617188,18390.833984,9702.025391,8688.808594,10.512782,9.873289,9.069906,2816.466309,0.000000,818.000000,0.000000,0.000000,1327.033936,0.000000,53.280746,0.561600,0.000000,0.163100,0.000000,0.000000,0.264600,0.000000,0.010600,0.472453,1,1
75,10,1,2,3,78.585823,35173.832031,17452.708984,17721.123047,11724.610677,5817.569661,5907.041016,10.468086,9.767307,8.684070,452.350494,543.049500,622.000000,182.520416,603.000000,1160.853027,143.000000,17.861656,0.121400,0.145800,0.167000,0.049000,0.161900,0.311700,0.038400,0.004800,0.503816,1,1
76,10,1,4,6,78.585823,23515.753906,33823.035156,-10307.281250,3919.292318,5637.172526,-1717.880208,10.065468,10.428927,0.000000,2640.732910,2752.921875,61.000000,415.232758,0.000000,1394.872803,777.000000,248.625122,0.318500,0.332100,0.007400,0.050100,0.000000,0.168300,0.093700,0.030000,-0.438314,4,1
77,11,1,2,2,65.206131,18789.847656,10785.429688,8004.417969,9394.923828,5392.714844,4002.208984,9.841125,9.286044,8.294852,1692.452148,0.000000,73.000000,274.997498,1214.000000,189.000000,5.859562,513.021484,0.427100,0.000000,0.018400,0.069400,0.306400,0.047700,0.001500,0.129500,0.425997,1,1
78,11,1,2,1,65.206131,9583.441406,8209.414062,1374.027344,9583.441406,8209.414062,1374.027344,9.167896,9.013159,7.226229,0.000000,0.000000,73.000000,221.891983,0.000000,59.000000,0.000000,0.000000,0.000000,0.000000,0.206300,0.627000,0.000000,0.166700,0.000000,0.000000,0.143375,2,1
79,11,1,5,4,65.206131,12288.587891,11204.153320,1084.434570,3072.146973,2801.038330,271.108643,9.416508,9.324129,5.606201,4057.270264,348.933746,61.000000,638.057007,0.000000,913.763550,422.036224,487.709015,0.585600,0.050400,0.008800,0.092100,0.000000,0.131900,0.060900,0.070400,0.088247,2,1
80,11,1,8,7,65.206131,10830.609375,16085.057617,-5254.448242,1547.229911,2297.865374,-750.635463,9.290224,9.685708,0.000000,3173.863770,564.415588,61.000000,664.677185,72.000000,844.082825,874.371704,518.472717,0.468600,0.083300,0.009000,0.098100,0.010600,0.124600,0.129100,0.076600,-0.485148,4,1
81,11,1,5,3,65.206131,11243.463867,7610.364746,3633.099121,3747.821289,2536.788249,1211.033040,9.327631,8.937398,7.100054,926.557922,608.724365,0.000000,459.984894,440.000000,1235.639038,242.000000,225.847229,0.223900,0.147100,0.000000,0.111100,0.106300,0.298600,0.058500,0.054600,0.323130,1,1
82,11,1,2,3,65.206131,20097.052734,17385.541016,2711.511719,6699.017578,5795.180339,903.837240,9.908378,9.763452,6.807755,1828.020508,672.333374,0.000000,2178.181396,122.000000,3188.213867,212.000000,321.032074,0.214500,0.078900,0.000000,0.255600,0.014300,0.374100,0.024900,0.037700,0.134921,2,1
83,11,1,7,6,65.206131,11005.628906,5081.272949,5924.355957,1834.271484,846.878825,987.392660,9.306253,8.533514,6.896080,492.523773,0.000000,0.000000,324.728333,0.000000,0.000000,363.000000,22.658787,0.409400,0.000000,0.000000,0.270000,0.000000,0.000000,0.301800,0.018800,0.538302,1,1
84,11,1,6,4,65.206131,9460.403320,11464.178711,-2003.775391,2365.100830,2866.044678,-500.943848,9.154976,9.347070,0.000000,157.451843,868.501587,0.000000,645.258789,0.000000,130.000000,178.000000,410.899780,0.065900,0.363400,0.000000,0.270000,0.000000,0.054400,0.074500,0.171900,-0.211807,4,1
