ID_HOGAR,ID_GEOGRAFIA,MES_NUM,ID_POBREZA,Total_Miembros_Hogar,Factor_Expansion_Anual,Ingreso_Neto_Total_Hogar,Gasto_Total_Bruto_Hogar,Brecha_Monetaria_Hogar,Ingreso_Monetario_Per_Capita,Gasto_Monetario_Per_Capita,Brecha_Monetaria_Per_Capita,Logaritmo_Ingreso_Hogar,Logaritmo_Gasto_Hogar,Logaritmo_Brecha_Per_Capita,Gasto_Alimentos,Gasto_Vestido_Calzado,Gasto_Vivienda_Combustible_Electricidad,Gasto_Muebles_Enseres_Mantenimiento,Gasto_Salud_Servicios_Medicos,Gasto_Transportes_Comunicaciones,Gasto_Esparcimiento_Cultura_Ensenanza,Gasto_Otros_Bienes_Servicios,Porcentaje_Gasto_Alimentos,Porcentaje_Gasto_Vestido_Calzado,Porcentaje_Gasto_Vivienda_Combustible_Electricidad,Porcentaje_Gasto_Muebles_Enseres_Mantenimiento,Porcentaje_Gasto_Salud_Servicios_Medicos,Porcentaje_Gasto_Transportes_Comunicaciones,Porcentaje_Gasto_Esparcimiento_Cultura_Ensenanza,Porcentaje_Gasto_Otros_Bienes_Servicios,Tasa_Ahorro_Hogar,ID_SEGMENTO,PCA_VALIDO
10694,249,4,5,8,413.133057,34907.253906,30477.500000,4429.753906,4363.406738,3809.687500,553.719238,10.460479,10.324777,6.318462,12434.141602,960.415100,1453.000000,593.507385,312.000000,425.000000,456.000000,1233.758789,0.695900,0.053800,0.081300,0.033200,0.017500,0.023800,0.025500,0.069000,0.126901,2,1
10695,249,4,1,5,413.133057,91781.921875,27947.048828,63834.873047,18356.384375,5589.409766,12766.974609,11.427182,10.238103,9.454695,18644.507812,2549.634277,2422.000000,1422.205444,4260.000000,10854.871094,16363.847656,6231.001465,0.297100,0.040600,0.038600,0.022700,0.067900,0.173000,0.260800,0.099300,0.695506,1,1
10696,854,4,2,5,279.848694,29672.730469,28616.265625,1056.464844,5934.546094,5723.253125,211.292969,10.298017,10.261766,5.357967,2902.524170,1156.417969,460.000000,604.447693,1240.000000,1618.801025,981.000000,901.695251,0.294200,0.117200,0.046600,0.061300,0.125700,0.164100,0.099400,0.091400,0.035604,2,1
10697,854,4,3,2,279.848694,11722.468750,18280.679688,-6558.210938,5861.234375,9140.339844,-3279.105469,9.369348,9.813655,0.000000,1182.231812,0.000000,327.000000,612.448914,63.000000,2490.688721,0.000000,74.697334,0.248900,0.000000,0.068800,0.128900,0.013300,0.524300,0.000000,0.015700,-0.559456,4,1
10698,854,4,5,4,279.848694,53755.031250,15560.118164,38194.913086,13438.757812,3890.029541,9548.728271,10.892211,9.652531,9.164268,2347.648926,138.802475,714.000000,517.486023,3543.000000,283.733032,0.000000,234.103333,0.301800,0.017800,0.091800,0.066500,0.455500,0.036500,0.000000,0.030100,0.710537,1,1
10699,854,4,4,2,279.848694,13670.668945,15949.492188,-2278.823242,6835.334473,7974.746094,-1139.411621,9.523081,9.677245,0.000000,1355.509888,0.000000,654.000000,651.080383,412.000000,309.751923,0.000000,75.541435,0.392000,0.000000,0.189100,0.188300,0.119100,0.089600,0.000000,0.021800,-0.166694,4,1
10700,854,4,4,5,279.848694,22899.941406,37627.648438,-14727.707031,4579.988281,7525.529688,-2945.541406,10.038933,10.535521,0.000000,5790.662109,1229.816650,860.000000,3905.426025,375.000000,5131.797852,587.000000,634.041199,0.312800,0.066400,0.046500,0.210900,0.020300,0.277200,0.031700,0.034200,-0.643133,4,1
10701,854,4,2,3,279.848694,22472.919922,16307.852539,6165.067383,7490.973307,5435.950846,2055.022461,10.020111,9.699463,7.628529,2839.644775,476.808472,145.000000,747.422485,1293.000000,803.454102,0.000000,297.083832,0.430100,0.072200,0.022000,0.113200,0.195800,0.121700,0.000000,0.045000,0.274333,1,1
10702,854,4,5,5,279.848694,26057.474609,14970.076172,11087.398438,5211.494922,2994.015234,2217.479688,10.168098,9.613875,7.704577,2177.529541,207.602386,351.000000,630.621155,35.000000,24.000000,744.000000,489.344666,0.467400,0.044600,0.075300,0.135400,0.007500,0.005200,0.159700,0.105000,0.425498,1,1
10703,854,4,4,6,279.848694,41985.855469,47145.265625,-5159.410156,6997.642578,7857.544271,-859.901693,10.645112,10.761010,0.000000,1922.296387,1353.810669,96.000000,2112.396729,60.000000,1134.602539,799.000000,7583.508301,0.127600,0.089900,0.006400,0.140300,0.004000,0.075300,0.053000,0.503500,-0.122884,3,1
10704,258,4,2,6,279.848694,48183.265625,31287.566406,16895.699219,8030.544271,5214.594401,2815.949870,10.782788,10.351008,7.943410,11026.552734,2255.640137,1502.000000,1203.770508,1196.000000,2983.051758,23.872145,1924.843750,0.498600,0.102000,0.067900,0.054400,0.054100,0.134900,0.001100,0.087000,0.350655,1,1
10705,258,4,2,6,279.848694,67723.375000,47196.945312,20526.429688,11287.229167,7866.157552,3421.071615,11.123201,10.762106,8.138001,9155.520508,942.414185,1744.000000,987.619324,1289.000000,7751.290527,1248.000000,2424.179199,0.358400,0.036900,0.068300,0.038700,0.050500,0.303500,0.048900,0.094900,0.303092,1,1
10706,258,4,3,6,279.848694,46234.546875,59559.144531,-13324.597656,7705.757812,9926.524089,-2220.766276,10.741504,10.994742,0.000000,16351.350586,830.008850,1477.000000,1681.201294,1254.000000,7228.236816,9849.000000,1873.642578,0.403300,0.020500,0.036400,0.041500,0.030900,0.178300,0.242900,0.046200,-0.288196,4,1
10707,258,4,5,8,279.848694,45625.960938,26482.992188,19142.968750,5703.245117,3310.374023,2392.871094,10.728254,10.184296,7.780667,11725.944336,1898.829712,1139.000000,1092.197144,602.000000,1353.831055,546.526001,2135.461426,0.572200,0.092700,0.055600,0.053300,0.029400,0.066100,0.026700,0.104200,0.419563,1,1
10708,258,4,4,2,279.848694,14103.320312,16282.959961,-2179.639648,7051.660156,8141.479980,-1089.819824,9.554236,9.697936,0.000000,6604.217285,46.400829,1405.000000,678.002808,62.000000,740.000000,35.808216,318.841125,0.667700,0.004700,0.142100,0.068600,0.006300,0.074800,0.003600,0.032200,-0.154548,4,1
10709,258,4,1,5,279.848694,68332.093750,47183.835938,21148.257812,13666.418750,9436.767187,4229.651563,11.132149,10.761828,8.350111,11701.262695,2007.233887,2737.000000,1619.066040,293.000000,7218.422363,1429.435547,1692.592773,0.407700,0.069900,0.095400,0.056400,0.010200,0.251500,0.049800,0.059000,0.309492,1,1
10710,258,4,2,3,279.848694,25851.609375,22441.417969,3410.191406,8617.203125,7480.472656,1136.730469,10.160167,10.018708,7.036791,8685.542969,39.000000,509.000000,402.718597,1487.000000,1362.856201,141.000000,1405.791870,0.618900,0.002800,0.036300,0.028700,0.106000,0.097100,0.010000,0.100200,0.131914,2,1
10711,258,4,2,5,279.848694,46055.308594,38570.980469,7484.328125,9211.061719,7714.196094,1496.865625,10.737620,10.560281,7.311796,10606.499023,1506.219727,1707.000000,3923.962402,854.000000,886.000000,482.000000,1471.978516,0.494800,0.070300,0.079600,0.183000,0.039800,0.041300,0.022500,0.068700,0.162507,1,1
10712,855,4,1,3,273.353027,37033.968750,35203.914062,1830.054688,12344.656250,11734.638021,610.018229,10.519618,10.468941,6.415127,6511.240723,8.000000,606.000000,473.576416,1069.000000,364.000000,18.000000,300.014618,0.696400,0.000900,0.064800,0.050700,0.114300,0.038900,0.001900,0.032100,0.049416,2,1
10713,855,4,5,1,273.353027,4196.119629,3034.359375,1161.760254,4196.119629,3034.359375,1161.760254,8.342154,8.018085,7.058552,663.278564,0.000000,327.000000,165.996475,17.000000,72.805443,0.000000,6.705177,0.529400,0.000000,0.261000,0.132500,0.013600,0.058100,0.000000,0.005400,0.276865,1,1
10714,855,4,2,1,273.353027,8979.575195,5962.410156,3017.165039,8979.575195,5962.410156,3017.165039,9.102819,8.693398,8.012404,1309.736206,0.000000,315.000000,310.497009,21.000000,0.000000,0.000000,160.223038,0.618800,0.000000,0.148800,0.146700,0.009900,0.000000,0.000000,0.075700,0.336003,1,1
10715,855,4,6,3,273.353027,5537.243164,8146.990723,-2609.747559,1845.747721,2715.663574,-869.915853,8.619433,9.005527,0.000000,2893.157227,0.000000,1199.000000,530.233337,0.000000,837.000000,0.000000,59.189148,0.524300,0.000000,0.217300,0.096100,0.000000,0.151700,0.000000,0.010700,-0.471308,4,1
10716,855,4,2,2,273.353027,30845.458984,14220.490234,16624.968750,15422.729492,7110.245117,8312.484375,10.336777,9.562509,9.025634,4787.290039,169.603027,2241.000000,1239.844238,24.000000,1716.384766,0.000000,838.613159,0.434500,0.015400,0.203400,0.112500,0.002200,0.155800,0.000000,0.076100,0.538976,1,1
10717,855,4,5,3,273.353027,9985.784180,9147.176758,838.607422,3328.594727,3049.058919,279.535807,9.209018,9.121310,5.636701,3112.486572,0.000000,582.000000,376.784485,35.000000,502.075439,352.000000,82.859436,0.617200,0.000000,0.115400,0.074700,0.006900,0.099600,0.069800,0.016400,0.083980,2,1
10718,855,4,6,5,273.353027,17779.306641,18071.683594,-292.376953,3555.861328,3614.336719,-58.475391,9.785847,9.802157,0.000000,5687.580566,336.802399,170.000000,939.834839,545.000000,861.000000,387.071228,483.684540,0.604400,0.035800,0.018100,0.099900,0.057900,0.091500,0.041100,0.051400,-0.016445,3,1
10719,855,4,6,3,273.353027,7727.594727,8290.583008,-562.988281,2575.864909,2763.527669,-187.662760,8.952682,9.022996,0.000000,2062.288086,184.803299,170.000000,399.661591,0.000000,374.874084,129.000000,193.183731,0.586900,0.052600,0.048400,0.113700,0.000000,0.106700,0.036700,0.055000,-0.072854,3,1
10720,688,4,4,1,273.353027,5823.195312,7564.357910,-1741.162598,5823.195312,7564.357910,-1741.162598,8.669776,8.931335,0.000000,0.000000,0.000000,182.000000,155.248505,0.000000,485.369598,47.744289,60.253738,0.000000,0.000000,0.195600,0.166800,0.000000,0.521600,0.051300,0.064700,-0.299005,4,1
10721,688,4,4,3,273.353027,13865.702148,16820.369141,-2954.666992,4621.900716,5606.789714,-984.888997,9.537246,9.730405,0.000000,3234.799072,349.206238,61.000000,819.231934,0.000000,0.000000,245.000000,112.314034,0.670900,0.072400,0.012700,0.169900,0.000000,0.000000,0.050800,0.023300,-0.213092,4,1
10722,688,4,4,4,273.353027,16286.190430,21065.566406,-4779.375977,4071.547607,5266.391602,-1194.843994,9.698134,9.955443,0.000000,2900.262939,224.000000,73.000000,764.359497,0.000000,0.000000,141.550690,474.685883,0.633500,0.048900,0.015900,0.167000,0.000000,0.000000,0.030900,0.103700,-0.293462,4,1
10723,688,4,4,2,273.353027,12288.181641,14205.719727,-1917.538086,6144.090820,7102.859863,-958.769043,9.416475,9.561470,0.000000,1662.013062,168.002991,97.000000,648.607788,40.000000,586.070190,0.000000,3347.536377,0.253800,0.025700,0.014800,0.099000,0.006100,0.089500,0.000000,0.511100,-0.156047,4,1
10724,688,4,5,2,273.353027,8205.394531,5793.512695,2411.881836,4102.697266,2896.756348,1205.940918,9.012669,8.664667,7.095844,2593.650146,0.000000,36.000000,166.816254,0.000000,0.000000,0.000000,77.545212,0.902400,0.000000,0.012500,0.058000,0.000000,0.000000,0.000000,0.027000,0.293939,1,1
10725,688,4,6,6,273.353027,15990.815430,21813.064453,-5822.249023,2665.135905,3635.510742,-970.374837,9.679832,9.990310,0.000000,3334.584473,2346.832764,61.000000,652.276611,14.000000,448.550568,701.614624,239.060867,0.427600,0.301000,0.007800,0.083600,0.001800,0.057500,0.090000,0.030700,-0.364100,4,1
10726,688,4,4,5,273.353027,16805.623047,25085.603516,-8279.980469,3361.124609,5017.120703,-1655.996094,9.729528,10.130089,0.000000,5519.367676,1979.225220,1720.000000,1475.991089,21.000000,797.071777,533.614624,821.435120,0.428900,0.153800,0.133700,0.114700,0.001600,0.061900,0.041500,0.063800,-0.492691,4,1
10727,688,4,1,2,273.353027,24809.171875,18234.189453,6574.982422,12404.585938,9117.094727,3287.491211,10.119009,9.811108,8.098184,3069.478516,0.000000,424.000000,513.514282,20.000000,1672.969360,124.000000,30.126869,0.524300,0.000000,0.072400,0.087700,0.003400,0.285800,0.021200,0.005100,0.265022,1,1
10728,260,4,3,1,337.222443,15145.635742,26333.572266,-11187.936523,15145.635742,26333.572266,-11187.936523,9.625534,10.178638,0.000000,10765.648438,0.000000,2592.497559,875.804871,1130.000000,970.000000,0.000000,1532.638184,0.602600,0.000000,0.145100,0.049000,0.063200,0.054300,0.000000,0.085800,-0.738690,4,1
10729,260,4,1,7,337.222443,70931.992188,66039.601562,4892.390625,10133.141741,9434.228795,698.912946,11.169491,11.098025,6.550956,23452.414062,495.041779,3123.000000,2945.642578,5158.000000,4081.620850,544.928955,1457.246094,0.568400,0.012000,0.075700,0.071400,0.125000,0.098900,0.013200,0.035300,0.068973,2,1
10730,260,4,3,3,337.222443,24375.529297,28204.226562,-3828.697266,8125.176432,9401.408854,-1276.232422,10.101376,10.247263,0.000000,4434.731445,3147.251465,1591.000000,1168.159180,3820.000000,2042.212402,806.102966,688.884521,0.250600,0.177800,0.089900,0.066000,0.215800,0.115400,0.045500,0.038900,-0.157071,4,1
10731,260,4,2,1,337.222443,25466.484375,8314.380859,17152.103516,25466.484375,8314.380859,17152.103516,10.145158,9.025862,9.749934,1682.345581,0.000000,923.000000,0.000000,0.000000,60.000000,0.000000,0.000000,0.631200,0.000000,0.346300,0.000000,0.000000,0.022500,0.000000,0.000000,0.673517,1,1
10732,260,4,4,2,337.222443,9821.203125,12027.743164,-2206.540039,4910.601562,6013.871582,-1103.270020,9.192401,9.395054,0.000000,5126.347168,454.313141,376.000000,49.550709,37.000000,692.889465,603.000000,291.509918,0.671800,0.059500,0.049300,0.006500,0.004800,0.090800,0.079000,0.038200,-0.224671,4,1
10733,260,4,3,3,337.222443,18854.958984,27232.041016,-8377.082031,6284.986328,9077.347005,-2792.360677,9.844584,10.212186,0.000000,6982.713867,0.000000,1689.000000,1054.836792,2292.000000,3921.909668,517.000000,968.766418,0.400700,0.000000,0.096900,0.060500,0.131500,0.225100,0.029700,0.055600,-0.444291,4,1
10734,260,4,8,3,743.897095,3108.744629,4977.064941,-1868.320312,1036.248210,1659.021647,-622.773438,8.042296,8.512797,0.000000,823.575806,69.000000,535.000000,87.096619,31.000000,300.000000,169.000000,0.000000,0.408800,0.034200,0.265600,0.043200,0.015400,0.148900,0.083900,0.000000,-0.600989,4,1
10735,260,4,3,1,743.897095,1886.245483,15696.903320,-13810.657837,1886.245483,15696.903320,-13810.657837,7.542874,9.661282,0.000000,4948.275879,0.000000,7593.619629,0.000000,0.000000,599.501953,41.917152,263.422211,0.368000,0.000000,0.564700,0.000000,0.000000,0.044600,0.003100,0.019600,-7.321771,4,1
10736,260,4,3,2,743.897095,26673.531250,36367.976562,-9694.445312,13336.765625,18183.988281,-4847.222656,10.191465,10.501471,0.000000,15013.356445,1438.854492,1288.000000,683.466553,1364.000000,348.000000,6133.235352,1255.039062,0.545500,0.052300,0.046800,0.024800,0.049600,0.012600,0.222800,0.045600,-0.363448,4,1
10737,260,4,5,4,743.897095,24032.166016,13426.629883,10605.536133,6008.041504,3356.657471,2651.384033,10.087190,9.505070,7.883214,4713.906250,485.423828,522.000000,390.725128,54.000000,48.000000,2431.527588,58.345451,0.541600,0.055800,0.060000,0.044900,0.006200,0.005500,0.279400,0.006700,0.441306,1,1
10738,260,4,5,5,743.897095,48654.070312,24201.201172,24452.869141,9730.814062,4840.240234,4890.573828,10.792511,10.094199,8.495269,2099.603027,56.000000,1467.000000,364.988556,991.000000,4211.047363,751.000000,284.240356,0.205300,0.005500,0.143500,0.035700,0.096900,0.411800,0.073400,0.027800,0.502586,1,1
10739,261,4,4,4,156.012939,12601.426758,24790.529297,-12189.102539,3150.356689,6197.632324,-3047.275635,9.441645,10.118257,0.000000,5939.071777,0.000000,2484.000000,679.384705,5037.000000,1429.913086,0.000000,351.463837,0.373000,0.000000,0.156000,0.042700,0.316400,0.089800,0.000000,0.022100,-0.967280,4,1
10740,261,4,2,7,156.012939,59360.152344,54501.878906,4858.273438,8480.021763,7785.982701,694.039062,10.991395,10.906009,6.543968,15720.960938,386.148651,2452.994873,3519.981445,11303.000000,1269.667969,0.000000,1210.465210,0.438400,0.010800,0.068400,0.098200,0.315200,0.035400,0.000000,0.033800,0.081844,2,1
10741,261,4,4,4,156.012939,16689.074219,20830.882812,-4141.808594,4172.268555,5207.720703,-1035.452148,9.722569,9.944240,0.000000,4983.908203,201.311630,4021.000000,607.256958,8.000000,2918.123779,0.000000,1243.713989,0.356400,0.014400,0.287600,0.043400,0.000600,0.208700,0.000000,0.088900,-0.248175,4,1
10742,261,4,1,1,156.012939,15775.368164,11469.386719,4305.981445,15775.368164,11469.386719,4305.981445,9.666268,9.347524,8.367993,54.216843,0.000000,753.000000,0.000000,0.000000,60.000000,0.000000,0.000000,0.062500,0.000000,0.868300,0.000000,0.000000,0.069200,0.000000,0.000000,0.272956,1,1
10743,261,4,5,6,156.012939,24817.013672,21293.019531,3523.994141,4136.168945,3548.836589,587.332357,10.119325,9.966182,6.377292,10192.933594,568.000000,1787.000000,592.740845,92.000000,2086.000000,909.000000,528.380005,0.608300,0.033900,0.106600,0.035400,0.005500,0.124500,0.054200,0.031500,0.141999,2,1
10744,265,4,5,2,991.862793,14492.955078,6606.712891,7886.242188,7246.477539,3303.356445,3943.121094,9.581487,8.795993,8.279981,1061.598145,0.000000,644.000000,0.000000,8.000000,48.000000,0.000000,0.000000,0.602600,0.000000,0.365600,0.000000,0.004500,0.027200,0.000000,0.000000,0.544143,1,1
10745,265,4,3,1,991.862793,9514.390625,13147.658203,-3633.267578,9514.390625,13147.658203,-3633.267578,9.160666,9.484075,0.000000,9798.637695,0.000000,583.000000,0.000000,98.000000,288.000000,0.000000,670.024414,0.856700,0.000000,0.051000,0.000000,0.008600,0.025200,0.000000,0.058600,-0.381871,4,1
10746,265,4,4,2,991.862793,2998.174561,11606.810547,-8608.635986,1499.087280,5803.405273,-4304.317993,8.006092,9.359433,0.000000,3954.319580,0.000000,583.000000,252.822113,25.000000,549.088684,2272.105713,177.204407,0.506100,0.000000,0.074600,0.032400,0.003200,0.070300,0.290800,0.022700,-2.871292,4,1
10747,265,4,5,2,991.862793,15268.807617,8881.747070,6387.060547,7634.403809,4440.873535,3193.530273,9.633633,9.091866,8.069195,3324.384033,0.000000,303.000000,0.000000,8.000000,60.000000,0.000000,0.000000,0.899600,0.000000,0.082000,0.000000,0.002200,0.016200,0.000000,0.000000,0.418308,1,1
10748,856,4,4,3,991.862793,11112.133789,23207.837891,-12095.704102,3704.044596,7735.945964,-4031.901367,9.315883,10.052288,0.000000,3145.299316,3350.547852,680.000000,8.174354,2944.000000,5129.259766,2778.887207,119.737366,0.173200,0.184500,0.037500,0.000500,0.162200,0.282500,0.153100,0.006600,-1.088513,4,1
10749,856,4,7,5,991.862793,14923.927734,12852.913086,2071.014648,2984.785547,2570.582617,414.202930,9.610788,9.461404,6.028767,5199.625977,300.000000,753.000000,0.000000,0.000000,336.000000,711.000000,0.000000,0.712300,0.041100,0.103200,0.000000,0.000000,0.046000,0.097400,0.000000,0.138771,2,1
10750,856,4,2,4,991.862793,34018.085938,31685.923828,2332.162109,8504.521484,7921.480957,583.040527,10.434677,10.363659,6.369970,8141.459473,2568.253662,1044.987305,1730.644287,295.000000,2084.841797,1736.791626,662.669312,0.445700,0.140600,0.057200,0.094800,0.016200,0.114100,0.095100,0.036300,0.068557,2,1
10751,856,4,2,3,991.862793,26654.097656,18726.357422,7927.740234,8884.699219,6242.119141,2642.580078,10.190736,9.837741,7.879889,5773.084473,748.589966,717.000000,2052.818848,959.000000,1197.606445,432.502960,1134.795776,0.443600,0.057500,0.055100,0.157700,0.073700,0.092000,0.033200,0.087200,0.297430,1,1
10752,856,4,6,4,991.862793,14543.299805,18989.429688,-4446.129883,3635.824951,4747.357422,-1111.532471,9.584954,9.851690,0.000000,8553.875977,83.000000,790.000000,671.369812,425.000000,2785.970215,286.359772,57.473934,0.626500,0.006100,0.057900,0.049200,0.031100,0.204100,0.021000,0.004200,-0.305717,4,1
10753,261,4,3,1,449.629944,10783.707031,19279.283203,-8495.576172,10783.707031,19279.283203,-8495.576172,9.285884,9.866838,0.000000,4219.904297,0.000000,1445.000000,158.467468,116.000000,48.000000,0.000000,2787.239746,0.480900,0.000000,0.164700,0.018100,0.013200,0.005500,0.000000,0.317600,-0.787816,4,1
10754,261,4,2,2,449.629944,28071.316406,11611.641602,16459.674805,14035.658203,5805.820801,8229.837402,10.242539,9.359850,9.015643,2407.252686,0.000000,717.000000,458.466919,85.000000,60.000000,0.000000,0.000000,0.645800,0.000000,0.192300,0.123000,0.022800,0.016100,0.000000,0.000000,0.586352,1,1
10755,261,4,2,4,449.629944,27314.140625,24488.658203,2825.482422,6828.535156,6122.164551,706.370605,10.215196,10.106006,6.561555,3226.646484,215.000000,2782.000000,166.935181,0.000000,974.229797,6742.000000,1144.449341,0.211600,0.014100,0.182400,0.010900,0.000000,0.063900,0.442100,0.075000,0.103444,2,1
10756,261,4,2,4,449.629944,44894.773438,23083.283203,21811.490234,11223.693359,5770.820801,5452.872559,10.712099,10.046907,8.604081,5174.696777,243.904510,1677.000000,946.007690,1049.000000,4878.084961,0.000000,232.290482,0.364400,0.017200,0.118100,0.066600,0.073900,0.343500,0.000000,0.016400,0.485836,1,1
10757,261,4,5,4,449.629944,23883.515625,17230.091797,6653.423828,5970.878906,4307.522949,1663.355957,10.080986,9.754471,7.417194,9945.798828,53.000000,1445.000000,459.676605,1167.000000,455.000000,437.000000,170.027054,0.703800,0.003800,0.102200,0.032500,0.082600,0.032200,0.030900,0.012000,0.278578,1,1
10758,261,4,5,5,449.629944,35053.640625,20982.011719,14071.628906,7010.728125,4196.402344,2814.325781,10.464663,9.951468,7.942833,5122.294434,392.497375,1470.000000,383.467072,106.000000,575.000000,3939.500000,390.165039,0.413800,0.031700,0.118800,0.031000,0.008600,0.046400,0.318200,0.031500,0.401431,1,1
10759,261,4,2,4,449.629944,41640.964844,28095.240234,13545.724609,10410.241211,7023.810059,3386.431152,10.636864,10.243391,8.127827,2450.140137,0.000000,935.000000,416.128296,10082.000000,1276.244629,526.000000,716.673340,0.149400,0.000000,0.057000,0.025400,0.614700,0.077800,0.032100,0.043700,0.325298,1,1
10760,261,4,1,2,449.629944,44334.000000,36516.945312,7817.054688,22167.000000,18258.472656,3908.527344,10.699530,10.505559,8.271172,9659.373047,0.000000,887.000000,0.000000,1751.000000,228.000000,9272.000000,869.969727,0.426100,0.000000,0.039100,0.000000,0.077200,0.010100,0.409000,0.038400,0.176322,1,1
10761,518,4,8,4,991.862793,4140.015625,7768.802734,-3628.787109,1035.003906,1942.200684,-907.196777,8.328696,8.958000,0.000000,4145.946289,145.000000,619.000000,296.370453,0.000000,545.609863,1247.683838,247.770950,0.572100,0.020000,0.085400,0.040900,0.000000,0.075300,0.172200,0.034200,-0.876515,4,1
10762,518,4,8,2,991.862793,3058.506104,5545.983398,-2487.477295,1529.253052,2772.991699,-1243.738647,8.026009,8.621010,0.000000,3459.274170,0.000000,510.000000,0.000000,8.000000,48.000000,0.000000,0.000000,0.859400,0.000000,0.126700,0.000000,0.002000,0.011900,0.000000,0.000000,-0.813298,4,1
10763,518,4,1,5,991.862793,69260.578125,51067.511719,18193.066406,13852.115625,10213.502344,3638.613281,11.145646,10.840923,8.199633,10267.226562,825.739319,1518.000000,5169.477051,3899.000000,8379.150391,3510.866699,1882.581665,0.289600,0.023300,0.042800,0.145800,0.110000,0.236400,0.099000,0.053100,0.262676,1,1
10764,518,4,1,1,991.862793,44013.289062,16335.587891,27677.701172,44013.289062,16335.587891,27677.701172,10.692270,9.701163,10.228418,5937.541992,0.000000,1592.000000,0.000000,346.000000,815.000000,282.000000,697.278564,0.614000,0.000000,0.164600,0.000000,0.035800,0.084300,0.029200,0.072100,0.628849,1,1
10765,518,4,6,5,991.862793,12722.196289,20507.748047,-7785.551758,2544.439258,4101.549609,-1557.110352,9.451182,9.928607,0.000000,8255.598633,777.000000,1018.000000,362.579407,1973.000000,2336.613770,1740.000000,0.000000,0.501500,0.047200,0.061800,0.022000,0.119800,0.141900,0.105700,0.000000,-0.611966,4,1
10766,857,4,2,3,319.367859,26960.021484,17600.464844,9359.556641,8986.673828,5866.821615,3119.852214,10.202147,9.775737,8.045861,8642.500000,403.828735,668.000000,481.766907,0.000000,426.775024,2522.214844,1096.275757,0.606900,0.028400,0.046900,0.033800,0.000000,0.030000,0.177100,0.077000,0.347164,1,1
10767,857,4,5,2,319.367859,11876.673828,5545.613770,6331.060059,5938.336914,2772.806885,3165.530029,9.382416,8.620943,8.060392,3057.780762,0.000000,36.000000,397.107056,0.000000,493.782440,0.000000,4.650117,0.766500,0.000000,0.009000,0.099500,0.000000,0.123800,0.000000,0.001200,0.533067,1,1
10768,857,4,7,2,319.367859,7277.160156,3166.324951,4110.835205,3638.580078,1583.162476,2055.417603,8.892633,8.060643,7.628721,898.984253,0.000000,279.000000,152.419083,0.000000,365.643066,0.000000,308.559601,0.448500,0.000000,0.139200,0.076000,0.000000,0.182400,0.000000,0.153900,0.564896,1,1
10769,857,4,2,2,319.367859,31163.236328,10254.656250,20908.580078,15581.618164,5127.328125,10454.290039,10.347026,9.235585,9.254863,4712.360840,639.696838,401.000000,566.436096,0.000000,1193.895142,93.415367,160.896484,0.606700,0.082400,0.051600,0.072900,0.000000,0.153700,0.012000,0.020700,0.670937,1,1
10770,857,4,5,2,319.367859,11787.243164,7019.365723,4767.877441,5893.621582,3509.682861,2383.938721,9.374858,8.856571,7.776929,4746.613770,0.000000,595.000000,125.806229,82.000000,48.000000,0.000000,172.421799,0.822700,0.000000,0.103100,0.021800,0.014200,0.008300,0.000000,0.029900,0.404495,1,1
10771,857,4,4,1,319.367859,4521.273438,6051.500488,-1530.227051,4521.273438,6051.500488,-1530.227051,8.416770,8.708227,0.000000,2586.426758,40.583782,122.708603,127.015900,625.000000,0.000000,0.000000,0.000000,0.738600,0.011600,0.035000,0.036300,0.178500,0.000000,0.000000,0.000000,-0.338450,4,1
10772,857,4,2,2,319.367859,23138.652344,10507.914062,12630.738281,11569.326172,5253.957031,6315.369141,10.049303,9.259979,8.750900,3093.593750,1567.900269,743.923523,469.353973,50.000000,624.418091,68.041550,214.890137,0.452800,0.229500,0.108900,0.068700,0.007300,0.091400,0.010000,0.031500,0.545872,1,1
10773,857,4,8,1,319.367859,1020.695190,2220.557861,-1199.862671,1020.695190,2220.557861,-1199.862671,6.929218,7.705964,0.000000,825.818726,0.000000,413.000000,35.080585,0.000000,0.000000,0.000000,1.111984,0.647700,0.000000,0.323900,0.027500,0.000000,0.000000,0.000000,0.000900,-1.175535,4,1
10774,858,4,5,2,319.367859,6513.716309,6101.079102,412.637207,3256.858154,3050.539551,206.318604,8.781819,8.716385,5.334257,1970.569458,0.000000,12.000000,93.144997,258.000000,77.892090,0.000000,120.934731,0.778100,0.000000,0.004700,0.036800,0.101900,0.030800,0.000000,0.047800,0.063349,2,1
10775,858,4,3,5,319.367859,29751.197266,42861.281250,-13110.083984,5950.239453,8572.256250,-2622.016797,10.300658,10.665747,0.000000,9143.450195,2760.535645,778.000000,3654.241943,2457.000000,3799.617188,1889.881592,1670.655151,0.349600,0.105600,0.029700,0.139700,0.093900,0.145300,0.072300,0.063900,-0.440657,4,1
10776,858,4,6,3,319.367859,7143.543457,8759.639648,-1616.096191,2381.181152,2919.879883,-538.698730,8.874104,9.078024,0.000000,4112.317383,275.304047,133.000000,435.483093,44.000000,299.784180,400.000000,57.388546,0.714300,0.047800,0.023100,0.075600,0.007600,0.052100,0.069500,0.010000,-0.226232,4,1
